drugbank_id	dailymed_id	inchi_key
DB00437	allopurinol	OFCNXPDARWKPPY-UHFFFAOYSA-N
DB00437	allopurinol sodium	OFCNXPDARWKPPY-UHFFFAOYSA-N
DB00438	ceftazidime	ORFOPKXBNMVMKC-DWVKKRMSSA-N
DB00438	ceftazidime sodium	ORFOPKXBNMVMKC-DWVKKRMSSA-N
DB00440	trimethoprim	IEDVJHCEMCRBQM-UHFFFAOYSA-N
DB00440	trimethoprim hydrochloride	IEDVJHCEMCRBQM-UHFFFAOYSA-N
DB00440	trimethoprim sulfate	IEDVJHCEMCRBQM-UHFFFAOYSA-N
DB00441	gemcitabine	SDUQYLNIPVEERB-QPPQHZFASA-N
DB00442	entecavir	QDGZDCVAUDNJFG-FXQIFTODSA-N
DB00443	betamethasone	UREBDLICKHMUKA-DVTGEIKXSA-N
DB00443	dexamethasone	UREBDLICKHMUKA-DVTGEIKXSA-N
DB00444	teniposide	NRUKOCRGYNPUPR-QBPJDGROSA-N
DB00445	doxorubicin	AOJJSUZBOXZQNB-VTZDEGQISA-N
DB00445	epirubicin	AOJJSUZBOXZQNB-VTZDEGQISA-N
DB00446	chloramphenicol	WIIZWVCIJKGZOK-RKDXNWHRSA-N
DB00448	dexlansoprazole	MJIHNNLFOKEZEW-UHFFFAOYSA-N
DB00448	lansoprazole	MJIHNNLFOKEZEW-UHFFFAOYSA-N
DB00450	droperidol	RMEDXOLNCUSCGS-UHFFFAOYSA-N
DB00451	levothyroxine sodium	XUIIKFGFIJCVMT-LBPRGKRZSA-N
DB00454	meperidine	XADCESSVHJOZHK-UHFFFAOYSA-N
DB00454	meperidine hydrochloride	XADCESSVHJOZHK-UHFFFAOYSA-N
DB00455	loratadine	JCCNYMKQOSZNPW-UHFFFAOYSA-N
DB00457	prazosin	IENZQIKPVFGBNW-UHFFFAOYSA-N
DB00457	prazosin hydrochloride	IENZQIKPVFGBNW-UHFFFAOYSA-N
DB00458	imipramine	BCGWQEUPMDMJNV-UHFFFAOYSA-N
DB00458	imipramine hydrochloride	BCGWQEUPMDMJNV-UHFFFAOYSA-N
DB00458	imipramine pamoate	BCGWQEUPMDMJNV-UHFFFAOYSA-N
DB00459	acitretin	IHUNBGSDBOWDMA-AQFIFDHZSA-N
DB00461	nabumetone	BLXXJMDCKKHMKV-UHFFFAOYSA-N
DB00462	methscopolamine	CXYRUNPLKGGUJF-JIRGPDKYSA-M
DB00462	methscopolamine bromide	CXYRUNPLKGGUJF-JIRGPDKYSA-M
DB00465	ketorolac	OZWKMVRBQXNZKK-UHFFFAOYSA-N
DB00465	ketorolac tromethamine	OZWKMVRBQXNZKK-UHFFFAOYSA-N
DB00468	quinidine	LOUPRKONTZGTKE-WZBLMQSHSA-N
DB00468	quinine	LOUPRKONTZGTKE-WZBLMQSHSA-N
DB00470	dronabinol	CYQFCXCEBYINGO-IAGOWNOFSA-N
DB00471	montelukast	UCHDWCPVSPXUMX-TZIWLTJVSA-N
DB00471	montelukast sodium	UCHDWCPVSPXUMX-TZIWLTJVSA-N
DB00472	fluoxetine	RTHCYVBBDHJXIQ-UHFFFAOYSA-N
DB00474	methohexital	NZXKDOXHBHYTKP-UHFFFAOYSA-N
DB00474	methohexital sodium	NZXKDOXHBHYTKP-UHFFFAOYSA-N
DB00475	chlordiazepoxide	ANTSCNMPPGJYLG-UHFFFAOYSA-N
DB00475	chlordiazepoxide hydrochloride	ANTSCNMPPGJYLG-UHFFFAOYSA-N
DB00476	duloxetine	ZEUITGRIYCTCEM-KRWDZBQOSA-N
DB00476	duloxetine hydrochloride	ZEUITGRIYCTCEM-KRWDZBQOSA-N
DB00477	chlorpromazine	ZPEIMTDSQAKGNT-UHFFFAOYSA-N
DB00478	rimantadine	UBCHPRBFMUDMNC-UHFFFAOYSA-N
DB00478	rimantadine hydrochloride	UBCHPRBFMUDMNC-UHFFFAOYSA-N
DB00479	amikacin	LKCWBDHBTVXHDL-RMDFUYIESA-N
DB00479	amikacin sulfate	LKCWBDHBTVXHDL-RMDFUYIESA-N
DB00480	lenalidomide	GOTYRUGSSMKFNF-UHFFFAOYSA-N
DB00481	raloxifene	GZUITABIAKMVPG-UHFFFAOYSA-N
DB00481	raloxifene hydrochloride	GZUITABIAKMVPG-UHFFFAOYSA-N
DB00482	celecoxib	RZEKVGVHFLEQIL-UHFFFAOYSA-N
DB00484	brimonidine	XYLJNLCSTIOKRM-UHFFFAOYSA-N
DB00484	brimonidine tartrate	XYLJNLCSTIOKRM-UHFFFAOYSA-N
DB00485	dicloxacillin	YFAGHNZHGGCZAX-JKIFEVAISA-N
DB00485	dicloxacillin sodium	YFAGHNZHGGCZAX-JKIFEVAISA-N
DB00486	nabilone	GECBBEABIDMGGL-RTBURBONSA-N
DB00488	altretamine	UUVWYPNAQBNQJQ-UHFFFAOYSA-N
DB00489	sotalol	ZBMZVLHSJCTVON-UHFFFAOYSA-N
DB00489	sotalol hydrochloride	ZBMZVLHSJCTVON-UHFFFAOYSA-N
DB00490	buspirone	QWCRAEMEVRGPNT-UHFFFAOYSA-N
DB00490	buspirone hydrochloride	QWCRAEMEVRGPNT-UHFFFAOYSA-N
DB00491	miglitol	IBAQFPQHRJAVAV-ULAWRXDQSA-N
DB00492	fosinopril	BIDNLKIUORFRQP-XYGFDPSESA-N
DB00492	fosinopril sodium	BIDNLKIUORFRQP-XYGFDPSESA-N
DB00493	cefotaxime	GPRBEKHLDVQUJE-QSWIMTSFSA-N
DB00493	cefotaxime sodium	GPRBEKHLDVQUJE-QSWIMTSFSA-N
DB00494	entacapone	JRURYQJSLYLRLN-BJMVGYQFSA-N
DB00495	zidovudine	HBOMLICNUCNMMY-XLPZGREQSA-N
DB00496	darifenacin	HXGBXQDTNZMWGS-RUZDIDTESA-N
DB00496	darifenacin hydrobromide	HXGBXQDTNZMWGS-RUZDIDTESA-N
DB00497	oxycodone	BRUQQQPBMZOVGD-XFKAJCMBSA-N
DB00497	oxycodone hydrochloride	BRUQQQPBMZOVGD-XFKAJCMBSA-N
DB00497	oxycodone terephthalate	BRUQQQPBMZOVGD-XFKAJCMBSA-N
DB00499	flutamide	MKXKFYHWDHIYRV-UHFFFAOYSA-N
DB00500	tolmetin	UPSPUYADGBWSHF-UHFFFAOYSA-N
DB00500	tolmetin sodium	UPSPUYADGBWSHF-UHFFFAOYSA-N
DB00501	cimetidine	AQIXAKUUQRKLND-UHFFFAOYSA-N
DB00501	cimetidine hydrochloride	AQIXAKUUQRKLND-UHFFFAOYSA-N
DB00502	haloperidol	LNEPOXFFQSENCJ-UHFFFAOYSA-N
DB00503	ritonavir	NCDNCNXCDXHOMX-XGKFQTDJSA-N
DB00507	nitazoxanide	YQNQNVDNTFHQSW-UHFFFAOYSA-N
DB00509	levothyroxine sodium	XUIIKFGFIJCVMT-GFCCVEGCSA-N
DB00512	vancomycin	MYPYJXKWCTUITO-LYRMYLQWSA-N
DB00512	vancomycin hydrochloride	MYPYJXKWCTUITO-LYRMYLQWSA-N
DB00513	aminocaproic acid	SLXKOJJOQWFEFD-UHFFFAOYSA-N
DB00514	dextromethorphan	MKXZASYAUGDDCJ-NJAFHUGGSA-N
DB00515	ammonia n-13	LXZZYRPGZAFOLE-UHFFFAOYSA-L
DB00515	hydrochloric acid	LXZZYRPGZAFOLE-UHFFFAOYSA-L
DB00518	albendazole	HXHWSAZORRCQMX-UHFFFAOYSA-N
DB00519	trandolapril	VXFJYXUZANRPDJ-WTNASJBWSA-N
DB00520	caspofungin	JYIKNQVWKBUSNH-QWDBRQCVSA-N
DB00520	caspofungin acetate	JYIKNQVWKBUSNH-QWDBRQCVSA-N
DB00521	carteolol	LWAFSWPYPHEXKX-UHFFFAOYSA-N
DB00521	carteolol hydrochloride	LWAFSWPYPHEXKX-UHFFFAOYSA-N
DB00523	alitretinoin	SHGAZHPCJJPHSC-ZVCIMWCZSA-N
DB00523	isotretinoin	SHGAZHPCJJPHSC-ZVCIMWCZSA-N
DB00523	tretinoin	SHGAZHPCJJPHSC-ZVCIMWCZSA-N
DB00524	metolazone	AQCHWTWZEMGIFD-UHFFFAOYSA-N
DB00525	tolnaftate	FUSNMLFNXJSCDI-UHFFFAOYSA-N
DB00527	dibucaine	PUFQVTATUTYEAL-UHFFFAOYSA-N
DB00529	foscarnet	ZJAOAACCNHFJAH-UHFFFAOYSA-N
DB00530	erlotinib	AAKJLRGGTJKAMG-UHFFFAOYSA-N
DB00530	erlotinib hydrochloride	AAKJLRGGTJKAMG-UHFFFAOYSA-N
DB00534	hydrochloric acid	BJFGVYCULWBXKF-UHFFFAOYSA-M
DB00535	cefdinir	RTXOFQZKPXMALH-GHXIOONMSA-N
DB00537	ciprofloxacin	MYSWGUAQZAJSOK-UHFFFAOYSA-N
DB00539	toremifene	XFCLJVABOIYOMF-QPLCGJKRSA-N
DB00539	toremifene citrate	XFCLJVABOIYOMF-QPLCGJKRSA-N
DB00540	nortriptyline	PHVGLTMQBUFIQQ-UHFFFAOYSA-N
DB00540	nortriptyline hydrochloride	PHVGLTMQBUFIQQ-UHFFFAOYSA-N
DB00541	vincristine	OGWKCGZFUXNPDA-CFWMRBGOSA-N
DB00541	vincristine sulfate	OGWKCGZFUXNPDA-CFWMRBGOSA-N
DB00542	benazepril	XPCFTKFZXHTYIP-PMACEKPBSA-N
DB00542	benazepril hydrochloride	XPCFTKFZXHTYIP-PMACEKPBSA-N
DB00543	amoxapine	QWGDMFLQWFTERH-UHFFFAOYSA-N
DB00544	fluorouracil	GHASVSINZRGABV-UHFFFAOYSA-N
DB00545	pyridostigmine	RVOLLAQWKVFTGE-UHFFFAOYSA-N
DB00545	pyridostigmine bromide	RVOLLAQWKVFTGE-UHFFFAOYSA-N
DB00547	desoximetasone	VWVSBHGCDBMOOT-IIEHVVJPSA-N
DB00548	azelaic acid	BDJRBEYXGGNYIS-UHFFFAOYSA-N
DB00549	zafirlukast	YEEZWCHGZNKEEK-UHFFFAOYSA-N
DB00550	propylthiouracil	KNAHARQHSZJURB-UHFFFAOYSA-N
DB00551	acetohydroxamic acid	RRUDCFGSUDOHDG-UHFFFAOYSA-N
DB00552	pentostatin	FPVKHBSQESCIEP-JQCXWYLXSA-N
DB00553	methoxsalen	QXKHYNVANLEOEG-UHFFFAOYSA-N
DB00554	piroxicam	QYSPLQLAKJAUJT-UHFFFAOYSA-N
DB00555	lamotrigine	PYZRQGJRPPTADH-UHFFFAOYSA-N
DB00556	perflutren	QYSGYZVSCZSLHT-UHFFFAOYSA-N
DB00557	hydroxyzine	ZQDWXGKKHFNSQK-UHFFFAOYSA-N
DB00557	hydroxyzine hydrochloride	ZQDWXGKKHFNSQK-UHFFFAOYSA-N
DB00557	hydroxyzine pamoate	ZQDWXGKKHFNSQK-UHFFFAOYSA-N
DB00558	zanamivir	ARAIBEBZBOPLMB-UFGQHTETSA-N
DB00559	bosentan	GJPICJJJRGTNOD-UHFFFAOYSA-N
DB00560	tigecycline	FPZLLRFZJZRHSY-HJYUBDRYSA-N
DB00561	doxapram	XFDJYSQDBULQSI-UHFFFAOYSA-N
DB00561	doxapram hydrochloride	XFDJYSQDBULQSI-UHFFFAOYSA-N
DB00563	methotrexate	FBOZXECLQNJBKD-ZDUSSCGKSA-N
DB00564	carbamazepine	FFGPTBGBLSHEPO-UHFFFAOYSA-N
DB00565	atracurium	YXSLJKQTIDHPOT-LJCJQEJUSA-N
DB00565	atracurium besylate	YXSLJKQTIDHPOT-LJCJQEJUSA-N
DB00565	cisatracurium	YXSLJKQTIDHPOT-LJCJQEJUSA-N
DB00565	cisatracurium besylate	YXSLJKQTIDHPOT-LJCJQEJUSA-N
DB00566	succimer	ACTRVOBWPAIOHC-XIXRPRMCSA-N
DB00567	cephalexin	ZAIPMKNFIOOWCQ-UEKVPHQBSA-N
DB00569	fondaparinux	KANJSNBRCNMZMV-ABRZTLGGSA-N
DB00569	fondaparinux sodium	KANJSNBRCNMZMV-ABRZTLGGSA-N
DB00570	vinblastine	JXLYSJRDGCGARV-CFWMRBGOSA-N
DB00570	vinblastine sulfate	JXLYSJRDGCGARV-CFWMRBGOSA-N
DB00571	propranolol	AQHHHDLHHXJYJD-UHFFFAOYSA-N
DB00571	propranolol hydrochloride	AQHHHDLHHXJYJD-UHFFFAOYSA-N
DB00572	atropine	RKUNBYITZUJHSG-SPUOUPEWSA-N
DB00572	atropine sulfate	RKUNBYITZUJHSG-SPUOUPEWSA-N
DB00572	hyoscyamine	RKUNBYITZUJHSG-SPUOUPEWSA-N
DB00572	hyoscyamine hydrobromide	RKUNBYITZUJHSG-SPUOUPEWSA-N
DB00572	hyoscyamine sulfate	RKUNBYITZUJHSG-SPUOUPEWSA-N
DB00573	fenoprofen	RDJGLLICXDHJDY-UHFFFAOYSA-N
DB00573	fenoprofen calcium	RDJGLLICXDHJDY-UHFFFAOYSA-N
DB00575	clonidine	GJSURZIOUXUGAL-UHFFFAOYSA-N
DB00575	clonidine hydrochloride	GJSURZIOUXUGAL-UHFFFAOYSA-N
DB00576	sulfamethizole	VACCAVUAMIDAGB-UHFFFAOYSA-N
DB00577	valacyclovir	HDOVUKNUBWVHOX-QMMMGPOBSA-N
DB00577	valacyclovir hydrochloride	HDOVUKNUBWVHOX-QMMMGPOBSA-N
DB00580	valdecoxib	LNPDTQAFDNKSHK-UHFFFAOYSA-N
DB00581	lactulose	JCQLYHFGKNRPGE-FCVZTGTOSA-N
DB00582	voriconazole	BCEHBSKCWLPMDN-MGPLVRAMSA-N
DB00583	carnitine	PHIQHXFUZVPYII-ZCFIWIBFSA-N
DB00583	levocarnitine	PHIQHXFUZVPYII-ZCFIWIBFSA-N
DB00584	enalapril	GBXSMTUPTTWBMN-XIRDDKMYSA-N
DB00584	enalapril maleate	GBXSMTUPTTWBMN-XIRDDKMYSA-N
DB00585	nizatidine	SGXXNSQHWDMGGP-UHFFFAOYSA-N
DB00586	diclofenac	DCOPUUMXTXDBNB-UHFFFAOYSA-N
DB00588	fluticasone propionate	WMWTYOKRWGGJOA-CENSZEJFSA-N
DB00590	doxazosin	RUZYUOTYCVRMRZ-UHFFFAOYSA-N
DB00590	doxazosin mesylate	RUZYUOTYCVRMRZ-UHFFFAOYSA-N
DB00591	fluocinolone acetonide	FEBLZLNTKCEFIT-VSXGLTOVSA-N
DB00593	ethosuximide	HAPOVYFOVVWLRS-UHFFFAOYSA-N
DB00594	amiloride	XSDQTOBWRPYKKA-UHFFFAOYSA-N
DB00594	amiloride hydrochloride	XSDQTOBWRPYKKA-UHFFFAOYSA-N
DB00595	oxytetracycline	IWVCMVBTMGNXQD-PXOLEDIWSA-N
DB00595	oxytetracycline hydrochloride	IWVCMVBTMGNXQD-PXOLEDIWSA-N
DB00598	labetalol	SGUAFYQXFOLMHL-UHFFFAOYSA-N
DB00598	labetalol hydrochloride	SGUAFYQXFOLMHL-UHFFFAOYSA-N
DB00601	linezolid	TYZROVQLWOKYKF-ZDUSSCGKSA-N
DB00602	ivermectin	SPBDXSGPUHCETR-CVSKBELMSA-N
DB00603	medroxyprogesterone acetate	PSGAAPLEWMOORI-PEINSRQWSA-N
DB00605	sulindac	MLKXDPUZXIRXEP-MFOYZWKCSA-N
DB00607	nafcillin	GPXLMGHLHQJAGZ-JTDSTZFVSA-N
DB00607	nafcillin sodium	GPXLMGHLHQJAGZ-JTDSTZFVSA-N
DB00608	chloroquine	WHTVZRBIWZFKQO-UHFFFAOYSA-N
DB00608	chloroquine phosphate	WHTVZRBIWZFKQO-UHFFFAOYSA-N
DB00609	ethionamide	AEOCXXJPGCBFJA-UHFFFAOYSA-N
DB00611	butorphanol	IFKLAQQSCNILHL-PWRODBHTSA-N
DB00611	butorphanol tartrate	IFKLAQQSCNILHL-PWRODBHTSA-N
DB00612	bisoprolol	VHYCDWMUTMEGQY-UHFFFAOYSA-N
DB00612	bisoprolol fumarate	VHYCDWMUTMEGQY-UHFFFAOYSA-N
DB00615	rifabutin	ATEBXHFBFRCZMA-VXTBVIBXSA-N
DB00618	demeclocycline	FMTDIUIBLCQGJB-SEYHBJAFSA-N
DB00618	demeclocycline hydrochloride	FMTDIUIBLCQGJB-SEYHBJAFSA-N
DB00619	imatinib	KTUFNOKKBVMGRW-UHFFFAOYSA-N
DB00619	imatinib mesylate	KTUFNOKKBVMGRW-UHFFFAOYSA-N
DB00620	triamcinolone	GFNANZIMVAIWHM-OBYCQNJPSA-N
DB00621	oxandrolone	QSLJIVKCVHQPLV-PEMPUTJUSA-N
DB00622	nicardipine	ZBBHBTPTTSWHBA-UHFFFAOYSA-N
DB00622	nicardipine hydrochloride	ZBBHBTPTTSWHBA-UHFFFAOYSA-N
DB00623	fluphenazine	PLDUPXSUYLZYBN-UHFFFAOYSA-N
DB00624	testosterone	MUMGGOZAMZWBJJ-DYKIIFRCSA-N
DB00625	efavirenz	XPOQHMRABVBWPR-ZDUSSCGKSA-N
DB00626	bacitracin	CLKOFPXJLQSYAH-ABRJDSQDSA-N
DB00626	bacitracin zinc	CLKOFPXJLQSYAH-ABRJDSQDSA-N
DB00627	niacin	PVNIIMVLHYAWGP-UHFFFAOYSA-N
DB00628	clorazepate dipotassium	XDDJGVMJFWAHJX-UHFFFAOYSA-N
DB00630	alendronate sodium	OGSPWJRAVKPPFI-UHFFFAOYSA-N
DB00631	clofarabine	WDDPHFBMKLOVOX-AYQXTPAHSA-N
DB00632	docosanol	NOPFSRXAKWQILS-UHFFFAOYSA-N
DB00633	dexmedetomidine	CUHVIMMYOGQXCV-NSHDSACASA-N
DB00633	dexmedetomidine hydrochloride	CUHVIMMYOGQXCV-NSHDSACASA-N
DB00634	sulfacetamide	SKIVFJLNDNKQPD-UHFFFAOYSA-N
DB00634	sulfacetamide sodium	SKIVFJLNDNKQPD-UHFFFAOYSA-N
DB00635	prednisone	XOFYZVNMUHMLCC-ZPOLXVRWSA-N
DB00639	butoconazole	SWLMUYACZKCSHZ-UHFFFAOYSA-N
DB00639	butoconazole nitrate	SWLMUYACZKCSHZ-UHFFFAOYSA-N
DB00640	adenosine	OIRDTQYFTABQOQ-KQYNXXCUSA-N
DB00641	simvastatin	RYMZZMVNJRMUDD-HGQWONQESA-N
DB00642	pemetrexed	WBXPDJSOTKVWSJ-ZDUSSCGKSA-N
DB00642	pemetrexed disodium	WBXPDJSOTKVWSJ-ZDUSSCGKSA-N
DB00643	mebendazole	OPXLLQIJSORQAM-UHFFFAOYSA-N
DB00645	dyclonine	BZEWSEKUUPWQDQ-UHFFFAOYSA-N
DB00645	dyclonine hydrochloride	BZEWSEKUUPWQDQ-UHFFFAOYSA-N
DB00646	nystatin	VQOXZBDYSJBXMA-RKEBNKJGSA-N
DB00647	propoxyphene	XLMALTXPSGQGBX-GCJKJVERSA-N
DB00647	propoxyphene hydrochloride	XLMALTXPSGQGBX-GCJKJVERSA-N
DB00647	propoxyphene napsylate	XLMALTXPSGQGBX-GCJKJVERSA-N
DB00648	mitotane	JWBOIMRXGHLCPP-UHFFFAOYSA-N
DB00649	stavudine	XNKLLVCARDGLGL-JGVFFNPUSA-N
DB00650	leucovorin calcium	VVIAGPKUTFNRDU-ABLWVSNPSA-N
DB00650	levoleucovorin calcium	VVIAGPKUTFNRDU-ABLWVSNPSA-N
DB00652	pentazocine	VOKSWYLNZZRQPF-GDIGMMSISA-N
DB00652	pentazocine hydrochloride	VOKSWYLNZZRQPF-GDIGMMSISA-N
DB00653	magnesium sulfate anhydrous	CSNNHWWHGAXBCP-UHFFFAOYSA-L
DB00653	sulfuric acid	CSNNHWWHGAXBCP-UHFFFAOYSA-L
DB00654	latanoprost	GGXICVAJURFBLW-CEYXHVGTSA-N
DB00655	estrone	DNXHEGUUPJUMQT-CBZIJGRNSA-N
DB00656	trazodone	PHLBKPHSAVXXEF-UHFFFAOYSA-N
DB00656	trazodone hydrochloride	PHLBKPHSAVXXEF-UHFFFAOYSA-N
DB00657	mecamylamine	IMYZQPCYWPFTAG-UHFFFAOYSA-N
DB00657	mecamylamine hydrochloride	IMYZQPCYWPFTAG-UHFFFAOYSA-N
DB00658	sevelamer	ZNSIZMQNQCNRBW-UHFFFAOYSA-N
DB00659	acamprosate	AFCGFAGUEYAMAO-UHFFFAOYSA-N
DB00659	acamprosate calcium	AFCGFAGUEYAMAO-UHFFFAOYSA-N
DB00660	metaxalone	IMWZZHHPURKASS-UHFFFAOYSA-N
DB00661	verapamil	SGTNSNPWRIOYBX-UHFFFAOYSA-N
DB00662	trimethobenzamide	FEZBIKUBAYAZIU-UHFFFAOYSA-N
DB00662	trimethobenzamide hydrochloride	FEZBIKUBAYAZIU-UHFFFAOYSA-N
DB00665	nilutamide	XWXYUMMDTVBTOU-UHFFFAOYSA-N
DB00668	epinephrine	UCTWMZQNUQWSLP-VIFPVBQESA-N
DB00668	racepinephrine	UCTWMZQNUQWSLP-VIFPVBQESA-N
DB00669	sumatriptan	KQKPFRSPSRPDEB-UHFFFAOYSA-N
DB00669	sumatriptan succinate	KQKPFRSPSRPDEB-UHFFFAOYSA-N
DB00671	cefixime	OKBVVJOGVLARMR-QSWIMTSFSA-N
DB00672	chlorpropamide	RKWGIWYCVPQPMF-UHFFFAOYSA-N
DB00673	aprepitant	ATALOFNDEOCMKK-OITMNORJSA-N
DB00674	galantamine	ASUTZQLVASHGKV-JDFRZJQESA-N
DB00674	galantamine hydrobromide	ASUTZQLVASHGKV-JDFRZJQESA-N
DB00675	tamoxifen	NKANXQFJJICGDU-QPLCGJKRSA-N
DB00675	tamoxifen citrate	NKANXQFJJICGDU-QPLCGJKRSA-N
DB00676	benzyl benzoate	SESFRYSPDFLNCH-UHFFFAOYSA-N
DB00678	losartan	PSIFNNKUMBGKDQ-UHFFFAOYSA-N
DB00679	thioridazine	KLBQZWRITKRQQV-UHFFFAOYSA-N
DB00679	thioridazine hydrochloride	KLBQZWRITKRQQV-UHFFFAOYSA-N
DB00681	amphotericin b	APKFDSVGJQXUKY-INPOYWNPSA-N
DB00682	warfarin	PJVWKTKQMONHTI-UHFFFAOYSA-N
DB00682	warfarin sodium	PJVWKTKQMONHTI-UHFFFAOYSA-N
DB00683	midazolam	DDLIGBOFAVUZHB-UHFFFAOYSA-N
DB00683	midazolam hydrochloride	DDLIGBOFAVUZHB-UHFFFAOYSA-N
DB00684	tobramycin	NLVFBUXFDBBNBW-PBSUHMDJSA-N
DB00684	tobramycin sulfate	NLVFBUXFDBBNBW-PBSUHMDJSA-N
DB00685	trovafloxacin	WVPSKSLAZQPAKQ-CDMJZVDBSA-N
DB00685	trovafloxacin mesylate	WVPSKSLAZQPAKQ-CDMJZVDBSA-N
DB00688	mycophenolate mofetil	RTGDFNSFWBGLEC-SYZQJQIISA-N
DB00688	mycophenolate mofetil hydrochloride	RTGDFNSFWBGLEC-SYZQJQIISA-N
DB00690	flurazepam	SAADBVWGJQAEFS-UHFFFAOYSA-N
DB00690	flurazepam hydrochloride	SAADBVWGJQAEFS-UHFFFAOYSA-N
DB00691	moexipril	UWWDHYUMIORJTA-HSQYWUDLSA-N
DB00691	moexipril hydrochloride	UWWDHYUMIORJTA-HSQYWUDLSA-N
DB00692	phentolamine	MRBDMNSDAVCSSF-UHFFFAOYSA-N
DB00692	phentolamine mesylate	MRBDMNSDAVCSSF-UHFFFAOYSA-N
DB00694	daunorubicin	STQGQHZAVUOBTE-VGBVRHCVSA-N
DB00694	daunorubicin hydrochloride	STQGQHZAVUOBTE-VGBVRHCVSA-N
DB00695	furosemide	ZZUFCTLCJUWOSV-UHFFFAOYSA-N
DB00696	ergotamine	XCGSFFUVFURLIX-VFGNJEKYSA-N
DB00696	ergotamine tartrate	XCGSFFUVFURLIX-VFGNJEKYSA-N
DB00697	tizanidine	XFYDIVBRZNQMJC-UHFFFAOYSA-N
DB00697	tizanidine hydrochloride	XFYDIVBRZNQMJC-UHFFFAOYSA-N
DB00698	nitrofurantoin	NXFQHRVNIOXGAQ-YCRREMRBSA-N
DB00700	eplerenone	JUKPWJGBANNWMW-VWBFHTRKSA-N
DB00703	methazolamide	FLOSMHQXBMRNHR-UHFFFAOYSA-N
DB00704	naltrexone	DQCKKXVULJGBQN-XFWGSAIBSA-N
DB00705	delavirdine	WHBIGIKBNXZKFE-UHFFFAOYSA-N
DB00705	delavirdine mesylate	WHBIGIKBNXZKFE-UHFFFAOYSA-N
DB00706	tamsulosin	DRHKJLXJIQTDTD-OAHLLOKOSA-N
DB00706	tamsulosin hydrochloride	DRHKJLXJIQTDTD-OAHLLOKOSA-N
DB00708	sufentanil	GGCSSNBKKAUURC-UHFFFAOYSA-N
DB00708	sufentanil citrate	GGCSSNBKKAUURC-UHFFFAOYSA-N
DB00709	lamivudine	JTEGQNOMFQHVDC-NKWVEPMBSA-N
DB00710	ibandronate sodium	MPBVHIBUJCELCL-UHFFFAOYSA-N
DB00712	flurbiprofen	SYTBZMRGLBWNTM-UHFFFAOYSA-N
DB00712	flurbiprofen sodium	SYTBZMRGLBWNTM-UHFFFAOYSA-N
DB00713	oxacillin	UWYHMGVUTGAWSP-JKIFEVAISA-N
DB00713	oxacillin sodium	UWYHMGVUTGAWSP-JKIFEVAISA-N
DB00714	apomorphine	VMWNQDUVQKEIOC-CYBMUJFWSA-N
DB00714	apomorphine hydrochloride	VMWNQDUVQKEIOC-CYBMUJFWSA-N
DB00715	paroxetine	AHOUBRCZNHFOSL-YOEHRIQHSA-N
DB00715	paroxetine mesylate	AHOUBRCZNHFOSL-YOEHRIQHSA-N
DB00716	nedocromil	RQTOOFIXOKYGAN-UHFFFAOYSA-N
DB00716	nedocromil sodium	RQTOOFIXOKYGAN-UHFFFAOYSA-N
DB00717	norethindrone	VIKNJXKGJWUCNN-XGXHKTLJSA-N
DB00718	adefovir dipivoxil	WOZSCQDILHKSGG-UHFFFAOYSA-N
DB00721	penicillin g procaine	MFDFERRIHVXMIY-UHFFFAOYSA-N
DB00721	procaine	MFDFERRIHVXMIY-UHFFFAOYSA-N
DB00721	procaine hydrochloride	MFDFERRIHVXMIY-UHFFFAOYSA-N
DB00722	lisinopril	RLAWWYSOJDYHDC-BZSNNMDCSA-N
DB00724	imiquimod	DOUYETYNHWVLEO-UHFFFAOYSA-N
DB00725	homatropine methylbromide	FUFVKLQESJNNAN-UHFFFAOYSA-M
DB00726	trimipramine	ZSCDBOWYZJWBIY-UHFFFAOYSA-N
DB00726	trimipramine maleate	ZSCDBOWYZJWBIY-UHFFFAOYSA-N
DB00727	nitroglycerin	SNIOPGDIGTZGOP-UHFFFAOYSA-N
DB00728	rocuronium bromide	YXRDKMPIGHSVRX-OOJCLDBCSA-N
DB00731	nateglinide	OELFLUMRDSZNSF-BRWVUGGUSA-N
DB00732	atracurium	XXZSQOVSEBAPGS-UHFFFAOYSA-L
DB00732	atracurium besylate	XXZSQOVSEBAPGS-UHFFFAOYSA-L
DB00732	cisatracurium	XXZSQOVSEBAPGS-UHFFFAOYSA-L
DB00732	cisatracurium besylate	XXZSQOVSEBAPGS-UHFFFAOYSA-L
DB00733	pralidoxime	JBKPUQTUERUYQE-UHFFFAOYSA-O
DB00733	pralidoxime chloride	JBKPUQTUERUYQE-UHFFFAOYSA-O
DB00734	risperidone	RAPZEAPATHNIPO-UHFFFAOYSA-N
DB00735	naftifine	OZGNYLLQHRPOBR-UHFFFAOYSA-N
DB00735	naftifine hydrochloride	OZGNYLLQHRPOBR-UHFFFAOYSA-N
DB00736	esomeprazole	SUBDBMMJDZJVOS-DEOSSOPVSA-N
DB00736	omeprazole	SUBDBMMJDZJVOS-DEOSSOPVSA-N
DB00737	meclizine	OCJYIGYOJCODJL-UHFFFAOYSA-N
DB00737	meclizine hydrochloride	OCJYIGYOJCODJL-UHFFFAOYSA-N
DB00738	pentamidine	XDRYMKDFEDOLFX-UHFFFAOYSA-N
