drugbank_id	bindingdb_id	name	inchi_key
DB02709	23926	Resveratrol	LUKBXSAWLPMMSZ-OWOJBTEDSA-N
DB02709	50131698	Resveratrol	LUKBXSAWLPMMSZ-OWOJBTEDSA-N
DB02712	50022464	Sorbinil	LXANPKRCLVQAOG-NSHDSACASA-N
DB02713	82197	Acetylamino-Acetic Acid	OKJIRPAQVSHGFK-UHFFFAOYSA-N
DB02715	50157156	Compound 18	UZOOIPXOYYJULJ-RHLLTPQKSA-N
DB02715	50157165	Compound 18	UZOOIPXOYYJULJ-RHLLTPQKSA-N
DB02719	50102888	C-(1-hydrogyl-beta-D-glucopyranosyl) formamide	DTZYCNDAJQDPQC-UHKLXPPTSA-N
DB02720	50102890	alpha-D-glucopyranosyl-2-carboxylic acid amide	UKWLGCFJAVEFPE-DVKNGEFBSA-N
DB02720	50102891	alpha-D-glucopyranosyl-2-carboxylic acid amide	UKWLGCFJAVEFPE-DVKNGEFBSA-N
DB02720	50147890	alpha-D-glucopyranosyl-2-carboxylic acid amide	UKWLGCFJAVEFPE-DVKNGEFBSA-N
DB02720	50147912	alpha-D-glucopyranosyl-2-carboxylic acid amide	UKWLGCFJAVEFPE-DVKNGEFBSA-N
DB02723	50107064	4-Oxo-2-Phenylmethanesulfonyl-Octahydro-Pyrrolo[1,2-a]Pyrazine-6-Carboxylic Acid [1-(N-Hydroxycarbamimidoyl)-Piperidin-4-Ylmethyl]-Amide	DHTSUHWLPAEEQB-OALUTQOASA-N
DB02728	50095995	7-Hydroxy-2-Oxo-Chromene-3-Carboxylic Acid Ethyl Ester	IETDBZQIWIJQJG-UHFFFAOYSA-N
DB02729	155	SD146	UWSVAGUSMAEUKO-QHQGJXSCSA-N
DB02731	50239391	Ethylmercurithiosalicylic acid	HXQVQGWHFRNKMS-UHFFFAOYSA-M
DB02731	50366032	Ethylmercurithiosalicylic acid	HXQVQGWHFRNKMS-UHFFFAOYSA-M
DB02731	60990	Ethylmercurithiosalicylic acid	HXQVQGWHFRNKMS-UHFFFAOYSA-M
DB02740	50129081	3-Indolebutyric Acid	JTEDVYBZBROSJT-UHFFFAOYSA-N
DB02740	92683	3-Indolebutyric Acid	JTEDVYBZBROSJT-UHFFFAOYSA-N
DB02741	31886	CD564	RWYREGSYPCNZTL-UHFFFAOYSA-N
DB02746	50080272	Phthalic Acid	XNGIFLGASWRNHJ-UHFFFAOYSA-N
DB02747	50241370	Diamino-N-[(4S)-5-anilino-4-{[(2S)-2-{[(1R)-1-carboxyethyl]amino}-4-phenylbutanoyl]amino}-5-oxopentyl]methaniminium	HDGWGGCPTVXRNA-QMMLZNLJSA-O
DB02750	50109584	S-(Methylmercury)-L-Cysteine	OMYFBIZVJYGJJA-YBBRRFGFSA-M
DB02751	50021601	Glycocyamine	BPMFZUMJYQTVII-UHFFFAOYSA-N
DB02751	93097	Glycocyamine	BPMFZUMJYQTVII-UHFFFAOYSA-N
DB02752	50149243	Tosyl-D-Proline	CGPHGPCHVUSFFA-LLVKDONJSA-N
DB02754	15374	9-Butyl-8-(3,4,5-Trimethoxybenzyl)-9h-Purin-6-Amine	TUOSCZDRWRYPRS-UHFFFAOYSA-N
DB02757	50390969	Pyrazole	WTKZEGDFNFYCGP-UHFFFAOYSA-N
DB02758	31879	Indolylpropionic Acid	GOLXRNDWAUTYKT-UHFFFAOYSA-N
DB02758	92684	Indolylpropionic Acid	GOLXRNDWAUTYKT-UHFFFAOYSA-N
DB02762	14684	RU79072	NQLPTOOPFMPCHQ-UHFFFAOYSA-N
DB02779	50060599	Dodecane-Trimethylamine	VICYBMUVWHJEFT-UHFFFAOYSA-N
DB02786	50170813	2-Anhydro-3-Fluoro-Quinic Acid	DGZQZSSRYAJDAX-XAHCXIQSSA-N
DB02795	23435	P-Anisic Acid	ZEYHEAKUIGZSGI-UHFFFAOYSA-N
DB02795	243072	P-Anisic Acid	ZEYHEAKUIGZSGI-UHFFFAOYSA-N
DB02797	50067887	3-Nitrophenylboronic Acid	ZNRGSYUVFVNSAW-UHFFFAOYSA-N
DB02801	50170812	2,3-Anhydro-quinic acid	VTEDVYGIJPLVFF-XAHCXIQSSA-N
DB02812	50131977	(2S,4R)-1-acetyl-N-[(2S)-1-(1,3-benzothiazol-2-yl)-5-(diaminomethylideneamino)-1-oxopentan-2-yl]-4-hydroxypyrrolidine-2-carboxamide	VXDAVYUFYPFGDX-SNPRPXQTSA-N
DB02812	50228764	(2S,4R)-1-acetyl-N-[(2S)-1-(1,3-benzothiazol-2-yl)-5-(diaminomethylideneamino)-1-oxopentan-2-yl]-4-hydroxypyrrolidine-2-carboxamide	VXDAVYUFYPFGDX-SNPRPXQTSA-N
DB02822	50150787	Para-Bromobenzyl Alcohol	VEDDBHYQWFOITD-UHFFFAOYSA-N
DB02823	50008089	Phosphonoacetic Acid	XUYJLQHKOGNDPB-UHFFFAOYSA-N
DB02828	82192	5-Fluorolevulinic Acid	MBVLGMJBSFUHKW-UHFFFAOYSA-N
DB02831	14671	Dihydrogenphosphate	NBIIXXVUZAFLBC-UHFFFAOYSA-M
DB02831	50080995	Dihydrogenphosphate	NBIIXXVUZAFLBC-UHFFFAOYSA-M
DB02831	50155534	Dihydrogenphosphate	NBIIXXVUZAFLBC-UHFFFAOYSA-M
DB02831	50155537	Dihydrogenphosphate	NBIIXXVUZAFLBC-UHFFFAOYSA-M
DB02833	50229973	[4-(2-Amino-4-Methyl-Thiazol-5-Yl)-Pyrimidin-2-Yl]-(3-Nitro-Phenyl)-Amine	DYTKVFHLKPDNRW-UHFFFAOYSA-N
DB02833	8061	[4-(2-Amino-4-Methyl-Thiazol-5-Yl)-Pyrimidin-2-Yl]-(3-Nitro-Phenyl)-Amine	DYTKVFHLKPDNRW-UHFFFAOYSA-N
DB02834	50222611	IDD552	ZCAGEXZTORJQDZ-UHFFFAOYSA-N
DB02839	74208	2,4-Dihydroxybenzoic Acid	UIAFKZKHHVMJGS-UHFFFAOYSA-N
DB02840	50161650	4-(1,3-Benzodioxol-5-Yl)-5-(5-Ethyl-2,4-Dihydroxyphenyl)-2h-Pyrazole-3-Carboxylic Acid	LCTWZJKHOGKNMX-UHFFFAOYSA-N
DB02841	39812	[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid	VGXJNGVFESCMME-UHFFFAOYSA-N
DB02848	50117957	{4-[3-(6,7-Diethoxy-Quinazolin-4-Ylamino)-Phenyl]-Thiazol-2-Yl}-Methanol	ZJESXGUODSBHSK-UHFFFAOYSA-N
DB02853	50000100	D-Proline	ONIBWKKTOPOVIA-SCSAIBSYSA-N
DB02854	17639	Aetiocholanolone	QGXBDMJGAMFCBF-BNSUEQOYSA-N
DB02854	50375560	Aetiocholanolone	QGXBDMJGAMFCBF-BNSUEQOYSA-N
DB02857	50206506	Guanosine	NYHBQMYGNKIUIF-UUOKFMHZSA-N
DB02857	50366814	Guanosine	NYHBQMYGNKIUIF-UUOKFMHZSA-N
DB02858	50115616	3-(4-Benzenesulfonyl-Thiophene-2-Sulfonylamino)-Phenylboronic Acid	YZOKHYPIQNIFRQ-UHFFFAOYSA-N
DB02861	12022	4-(Aminosulfonyl)-N-[(3,4,5-Trifluorophenyl)Methyl]-Benzamide	DEHMSTGBNAXEGX-UHFFFAOYSA-N
DB02873	15241	1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperazin-1-Yl-3,4-Dihydroquinazolin-2(1h)-One	YAWZIQKDHQIHOS-UHFFFAOYSA-N
DB02875	14347	CRA_1802	JOGOACSSLJEREC-UHFFFAOYSA-N
DB02875	50102777	CRA_1802	JOGOACSSLJEREC-UHFFFAOYSA-N
DB02877	323587	Arotinoid acid	FOIVPCKZDPCJJY-JQIJEIRASA-N
DB02877	50032219	Arotinoid acid	FOIVPCKZDPCJJY-JQIJEIRASA-N
DB02877	50045268	Arotinoid acid	FOIVPCKZDPCJJY-JQIJEIRASA-N
DB02880	50078284	N-[(1R)-1-(4-Bromophenyl)ethyl]-5-fluoro-2-hydroxybenzamide	KFTNEILVDDUXGR-SECBINFHSA-N
DB02884	50179724	Beta-Cyclohexyl-Alanine	ORQXBVXKBGUSBA-QMMMGPOBSA-N
DB02884	50179725	Beta-Cyclohexyl-Alanine	ORQXBVXKBGUSBA-QMMMGPOBSA-N
DB02887	50130699	2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Triphosphate	ODSQODTUNULBHF-JGVFFNPUSA-N
DB02891	50182418	Tricyclazole	DQJCHOQLCLEDLL-UHFFFAOYSA-N
DB02901	50410541	Stanolone	NVKAWKQGWWIWPM-ABEVXSGRSA-N
DB02908	14678	RU78783	FRLTXWJJMCIUNT-UHFFFAOYSA-N
DB02909	50175442	5-(2-Chlorophenyl)Furan-2-Carboxylic Acid	PJGGWIHXGHQXMM-UHFFFAOYSA-N
DB02915	8049	4-(2,4-Dimethyl-1,3-thiazol-5-yl)-N-[4-(trifluoromethyl)phenyl]-2-pyrimidinamine	MEZFDQUDLQCVNX-UHFFFAOYSA-N
DB02918	14769	Zardaverine	HJMQDJPMQIHLPB-UHFFFAOYSA-N
DB02919	50051920	2,4-Diamino-6-[N-(3',4',5'-Trimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine	PUOZHLHNKHRTOW-UHFFFAOYSA-N
DB02925	50240046	Piretanide	UJEWTUDSLQGTOA-UHFFFAOYSA-N
DB02930	36312	Adenosine 5'-[γ-thio]triphosphate	NLTUCYMLOPLUHL-KQYNXXCUSA-N
DB02930	50118217	Adenosine 5'-[γ-thio]triphosphate	NLTUCYMLOPLUHL-KQYNXXCUSA-N
DB02936	50055291	4-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Butyric Acid	STENXUCYNKOBHJ-UHFFFAOYSA-N
DB02938	50240408	Heptanoic Acid	MNWFXJYAOYHMED-UHFFFAOYSA-N
DB02946	50078312	Carpropamide	RXDMAYSSBPYBFW-RULNRJAQSA-N
DB02946	50086741	Carpropamide	RXDMAYSSBPYBFW-RULNRJAQSA-N
DB02948	50028309	Fosmidomycin	GJXWDTUCERCKIX-UHFFFAOYSA-N
DB02948	50153713	Fosmidomycin	GJXWDTUCERCKIX-UHFFFAOYSA-N
DB02952	36629	Alpha-Aminoisobutyric Acid	FUOOLUPWFVMBKG-UHFFFAOYSA-N
DB02953	50281176	2-Thiomethyl-3-Phenylpropanoic Acid	ZUEBVBPVXLQMQR-SECBINFHSA-N
DB02959	50403163	Oxitriptan	LDCYZAJDBXYCGN-VIFPVBQESA-N
DB02962	7939	Benzimidazole	HYZJCKYKOHLVJF-UHFFFAOYSA-N
DB02963	11442	(5-Chloropyrazolo[1,5-a]Pyrimidin-7-Yl)-(4-Methanesulfonylphenyl)Amine	LVNXHNRYPADEAD-UHFFFAOYSA-N
DB02964	50211294	8,9,10-Trihydroxy-7-hydroxymethyl-2-thioxo-6-oxa-1,3-diaza-spiro[4.5]decan-4-one	OEWLGQKSTDZKFN-WWHASAIZSA-N
DB02967	50220832	N-Ethylmaleimide	HDFGOPSGAURCEO-UHFFFAOYSA-N
DB02969	50016817	4-Methyl-5-Hydroxyethylthiazole	BKAWJIRCKVUVED-UHFFFAOYSA-N
DB02984	50083955	4-[3-Methylsulfanylanilino]-6,7-Dimethoxyquinazoline	FUSDVOSGGMBSMK-UHFFFAOYSA-N
DB02986	11931	N-(2-Thienylmethyl)-2,5-Thiophenedisulfonamide	STOTVDLYLKWVJB-UHFFFAOYSA-N
DB02989	14154	CRA_10972	RTSLVPMQUZXPBZ-UHFFFAOYSA-N
DB02989	50115858	CRA_10972	RTSLVPMQUZXPBZ-UHFFFAOYSA-N
DB02991	50058464	S-Ethyl-N-[4-(Trifluoromethyl)Phenyl]Isothiourea	LCMOXIFARISMOH-UHFFFAOYSA-N
DB02993	50108008	8-Methyl-9-Oxoguanine	NEKSCFHMQPOHBF-UHFFFAOYSA-N
DB02994	92451	Cacodylic acid	OGGXGZAMXPVRFZ-UHFFFAOYSA-N
DB02995	81970	Cyclohexylammonium Ion	PAFZNILMFXTMIY-UHFFFAOYSA-O
DB02999	17660	Quisqualate	ASNFTDCKZKHJSW-REOHCLBHSA-N
DB02999	50164445	Quisqualate	ASNFTDCKZKHJSW-REOHCLBHSA-N
DB03005	50149201	3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-5-Yl]Hexyl]-Phenanthridinium	ISUOMOOYAOQQPZ-UHFFFAOYSA-O
DB03006	50239378	Arsanilic acid	XKNKHVGWJDPIRJ-UHFFFAOYSA-N
DB03009	50152883	2-{[2-Oxo-2-(1-piperidinyl)ethyl]sulfanyl}-6-(trifluoromethyl)-4(1H)-pyrimidinone	UDBHGUOSOKOIAX-UHFFFAOYSA-N
DB03012	50121269	Phenylalanine-N-Sulfonamide	PHGMHLLGXKQIDY-QMMMGPOBSA-N
DB03012	50121272	Phenylalanine-N-Sulfonamide	PHGMHLLGXKQIDY-QMMMGPOBSA-N
DB03016	13940	CRA_1801	FQCDQFDJHSXQKY-UHFFFAOYSA-N
DB03017	23434	Lauric acid	POULHZVOKOAJMA-UHFFFAOYSA-N
DB03017	50180948	Lauric acid	POULHZVOKOAJMA-UHFFFAOYSA-N
DB03023	50142887	1-Tert-Butyl-3-(4-Chloro-Phenyl)-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine	PBBRWFOVCUAONR-UHFFFAOYSA-O
DB03026	50167777	Phosphoglycolohydroxamic Acid	BAXHHWZKQZIJID-UHFFFAOYSA-N
DB03030	8738	4-(2-Thienyl)-1-(4-Methylbenzyl)-1h-Imidazole	UMOFOLLUKPBVQG-UHFFFAOYSA-N
DB03032	50227452	S-octylglutathione	MJWCZWAVSJZQNL-KBPBESRZSA-N
DB03035	11313	1,8-Di-Hydroxy-4-Nitro-Anthraquinone	RIYCICFDXLNQPV-UHFFFAOYSA-N
DB03039	12018	4-(Aminosulfonyl)-N-[(2,5-Difluorophenyl)Methyl]-Benzamide	KEGUALXMKQVDIO-UHFFFAOYSA-N
DB03041	50197975	UDP-alpha-D-glucuronic acid	HDYANYHVCAPMJV-LXQIFKJMSA-N
DB03041	50209665	UDP-alpha-D-glucuronic acid	HDYANYHVCAPMJV-LXQIFKJMSA-N
DB03044	13533	1-(5-Tert-Butyl-2-P-Tolyl-2h-Pyrazol-3-Yl)-3-[4-(2-Morpholin-4-Yl-Ethoxy)-Naphthalen-1-Yl]-Urea	MVCOAUNKQVWQHZ-UHFFFAOYSA-N
DB03046	50147085	7-Methoxy-8-[1-(Methylsulfonyl)-1h-Pyrazol-4-Yl]Naphthalene-2-Carboximidamide	KQUXAFOLFXHVQN-UHFFFAOYSA-N
DB03052	7962	Dazoxiben	XQGZSYKGWHUSDH-UHFFFAOYSA-N
DB03056	50218206	4-Piperidino-Piperidine	QDVBKXJMLILLLB-UHFFFAOYSA-N
DB03062	50121720	(1-Methyl-1h-Imidazol-2-Yl)-(3-Methyl-4-{3-[(Pyridin-3-Ylmethyl)-Amino]-Propoxy}-Benzofuran-2-Yl)-Methanone	VZBQJKIOAOUYJL-UHFFFAOYSA-N
DB03067	50149311	4-{2,4-Bis[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid	VFYAZSTYKPFSFL-UHFFFAOYSA-N
DB03068	50065260	Zebularine	RPQZTTQVRYEKCR-WCTZXXKLSA-N
DB03072	27709	2-{3-[4-(4-Fluorophenyl)-3,6-Dihydro-1(2h)-Pyridinyl]Propyl}-8-Methyl-4(3h)-Quinazolinone	LOFDUAJQRUYHBR-UHFFFAOYSA-N
DB03073	50106188	3-Methoxybenzamide	VKPLPDIMEREJJF-UHFFFAOYSA-N
DB03074	50303507	7-cyano-7-deazaguanine	FMKSMYDYKXQYRV-UHFFFAOYSA-N
DB03082	50147093	6-[(Z)-Amino(Imino)Methyl]-N-[4-(Aminomethyl)Phenyl]-4-(Pyrimidin-2-Ylamino)-2-Naphthamide	CSWQJKHBMACTGB-UHFFFAOYSA-N
DB03083	50008516	IC261	JBJYTZXCZDNOJW-JLHYYAGUSA-N
DB03083	50263829	IC261	JBJYTZXCZDNOJW-JLHYYAGUSA-N
DB03083	50375651	IC261	JBJYTZXCZDNOJW-JLHYYAGUSA-N
DB03084	16015	Cyclopropyl-{4-[5-(3,4-Dichlorophenyl)-2-[(1-Methyl)-Piperidin]-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine	XCTKFTOEAKJMII-UHFFFAOYSA-N
DB03086	50141701	N'-(2s,3r)-3-Amino-4-Cyclohexyl-2-Hydroxy-Butano-N-(4-Methylphenyl)Hydrazide	IQMLIGOOOFEBAH-CVEARBPZSA-N
DB03093	15382	8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine	MWHAHELTVGJGFJ-UHFFFAOYSA-N
DB03095	50079455	Tetramethylammonium Ion	QEMXHQIAXOOASZ-UHFFFAOYSA-N
DB03100	50284964	6-Nitroindazole	ORZRMRUXSPNQQL-UHFFFAOYSA-N
DB03102	50118744	2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid	SNNOZMNTPOIDSI-UHFFFAOYSA-N
DB03107	50000102	Beta-Alanine	UCMIRNVEIXFBKS-UHFFFAOYSA-N
DB03108	50148790	4-phospho-D-erythronic acid	ZCZXOHUILRHRQJ-PWNYCUMCSA-N
DB03110	36301	2-Chlorophenol	ISPYQTSUDJAMAB-UHFFFAOYSA-N
DB03120	50294029	Para-Toluene Sulfonate	JOXIMZWYDAKGHI-UHFFFAOYSA-N
DB03121	50055737	(1-Benzyl-5-methoxy-2-methyl-1H-indol-3-yl)acetic acid	ZEKCBTQHDTUHRJ-UHFFFAOYSA-N
DB03125	18069	2,4-Diamino-5-(3,4,5-Trimethoxy-Benzyl)-Pyrimidin-1-Ium	IEDVJHCEMCRBQM-UHFFFAOYSA-O
DB03127	50038002	Benzamidine	PXXJHWLDUBFPOL-UHFFFAOYSA-O
DB03127	772	Benzamidine	PXXJHWLDUBFPOL-UHFFFAOYSA-O
DB03128	10759	Acetylcholine	OIPILFWXSMYKGL-UHFFFAOYSA-N
DB03132	50167942	3-(2-Benzothiazolylthio)-1-Propanesulfonic Acid	XBNHRNFODJOFRU-UHFFFAOYSA-N
DB03136	14169	4-Iodobenzo[B]Thiophene-2-Carboxamidine	YERQOXAYAFWFEJ-UHFFFAOYSA-O
DB03136	50098137	4-Iodobenzo[B]Thiophene-2-Carboxamidine	YERQOXAYAFWFEJ-UHFFFAOYSA-O
DB03137	15384	8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9-Pent-9h-Purin-6-Ylamine	RMOYVWKKOKERSW-UHFFFAOYSA-N
DB03138	36131	Perchlorate	VLTRZXGMWDSKGL-UHFFFAOYSA-M
DB03138	50147626	Perchlorate	VLTRZXGMWDSKGL-UHFFFAOYSA-M
DB03140	50067885	4-Carboxyphenylboronic Acid	SIAVMDKGVRXFAX-UHFFFAOYSA-N
DB03154	50069997	{[7-(Difluoro-Phosphono-Methyl)-Naphthalen-2-Yl]-Difluoro-Methyl}-Phosphonic Acid	VHKBLEYUHBIBNR-UHFFFAOYSA-N
DB03154	50107745	{[7-(Difluoro-Phosphono-Methyl)-Naphthalen-2-Yl]-Difluoro-Methyl}-Phosphonic Acid	VHKBLEYUHBIBNR-UHFFFAOYSA-N
DB03157	50161779	N,O-Didansyl-L-Tyrosine	LUBOPDUYHWABFG-NDEPHWFRSA-N
DB03159	14142	CRA_8696	GAVRMVQHHVMXFD-UHFFFAOYSA-N
DB03159	50102780	CRA_8696	GAVRMVQHHVMXFD-UHFFFAOYSA-N
DB03162	23251	4-oxo-4,5-dihydro-1,2,5-thiadiazole-3-carboxylic acid	FVZITYNLUYJDOE-UHFFFAOYSA-N
DB03166	50074329	Acetic acid	QTBSBXVTEAMEQO-UHFFFAOYSA-N
DB03166	50159793	Acetic acid	QTBSBXVTEAMEQO-UHFFFAOYSA-N
DB03173	14332	CRA_10433	CFSQPEBVGUSQII-UHFFFAOYSA-N
DB03173	50115856	CRA_10433	CFSQPEBVGUSQII-UHFFFAOYSA-N
DB03176	18869	KB-141	OZYQIQVPUZANTM-UHFFFAOYSA-N
DB03177	50208880	5-methylbenzimidazole	RWXZXCZBMQPOBF-UHFFFAOYSA-N
DB03181	50123046	2-[4-(4-Hydroxy-3-Isopropyl-Phenoxy)-3,5-Dimethyl-Phenyl]-2h-[1,2,4]Triazine-3,5-Dione	RXQAVKWRCZYGMV-UHFFFAOYSA-N
DB03183	14796	1-(4-Aminophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester	FIEYZIRYXYDMSK-UHFFFAOYSA-N
DB03193	50240485	Stearic acid	QIQXTHQIDYTFRH-UHFFFAOYSA-N
DB03197	50115144	6-Hydroxymethylpterin	XGWIBNWDLMIPNF-UHFFFAOYSA-N
DB03201	50109584	D-Cysteine	XUJNEKJLAYXESH-UWTATZPHSA-N
DB03203	83205	Sphingosine	WWUZIQQURGPMPG-KRWOKUGFSA-N
DB03206	113762	Duvoglustat	LXBIFEVIBLOUGU-JGWLITMVSA-N
DB03206	18351	Duvoglustat	LXBIFEVIBLOUGU-JGWLITMVSA-N
DB03206	50163438	Duvoglustat	LXBIFEVIBLOUGU-JGWLITMVSA-N
DB03206	50163439	Duvoglustat	LXBIFEVIBLOUGU-JGWLITMVSA-N
DB03206	50163441	Duvoglustat	LXBIFEVIBLOUGU-JGWLITMVSA-N
DB03206	50163442	Duvoglustat	LXBIFEVIBLOUGU-JGWLITMVSA-N
DB03206	50163443	Duvoglustat	LXBIFEVIBLOUGU-JGWLITMVSA-N
DB03206	50163445	Duvoglustat	LXBIFEVIBLOUGU-JGWLITMVSA-N
DB03206	50163446	Duvoglustat	LXBIFEVIBLOUGU-JGWLITMVSA-N
DB03206	50163447	Duvoglustat	LXBIFEVIBLOUGU-JGWLITMVSA-N
DB03206	50403110	Duvoglustat	LXBIFEVIBLOUGU-JGWLITMVSA-N
DB03206	50403114	Duvoglustat	LXBIFEVIBLOUGU-JGWLITMVSA-N
DB03208	42257	Beta-1,2,3,4,6-Penta-O-Galloyl-D-Glucopyranose	QJYNZEYHSMRWBK-CGKDMBANSA-N
DB03208	50135166	Beta-1,2,3,4,6-Penta-O-Galloyl-D-Glucopyranose	QJYNZEYHSMRWBK-CGKDMBANSA-N
DB03216	50006215	(1'R,2'S)-9-(2-Hydroxy-3'-Keto-Cyclopenten-1-yl)Adenine	RQPALADHFYHEHK-CHKWXVPMSA-N
DB03225	21974	D-Tryptophan	QIVBCDIJIAJPQS-SECBINFHSA-N
DB03228	50004694	5-[Bis-2(Chloro-Ethyl)-Amino]-2,4-Dintro-Benzamide	DQMALWRRERBILB-UHFFFAOYSA-N
DB03229	50390988	2-Oxo-4-Methylpentanoic Acid	BKAJNAXTPSGJCU-UHFFFAOYSA-N
DB03233	50118626	3'-deoxy-3'-aminothymidine monophosphate	BQZMHQZNZNBJNF-XLPZGREQSA-N
DB03234	50128070	(4'-{[Allyl(Methyl)Amino]Methyl}-1,1'-Biphenyl-4-Yl)(4-Bromophenyl)Methanone	YATCZCSDJCQNAL-UHFFFAOYSA-N
DB03243	50113835	4-Fluorobenzylamine	IIFVWLUQBAIPMJ-UHFFFAOYSA-O
DB03247	50421345	Flavin mononucleotide	FVTCRASFADXXNN-SCRDCRAPSA-N
DB03251	50139747	RWJ-51084	NQABUEUFRXDDFI-AWEZNQCLSA-N
DB03252	217367	D-Lysine	KDXKERNSBIXSRK-RXMQYKEDSA-N
DB03252	217368	D-Lysine	KDXKERNSBIXSRK-RXMQYKEDSA-N
DB03254	24656	4-Phenyl-1h-Imidazole	XHLKOHSAWQPOFO-UHFFFAOYSA-N
DB03254	50126142	4-Phenyl-1h-Imidazole	XHLKOHSAWQPOFO-UHFFFAOYSA-N
DB03255	26187	Phenol	ISWSIDIOOBJBQZ-UHFFFAOYSA-N
DB03256	286	(6R)-Folinic acid	VVIAGPKUTFNRDU-OLZOCXBDSA-N
DB03256	50039121	(6R)-Folinic acid	VVIAGPKUTFNRDU-OLZOCXBDSA-N
DB03256	50239970	(6R)-Folinic acid	VVIAGPKUTFNRDU-OLZOCXBDSA-N
DB03256	50247893	(6R)-Folinic acid	VVIAGPKUTFNRDU-OLZOCXBDSA-N
DB03257	50157212	5-[1-(Acetylamino)-3-Methylbutyl]-2,5-Anhydro-3,4-Dideoxy-4-(Methoxycarbonyl)Pentonic Acid	MUJPWSPVNZGJOW-WRWGMCAJSA-N
DB03260	50323740	1,6-Diaminohexane	NAQMVNRVTILPCV-UHFFFAOYSA-N
DB03262	11390	Al-6619, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Hydroxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]	PZLYYZPXSSNGJS-UHFFFAOYSA-N
DB03276	50102025	4-[(10s,14s,18s)-18-(2-Amino-2-Oxoethyl)-14-(1-Naphthylmethyl)-8,17,20-Trioxo-7,16,19-Triazaspiro[5.14]Icos-11-En-10-Yl]Benzylphosphonic Acid	RHYFMOCFCFUTNH-GZNVFMSSSA-N
DB03285	50042944	2',4,4'-Trihydroxychalcone	DXDRHHKMWQZJHT-FPYGCLRLSA-N
DB03294	13072	1-Methyl-3-Oxo-1,3-Dihydro-Benzo[C]Isothiazole-5-Sulfonic Acid Amide	DFPYCCVFXMWMJM-UHFFFAOYSA-N
DB03298	14675	Phenylphosphate	CMPQUABWPXYYSH-UHFFFAOYSA-N
DB03306	14679	RU78300	CGEZBCISRKFHLZ-UHFFFAOYSA-N
DB03308	50129200	L-Leucyl-Hydroxylamine	UJJHPFLWSVFLBE-YFKPBYRVSA-N
DB03308	50129202	L-Leucyl-Hydroxylamine	UJJHPFLWSVFLBE-YFKPBYRVSA-N
DB03310	225231	Glutathione disulfide	YPZRWBKMTBYPTK-BJDJZHNGSA-N
DB03311	50341989	3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid [4-(Thiazol-2-Ylsulfamoyl)-Phenyl]-Amide	SXKBTDJJEQQEGE-UHFFFAOYSA-N
DB03312	50375781	Brivudine	ODZBBRURCPAEIQ-PIXDULNESA-N
DB03319	50126763	(2S)-2-Ammonio-3-[5-(2-methyl-2-propanyl)-3-oxido-1,2-oxazol-4-yl]propanoate	PIXJURSCCVBKRF-LURJTMIESA-M
DB03321	50040515	4-Amino-2-deoxy-2,3-didehydro-N-acetylneuraminic acid	NKENBBIXEGPQLS-UFGQHTETSA-N
DB03322	36108	Dexpropranolol	AQHHHDLHHXJYJD-CQSZACIVSA-N
DB03322	60973	Dexpropranolol	AQHHHDLHHXJYJD-CQSZACIVSA-N
DB03328	26990	Dioxo(sulfanyl)molybdenum	BDSRWPHSAKXXRG-UHFFFAOYSA-M
DB03328	50147625	Dioxo(sulfanyl)molybdenum	BDSRWPHSAKXXRG-UHFFFAOYSA-M
DB03331	50100471	N-naphthalen-1-ylmethyl-2'-[3,5-dimethoxybenzamido]-2'-deoxy-adenosine	OARVXDFNTLYMCJ-JVUUKAHWSA-N
DB03344	213228	Inositol-(1,3,4,5,6)-Pentakisphosphate	CTPQAXVNYGZUAJ-ADOSBGCESA-N
DB03345	7971	Mercaptoethanol	DGVVWUTYPXICAM-UHFFFAOYSA-N
DB03346	50410534	3,5,3',5'-Tetrachloro-Biphenyl-4,4'-Diol	YCYDXOVJXVALHY-UHFFFAOYSA-N
DB03348	50159747	Huperzine B	YYWGABLTRMRUIT-HWWQOWPSSA-N
