drugbank_id	iuphar_id	name	inchi_key
DB01085	305	Pilocarpine	QCHFTSOMWOSFHM-WPRPVWTQSA-N
DB01087	9952	Primaquine	INDBQLZJXZLFIT-UHFFFAOYSA-N
DB01088	1895	Iloprost	HIFJCPQKFCZDDL-ACWOEMLNSA-N
DB01088	1966	Iloprost	HIFJCPQKFCZDDL-ACWOEMLNSA-N
DB01089	7064	Deserpidine	CVBMAZKKCSYWQR-WCGOZPBSSA-N
DB01092	4826	Ouabain	LPMXVESGRSUGHW-HBYQJFLCSA-N
DB01095	2951	Fluvastatin	FJLGEFLZQAZZCD-JUFISIKESA-N
DB01097	6825	Leflunomide	VHOGYURTWQBHIL-UHFFFAOYSA-N
DB01098	2954	Rosuvastatin	BPRHUIZQVSMCRT-VEUZHWNKSA-N
DB01100	90	Pimozide	YVUQSNJEYSNKRX-UHFFFAOYSA-N
DB01101	6799	Capecitabine	GAGWJHPBXLXJQN-UORFTKCHSA-N
DB01103	10172	Quinacrine	GPKJTRJOBQGKQK-UHFFFAOYSA-N
DB01104	4798	Sertraline	VGKDLMBJGBXTGI-SJCJKPOMSA-N
DB01105	2586	Sibutramine	UNAANXDKBXWMLN-UHFFFAOYSA-N
DB01106	1586	Levocabastine	ZCGOMHNNNFPNMX-KYTRFIICSA-N
DB01107	7238	Methyprylon	SIDLZWOQUZRBRU-UHFFFAOYSA-N
DB01108	6850	Trilostane	KVJXBPDAXMEYOA-CXANFOAXSA-N
DB01110	2449	Miconazole	BYBLEWFAAKGYCD-UHFFFAOYSA-N
DB01114	1210	Chlorpheniramine	SOYKEARSMXGVTM-UHFFFAOYSA-N
DB01114	1213	Chlorpheniramine	SOYKEARSMXGVTM-UHFFFAOYSA-N
DB01114	6976	Chlorpheniramine	SOYKEARSMXGVTM-UHFFFAOYSA-N
DB01115	2514	Nifedipine	HYIMSNHJOBLJNT-UHFFFAOYSA-N
DB01117	9695	Atovaquone	KUCQYCKVKVOKAY-CTYIDZIISA-N
DB01118	2566	Amiodarone	IYIKLHRQXLHMJQ-UHFFFAOYSA-N
DB01119	2409	Diazoxide	GDLBFKVLRPITMI-UHFFFAOYSA-N
DB01121	7265	Phenacemide	XPFRXWCVYUEORT-UHFFFAOYSA-N
DB01124	6848	Tolbutamide	JLRGJRBPOGGCBT-UHFFFAOYSA-N
DB01125	6960	Anisindione	XRCFXMGQEVUZFC-UHFFFAOYSA-N
DB01126	7457	Dutasteride	JWJOTENAMICLJG-QWBYCMEYSA-N
DB01127	2446	Econazole	LEZWWPYKPKIXLL-UHFFFAOYSA-N
DB01128	2863	Bicalutamide	LKJPYSCBVHEWIU-UHFFFAOYSA-N
DB01129	7290	Rabeprazole	YREYEVIYCVEVJK-UHFFFAOYSA-N
DB01130	7605	Prednicarbate	FNPXMHRZILFCKX-KAJVQRHHSA-N
DB01131	9676	Proguanil	SSOLNOMRVKKSON-UHFFFAOYSA-N
DB01132	2694	Pioglitazone	HYAFETHFCAUJAY-UHFFFAOYSA-N
DB01133	7604	Tiludronic acid	DKJJVAGXPKPDRL-UHFFFAOYSA-N
DB01136	551	Carvedilol	OGHNVEJMJSYVRP-UHFFFAOYSA-N
DB01138	5826	Sulfinpyrazone	MBGGBVCUIVRRBF-UHFFFAOYSA-N
DB01140	4831	Cefadroxil	BOEGTKLJZSQCCD-UEKVPHQBSA-N
DB01142	1225	Doxepin	ODQWQRRAPPTVAG-UHFFFAOYSA-N
DB01142	3958	Doxepin	ODQWQRRAPPTVAG-UHFFFAOYSA-N
DB01144	6807	Diclofenamide	GJQPMPFPNINLKP-UHFFFAOYSA-N
DB01146	7165	Diphenylpyraline	OWQUZNMMYNAXSL-UHFFFAOYSA-N
DB01148	7187	Flavoxate	SPIUTQOUKAMGCX-UHFFFAOYSA-N
DB01149	7247	Nefazodone	VRBKIVRKKCLPHA-UHFFFAOYSA-N
DB01151	2399	Desipramine	HCYAFALTSJYZDH-UHFFFAOYSA-N
DB01154	7305	Thiamylal	XLOMZPUITCYLMJ-UHFFFAOYSA-N
DB01156	7135	Bupropion	SNPPWIUOZRMYNY-UHFFFAOYSA-N
DB01157	7613	Trimetrexate	NOYPYLRCIDNJJB-UHFFFAOYSA-N
DB01158	7130	Bretylium	AAQOQKQBGPPFNS-UHFFFAOYSA-N
DB01159	2401	Halothane	BCQZXOMGPXTTIC-UHFFFAOYSA-N
DB01160	1884	Dinoprost tromethamine	IYGXEHDCSOYNKY-RZHHZEQLSA-N
DB01160	1957	Dinoprost tromethamine	IYGXEHDCSOYNKY-RZHHZEQLSA-N
DB01160	5129	Dinoprost tromethamine	IYGXEHDCSOYNKY-RZHHZEQLSA-N
DB01160	7328	Dinoprost tromethamine	IYGXEHDCSOYNKY-RZHHZEQLSA-N
DB01161	7145	Chloroprocaine	VDANGULDQQJODZ-UHFFFAOYSA-N
DB01162	7302	Terazosin	VCKUSRYTPJJLNI-UHFFFAOYSA-N
DB01166	7148	Cilostazol	RRGUKTPIGVIEKM-UHFFFAOYSA-N
DB01168	7278	Procarbazine	CPTBDICYNRMXFX-UHFFFAOYSA-N
DB01170	7194	Guanethidine	ACGDKVXYNVEAGU-UHFFFAOYSA-N
DB01171	7428	Moclobemide	YHXISWVBGDMDLQ-UHFFFAOYSA-N
DB01173	7251	Orphenadrine	QVYRGXJJSLMXQH-UHFFFAOYSA-N
DB01174	2804	Phenobarbital	DDBREPKUVSBGFI-UHFFFAOYSA-N
DB01175	4621	Escitalopram	WSEQXVZVJXJVFP-FQEVSTJZSA-N
DB01175	7177	Escitalopram	WSEQXVZVJXJVFP-FQEVSTJZSA-N
DB01175	7547	Escitalopram	WSEQXVZVJXJVFP-FQEVSTJZSA-N
DB01176	7151	Cyclizine	UVKZSORBKUEBAZ-UHFFFAOYSA-N
DB01177	7083	Idarubicin	XDXDZDZNSLXDNA-TZNDIEGXSA-N
DB01178	7323	Chlormezanone	WEQAYVWKMWHEJO-UHFFFAOYSA-N
DB01179	7873	Podofilox	YJGVMLPVUAXIQN-XVVDYKMHSA-N
DB01180	7098	Rescinnamine	SZLZWPPUNLXJEA-QEGASFHISA-N
DB01181	7201	Ifosfamide	HOMGKSMUEGBAAB-UHFFFAOYSA-N
DB01182	2561	Propafenone	JWHAUXFOSRPERK-UHFFFAOYSA-N
DB01183	1638	Naloxone	UZHSEJADLWPNLE-GRGSLBFTSA-N
DB01183	1668	Naloxone	UZHSEJADLWPNLE-GRGSLBFTSA-N
DB01183	1676	Naloxone	UZHSEJADLWPNLE-GRGSLBFTSA-N
DB01184	965	Domperidone	FGXWKSZFVQUSTL-UHFFFAOYSA-N
DB01185	2861	Fluoxymesterone	YLRFCQOZQXIBAB-RBZZARIASA-N
DB01186	48	Pergolide	YEHCICAEULNIGD-MZMPZRCHSA-N
DB01189	7156	Desflurane	DPYMFVXJLLWWEU-UHFFFAOYSA-N
DB01190	10607	Clindamycin	KDLRVYVGXIQJDK-NOWPCOIGSA-N
DB01191	4613	Dexfenfluramine	DBGIVFWFUFKIQN-VIFPVBQESA-N
DB01192	7094	Oxymorphone	UQCNKQCJZOAFTQ-ISWURRPUSA-N
DB01193	7107	Acebutolol	GOEMGAFJFRBGGG-UHFFFAOYSA-N
DB01194	6797	Brinzolamide	HCRKCZRJWPKOAR-JTQLQIEISA-N
DB01195	2560	Flecainide	DJBNUMBKLMJRSA-UHFFFAOYSA-N
DB01196	9076	Estramustine	FRPJXPJMRWBBIH-RBRWEJTLSA-N
DB01197	5158	Captopril	FAKRSMQSSFJEIM-RQJHMYQMSA-N
DB01198	7429	Zopiclone	GBBSUAFBMRNDJC-UHFFFAOYSA-N
DB01198	7430	Zopiclone	GBBSUAFBMRNDJC-UHFFFAOYSA-N
DB01199	2294	Tubocurarine	JFJZZMVDLULRGK-URLMMPGGSA-O
DB01200	35	Bromocriptine	OZVBMTJYIDMWIL-AYFBDAFISA-N
DB01202	6826	Levetiracetam	HPHUVLMMVZITSG-LURJTMIESA-N
DB01203	554	Nadolol	VWPOSFSPZNDTMJ-UCWKZMIHSA-N
DB01204	7242	Mitoxantrone	KKZJGLLVHKMTCM-UHFFFAOYSA-N
DB01205	4192	Flumazenil	OFBIFZUFASYYRE-UHFFFAOYSA-N
DB01205	4367	Flumazenil	OFBIFZUFASYYRE-UHFFFAOYSA-N
DB01206	7214	Lomustine	GQYIWUVLTXOXAJ-UHFFFAOYSA-N
DB01210	570	Levobunolol	IXHBTMCLRNMKHZ-LBPRGKRZSA-N
DB01212	5326	Ceftriaxone	VAAUVRVFOQPIGI-SPQHTLEESA-N
DB01214	7239	Metipranolol	BQIPXWYNLPYNHW-UHFFFAOYSA-N
DB01215	7550	Estazolam	CDCHDCWJMGXXRH-UHFFFAOYSA-N
DB01216	6818	Finasteride	DBEPLOCGEIEOCV-WSBQPABSSA-N
DB01217	5137	Anastrozole	YBBLVLTVTVSKRW-UHFFFAOYSA-N
DB01218	10019	Halofantrine	FOHHNHSLJDZUGQ-UHFFFAOYSA-N
DB01219	4172	Dantrolene	OZOMQRBLCMDCEG-VIZOYTHASA-N
DB01221	4233	Ketamine	YQEZLKZALYSWHR-UHFFFAOYSA-N
DB01221	9152	Ketamine	YQEZLKZALYSWHR-UHFFFAOYSA-N
DB01221	9153	Ketamine	YQEZLKZALYSWHR-UHFFFAOYSA-N
DB01222	7434	Budesonide	VOVIALXJUBGFJZ-KWVAZRHASA-N
DB01223	413	Aminophylline	FQPFAHBPWDRTLU-UHFFFAOYSA-N
DB01224	50	Quetiapine	URKOMYMAXPYINW-UHFFFAOYSA-N
DB01226	7243	Mivacurium	ILVYCEVXHALBSC-OTBYEXOQSA-N
DB01227	7212	Levacetylmethadol	XBMIVRRWGCYBTQ-AVRDEDQJSA-N
DB01229	2770	Paclitaxel	RCINICONZNJXQF-MZXODVADSA-N
DB01231	7163	Diphenidol	OGAKLTJNUQRZJU-UHFFFAOYSA-N
DB01232	4813	Saquinavir	QWAXKHKRTORLEM-UGJKXSETSA-N
DB01233	241	Metoclopramide	TTWJBBZEZQICBI-UHFFFAOYSA-N
DB01234	2768	Dexamethasone	UREBDLICKHMUKA-CXSFZGCWSA-N
DB01234	3447	Dexamethasone	UREBDLICKHMUKA-CXSFZGCWSA-N
DB01234	7061	Dexamethasone	UREBDLICKHMUKA-CXSFZGCWSA-N
DB01235	3639	Levodopa	WTDRDQBEARUVNC-LURJTMIESA-N
DB01235	8611	Levodopa	WTDRDQBEARUVNC-LURJTMIESA-N
DB01236	7296	Sevoflurane	DFEYYRMXOJXZRJ-UHFFFAOYSA-N
DB01237	7132	Bromodiphenhydramine	NUNIWXHYABYXKF-UHFFFAOYSA-N
DB01238	34	Aripiprazole	CEUORZQYGODEFX-UHFFFAOYSA-N
DB01240	1915	Epoprostenol	KAQKFAOMNZTLHT-OZUDYXHBSA-N
DB01241	3439	Gemfibrozil	HEMJJKBWTPKOJG-UHFFFAOYSA-N
DB01242	2398	Clomipramine	GDLIGKIOYRNHDA-UHFFFAOYSA-N
DB01244	2337	Bepridil	UIEATEWHFDRYRU-UHFFFAOYSA-N
DB01246	7237	Alimemazine	ZZHLYYDVIOPZBE-UHFFFAOYSA-N
DB01247	7204	Isocarboxazid	XKFPYPQQHFEXRZ-UHFFFAOYSA-N
DB01248	6809	Docetaxel	ZDZOTLJHXYCWBA-VCVYQWHSSA-N
DB01253	148	Ergometrine	WVVSZNPYNCNODU-XTQGRXLLSA-N
DB01254	5678	Dasatinib	ZBNZXTGUTAYRHI-UHFFFAOYSA-N
DB01255	7213	Lisdexamfetamine	VOBHXZCDAVEXEY-JSGCOSHPSA-N
DB01259	5692	Lapatinib	BCFGMOOMADDAQU-UHFFFAOYSA-N
DB01260	7066	Desonide	WBGKWQHBNHJJPZ-LECWWXJVSA-N
DB01261	6286	Sitagliptin	MFFMDFFZMYYVKS-SECBINFHSA-N
DB01262	6805	Decitabine	XAUDJQYHKZQPEU-KVQBGUIXSA-N
DB01265	4718	Telbivudine	IQFYYKKMVGJFEH-CSMHCCOUSA-N
DB01267	7258	Paliperidone	PMXMIIMHBWHSKN-UHFFFAOYSA-N
DB01268	5713	Sunitinib	WINHZLLDWRZWRT-ATVHPVEESA-N
DB01273	5459	Varenicline	JQSHBVHOMNKWFT-DTORHVGOSA-N
DB01274	3465	Arformoterol	BPZSYCZIITTYBL-YJYMSZOUSA-N
DB01274	7479	Arformoterol	BPZSYCZIITTYBL-YJYMSZOUSA-N
DB01275	7326	Hydralazine	RPTUSVTUFVMDQK-UHFFFAOYSA-N
DB01280	7090	Nelarabine	IXOXBSCIXZEQEQ-UHTZMRCNSA-N
DB01283	2897	Lumiracoxib	KHPKQFYUPIUARC-UHFFFAOYSA-N
DB01288	557	Fenoterol	LSLYOANBFKQKPT-UHFFFAOYSA-N
DB01291	7272	Pirbuterol	VQDBNKDJNJQRDG-UHFFFAOYSA-N
DB01294	4306	Bismuth subsalicylate	ZREIPSZUJIFJNP-UHFFFAOYSA-K
DB01296	4535	Glucosamine	MSWZFWKMSRAUBD-IVMDWMLBSA-N
DB01297	555	Practolol	DURULFYMVIFBIR-UHFFFAOYSA-N
DB01299	10173	Sulfadoxine	PJSFRIWCGOHTNF-UHFFFAOYSA-N
DB01303	4551	Oxtriphylline	RLANKEDHRWMNRO-UHFFFAOYSA-M
DB01320	7190	Fosphenytoin	XWLUWCNOOVRFPX-UHFFFAOYSA-N
DB01324	7274	Polythiazide	CYLWJCABXYDINA-UHFFFAOYSA-N
DB01325	7289	Quinethazone	AGMMTXLNIQSRCG-UHFFFAOYSA-N
DB01333	4830	Cefradine	RDLPVSKMFDYCOR-UEKVPHQBSA-N
DB01337	4001	Pancuronium	GVEAYVLWDAFXET-XGHATYIMSA-N
DB01339	4002	Vecuronium	BGSZAXLLHYERSY-XQIGCQGXSA-N
DB01340	6459	Cilazapril	HHHKFGXWKKUNCY-FHWLQOOXSA-N
DB01342	6896	Forasartan	YONOBYIBNBCDSJ-UHFFFAOYSA-N
DB01346	2342	Quinidine barbiturate	YHRUERMOPBDCFD-UHFFFAOYSA-N
DB01346	2510	Quinidine barbiturate	YHRUERMOPBDCFD-UHFFFAOYSA-N
DB01346	2804	Quinidine barbiturate	YHRUERMOPBDCFD-UHFFFAOYSA-N
DB01347	6899	Saprisartan	DUEWVPTZCSAMNB-UHFFFAOYSA-N
DB01348	6575	Spirapril	HRWCVUIFMSZDJS-SZMVWBNQSA-N
DB01349	6898	Tasosartan	ADXGNEYLLLSOAR-UHFFFAOYSA-N
DB01357	7087	Mestranol	IMSSROKUHAOUJS-MJCUULBUSA-N
DB01359	7263	Penbutolol	KQXKVJAGOJTNJS-HNNXBMFYSA-N
DB01364	556	Ephedrine	KWGRBVOPPLSCSI-WPRPVWTQSA-N
DB01364	7286	Ephedrine	KWGRBVOPPLSCSI-WPRPVWTQSA-N
DB01365	7222	Mephentermine	RXQCGGRTAILOIN-UHFFFAOYSA-N
DB01366	3464	Procaterol	FKNXQNWAXFXVNW-BLLLJJGKSA-N
DB01367	6641	Rasagiline	RUOKEQAAGRXIBM-GFCCVEGCSA-N
DB01375	3377	Aluminium monostearate	UGMCXQCYOVCMTB-UHFFFAOYSA-K
DB01388	2522	Mibefradil	HBNPJJILLOYFJU-VMPREFPWSA-N
DB01392	102	Yohimbine	BLGXFZZNTVWLAY-SCYLSFHTSA-N
DB01392	136	Yohimbine	BLGXFZZNTVWLAY-SCYLSFHTSA-N
DB01392	223	Yohimbine	BLGXFZZNTVWLAY-SCYLSFHTSA-N
DB01392	5345	Yohimbine	BLGXFZZNTVWLAY-SCYLSFHTSA-N
DB01393	2668	Bezafibrate	IIBYAHWJQTYFKB-UHFFFAOYSA-N
DB01394	2367	Colchicine	IAKHMKGGTNLKSZ-UHFFFAOYSA-N
DB01395	2874	Drospirenone	METQSPRSQINEEU-HXCATZOESA-N
DB01396	6782	Digitoxin	WDJUZGPOPHTGOT-XUDUSOBPSA-N
DB01397	4306	Magnesium salicylate	MQHWFIOJQSCFNM-UHFFFAOYSA-L
DB01400	8993	Neostigmine	ALWKGYPQUAPLQC-UHFFFAOYSA-N
DB01401	4306	Choline magnesium trisalicylate	FQCQGOZEWWPOKI-UHFFFAOYSA-K
DB01401	4551	Choline magnesium trisalicylate	FQCQGOZEWWPOKI-UHFFFAOYSA-K
DB01403	7603	Methotrimeprazine	VRQVVMDWGGWHTJ-CQSZACIVSA-N
DB01406	6942	Danazol	POZRVZJJTULAOH-LHZXLZLDSA-N
DB01408	6601	Bambuterol	ANZXOIAKUNOVQU-UHFFFAOYSA-N
DB01409	367	Tiotropium	LERNTVKEWCAPOY-DZZGSBJMSA-N
DB01409	8592	Tiotropium	LERNTVKEWCAPOY-DZZGSBJMSA-N
DB01410	7469	Ciclesonide	LUKZNWIVRBCLON-GXOBDPJESA-N
DB01411	3634	Pranlukast	NBQKINXMPLXUET-UHFFFAOYSA-N
DB01418	9015	Acenocoumarol	VABCILAOYCMVPS-UHFFFAOYSA-N
DB01420	7100	Testosterone propionate	PDMMFKSKQVNJMI-BLQWBTBKSA-N
DB01427	7202	Amrinone	RNLQIBCLLYYYFJ-UHFFFAOYSA-N
DB01433	7212	Methadyl acetate	XBMIVRRWGCYBTQ-UHFFFAOYSA-N
DB01437	7192	Glutethimide	JMBQKKAJIKAWKF-UHFFFAOYSA-N
DB01438	7616	Phenazopyridine	QPFYXYFORQJZEC-FOCLMDBBSA-N
DB01440	4711	gamma-Hydroxybutyric acid	SJZRECIVHVDYJC-UHFFFAOYSA-N
DB01445	144	Bufotenine	VTTONGPRPXSUTJ-UHFFFAOYSA-N
DB01452	9082	Diamorphine	GVGLGOZIDCSQPN-PVHGPHFFSA-N
DB01454	4574	Midomafetamine	SHXWCVYOXRDMCX-UHFFFAOYSA-N
DB01462	1624	Etonitazene	PXDBZSCGSQSKST-UHFFFAOYSA-N
DB01484	155	4-Bromo-2,5-dimethoxyamphetamine	FXMWUTGUCAKGQL-UHFFFAOYSA-N
DB01484	163	4-Bromo-2,5-dimethoxyamphetamine	FXMWUTGUCAKGQL-UHFFFAOYSA-N
DB01488	141	Dimethyltryptamine	DMULVCHRPCFFGV-UHFFFAOYSA-N
DB01491	9081	Dipipanone	SVDHSZFEQYXRDC-UHFFFAOYSA-N
DB01493	6948	Ethylestrenol	AOXRBFRFYPMWLR-XGXHKTLJSA-N
DB01494	4550	Chloral betaine	ONAOIDNSINNZOA-UHFFFAOYSA-N
DB01497	1625	Etorphine	CAHCBJPUTCKATP-HBDRVVKHSA-N
DB01501	7592	Difenoxin	UFIVBRCCIRTJTN-UHFFFAOYSA-N
DB01522	7212	Betacetylmethadol	XBMIVRRWGCYBTQ-GCJKJVERSA-N
DB01528	164	4-Methyl-2,5-dimethoxyamphetamine	NTJQREUGJKIARY-UHFFFAOYSA-N
DB01535	10040	Carfentanil	YDSDEBIZUNNPOB-UHFFFAOYSA-N
DB01536	2860	Androstenedione	AEMFNILZOJDQLW-QAGGRKNESA-N
DB01544	4193	Flunitrazepam	PPTYJKAXVCCBDU-UHFFFAOYSA-N
DB01544	4360	Flunitrazepam	PPTYJKAXVCCBDU-UHFFFAOYSA-N
DB01548	1612	Diprenorphine	OIJXLIIMXHRJJH-KNLIIKEYSA-N
DB01548	1617	Diprenorphine	OIJXLIIMXHRJJH-KNLIIKEYSA-N
DB01551	7594	Dihydrocodeine	RBOXVHNMENFORY-DNJOTXNNSA-N
DB01555	7212	Alphacetylmethadol	XBMIVRRWGCYBTQ-XMSQKQJNSA-N
DB01565	1616	Dihydromorphine	IJVCSMSMFSCRME-KBQPJGBKSA-N
DB01576	2146	Dextroamphetamine	KWTSXDURSIMDCE-QMMMGPOBSA-N
DB01576	2147	Dextroamphetamine	KWTSXDURSIMDCE-QMMMGPOBSA-N
DB01576	4804	Dextroamphetamine	KWTSXDURSIMDCE-QMMMGPOBSA-N
DB01577	4803	Metamfetamine	MYWUZJCMWCOHBA-VIFPVBQESA-N
DB01580	7255	Oxprenolol	CEMAWMOMDPGJMB-UHFFFAOYSA-N
DB01583	2634	Liotrix	LKYWLLWWYBVUPP-XOCLESOZSA-L
DB01583	2635	Liotrix	LKYWLLWWYBVUPP-XOCLESOZSA-L
DB01583	4627	Liotrix	LKYWLLWWYBVUPP-XOCLESOZSA-L
DB01583	6951	Liotrix	LKYWLLWWYBVUPP-XOCLESOZSA-L
DB01586	608	Ursodeoxycholic acid	RUDATBOHQWOJDD-UZVSRGJWSA-N
DB01586	7104	Ursodeoxycholic acid	RUDATBOHQWOJDD-UZVSRGJWSA-N
DB01588	7275	Prazepam	MWQCHHACWWAQLJ-UHFFFAOYSA-N
DB01589	7288	Quazepam	IKMPWMZBZSAONZ-UHFFFAOYSA-N
DB01590	5889	Everolimus	HKVAMNSJSFKALM-GKUWKFKPSA-N
DB01591	7483	Solifenacin	FBOUYBDGKBSUES-VXKWHMMOSA-N
DB01597	5166	Cilastatin	DHSUYTOATWAVLW-WFVMDLQDSA-N
DB01599	7277	Probucol	FYPMFJGVHOHGLL-UHFFFAOYSA-N
DB01608	9216	Periciazine	LUALIOATIOESLM-UHFFFAOYSA-N
DB01610	4716	Valganciclovir	WPVFJKSGQUFQAP-GKAPJAKFSA-N
DB01611	7198	Hydroxychloroquine	XXSMGPRMXLTPCZ-UHFFFAOYSA-N
DB01618	207	Molindone	KLPWJLBORRMFGK-UHFFFAOYSA-N
DB01620	7267	Pheniramine	IJHNSHDBIRRJRN-UHFFFAOYSA-N
DB01621	7557	Pipotiazine	JOMHSQGEWSNUKU-UHFFFAOYSA-N
DB01623	212	Thiothixene	GFBKORZTTCHDGY-UWVJOHFNSA-N
DB01624	7559	Zuclopenthixol	WFPIAZLQTJBIFN-DVZOWYKESA-N
DB01626	7262	Pargyline	DPWPWRLQFGFJFI-UHFFFAOYSA-N
DB01628	2896	Etoricoxib	MNJVRJDLRVPLFE-UHFFFAOYSA-N
DB01629	4614	5-fluorouridine	FHIDNBAQOFJWCA-UAKXSSHOSA-N
DB01642	4640	methyl beta-D-glucopyranoside	HOVAGTYPODGVJG-XUUWZHRGSA-N
DB01645	2826	Genistein	TZBJGXHYKVUXJN-UHFFFAOYSA-N
DB01656	6962	Roflumilast	MNDBXUUTURYVHR-UHFFFAOYSA-N
DB01677	9630	Fumaric Acid	VZCYOOQTPOCHFL-OWOJBTEDSA-N
DB01685	10592	Topiroxostat	UBVZQGOVTLIHLH-UHFFFAOYSA-N
DB01686	5229	N,N-dimethylarginine	YDGMGEXADBMOMJ-LURJTMIESA-N
DB01708	2370	Prasterone	FMGSKLZLMKYGDP-USOAJAOKSA-N
DB01713	4730	UDP-alpha-D-xylose	DQQDLYVHOTZLOR-OCIMBMBZSA-N
DB01729	4222	(1s,3s,4s)-1,3,4-Triphospho-Myo-Inositol	MMWCIQZXVOZEGG-MLQGYMEPSA-N
DB01729	4223	(1s,3s,4s)-1,3,4-Triphospho-Myo-Inositol	MMWCIQZXVOZEGG-MLQGYMEPSA-N
DB01738	6628	Phosphorylcolamine	SUHOOTKUPISOBE-UHFFFAOYSA-N
DB01739	3311	Allo-Isoleucine	AGPKZVBTJJNPAG-UHNVWZDZSA-N
DB01744	2422	Camphor	DSSYKIVIOFKYAU-XCBNKYQSSA-N
DB01746	3312	D-Leucine	ROHFNLRQFUQHCH-RXMQYKEDSA-N
DB01752	5265	S-adenosyl-L-homocysteine	ZJUKTBDSGOFHSH-WFMPWKQPSA-N
DB01758	5117	3-Iodo-Tyrosine	UQTZMGFTRHFAAM-ZETCQYMHSA-N
DB01762	4522	Acetoacetic Acid	WDJHALXBUFZDSR-UHFFFAOYSA-N
DB01772	3502	3-[3-(2,3-Dihydroxy-Propylamino)-Phenyl]-4-(5-Fluoro-1-Methyl-1h-Indol-3-Yl)-Pyrrole-2,5-Dione	RPGZQOOZHIEPJW-HNNXBMFYSA-N
DB01782	5273	2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One	ACPOUJIDANTYHO-UHFFFAOYSA-N
DB01783	4668	Pantothenic acid	GHOKWGTUZJEAQD-ZETCQYMHSA-N
DB01785	3049	Dimethylallyl Diphosphate	CBIDRCWHNCKSTO-UHFFFAOYSA-N
DB01786	4542	D-Alanine	QNAYBMKLOCPYGJ-UWTATZPHSA-N
DB01786	4543	D-Alanine	QNAYBMKLOCPYGJ-UWTATZPHSA-N
DB01786	4678	D-Alanine	QNAYBMKLOCPYGJ-UWTATZPHSA-N
DB01786	720	D-Alanine	QNAYBMKLOCPYGJ-UWTATZPHSA-N
DB01790	10623	Sp-Adenosine-3',5'-Cyclic-Monophosphorothioate	SMPNJFHAPJOHPP-PUHOFUEYSA-N
DB01790	5262	Sp-Adenosine-3',5'-Cyclic-Monophosphorothioate	SMPNJFHAPJOHPP-PUHOFUEYSA-N
DB01809	8836	1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine	ZVPDNRVYHLRXLX-UHFFFAOYSA-N
DB01812	1718	Adenosine-3'-5'-Diphosphate	WHTCPDAXWFLDIH-KQYNXXCUSA-N
DB01819	4692	Phosphoenolpyruvate	DTBNBXWJWCWCIK-UHFFFAOYSA-N
DB01861	1782	Uridine diphosphate glucose	HSCJRCZFDFQWRP-JZMIEXBBSA-N
DB01861	1783	Uridine diphosphate glucose	HSCJRCZFDFQWRP-JZMIEXBBSA-N
DB01863	5202	Inositol 1,3,4,5-Tetrakisphosphate	CIPFCGZLFXVXBG-CNWJWELYSA-N
DB01864	4207	5'-Guanosine-Diphosphate-Monothiophosphate	XOFLBQFBSOEHOG-UUOKFMHZSA-N
DB01880	5155	3,4-Dihydroxycinnamic Acid	QAIPRVGONGVQAS-DUXPYHPUSA-N
DB01889	2761	16,17-Androstene-3-Ol	KRVXMNNRSSQZJP-PHFHYRSDSA-N
DB01892	2764	Hyperforin	IWBJJCOKGLUQIZ-HQKKAZOISA-N
DB01898	4573	(2S,3S)-2-azanyl-3-methyl-pentanedioic acid	FHJNAFIJPFGZRI-UCORVYFPSA-N
DB01914	4719	D-glucose	GZCGUPFRVQAUEE-SLPGGIOYSA-N
DB01917	2388	Putrescine	KIDHWZJUCRJVML-UHFFFAOYSA-N
DB01931	2361	5,7-Dichlorokynurenic acid	BGKFPRIGXAVYNX-UHFFFAOYSA-N
DB01933	7907	7-Hydroxystaurosporine	PBCZSGKMGDDXIJ-HQCWYSJUSA-N
DB01941	2808	6-[1-(3,5,5,8,8-Pentamethyl-5,6,7,8-Tetrahydronaphthalen-2-Yl)Cyclopropyl]Pyridine-3-Carboxylic Acid	SLXTWXQUEZSSTJ-UHFFFAOYSA-N
DB01942	4540	Formic acid	BDAGIHXWWSANSR-UHFFFAOYSA-N
DB01950	5979	N-(4-Methoxybenzyl)-N'-(5-Nitro-1,3-Thiazol-2-Yl)Urea	YAEMHJKFIIIULI-UHFFFAOYSA-N
DB01954	5260	Rolipram	HJORMJIFDVBMOB-UHFFFAOYSA-N
DB01954	5313	Rolipram	HJORMJIFDVBMOB-UHFFFAOYSA-N
DB01956	2379	Taurine	XOAAWQZATWQOTB-UHFFFAOYSA-N
DB01972	5123	Guanosine-5'-Monophosphate	RQFCJASXJCIDSX-UUOKFMHZSA-N
DB01979	4640	Methyl alpha-D-mannoside	HOVAGTYPODGVJG-VEIUFWFVSA-N
DB01990	2738	Cholesterol sulfate	BHYOQNUELFTYRT-DPAQBDIFSA-N
DB01992	3044	Coenzyme A	RGJOEKWQDUBAIZ-IBOSZNHHSA-N
DB01997	5113	3-Bromo-7-Nitroindazole	NFSTZPMYAZRZPC-UHFFFAOYSA-N
DB02007	4647	alpha-D-glucose 6-phosphate	NBSCHQHZLSJFNQ-DVKNGEFBSA-N
DB02010	346	Staurosporine	HKSZLNNOFSGOKW-FYTWVXJKSA-N
