drugbank_id	actor_id	name	inchi_key
DB01731	253449-04-6	(S)-wiskostatin	XUBJEDZHBUPBKL-ZDUSSCGKSA-N
DB01733	18365-82-7	L-Phospholactate	CSZRNWHGZPKNKY-UWTATZPHSA-N
DB01735	13215-35-5	3-Chloroalaninate	ASBJGPTTYPEMLP-UWTATZPHSA-N
DB01735	2731-73-9	3-Chloroalaninate	ASBJGPTTYPEMLP-UWTATZPHSA-N
DB01735	3157-46-8	3-Chloroalaninate	ASBJGPTTYPEMLP-UWTATZPHSA-N
DB01735	39217-38-4	3-Chloroalaninate	ASBJGPTTYPEMLP-UWTATZPHSA-N
DB01735	3981-36-0	3-Chloroalaninate	ASBJGPTTYPEMLP-UWTATZPHSA-N
DB01735	51887-89-9	3-Chloroalaninate	ASBJGPTTYPEMLP-UWTATZPHSA-N
DB01736	228113-46-0	[3-(Dodecanoylamino)Propyl](Hydroxy)Dimethylammonium	JNGWKQJZIUZUPR-UHFFFAOYSA-N
DB01736	61792-31-2	[3-(Dodecanoylamino)Propyl](Hydroxy)Dimethylammonium	JNGWKQJZIUZUPR-UHFFFAOYSA-N
DB01737	133397-81-6	Nalpha-(2-Naphthylsulfonylglycyl)-3-Amidino-D,L-Phenylalanine-Isopropylester	YAEIKQDHLCFGAA-KRWDZBQOSA-N
DB01738	1071-23-4	Phosphorylcolamine	SUHOOTKUPISOBE-UHFFFAOYSA-N
DB01739	1509-34-8	Allo-Isoleucine	AGPKZVBTJJNPAG-UHNVWZDZSA-N
DB01739	1509-35-9	Allo-Isoleucine	AGPKZVBTJJNPAG-UHNVWZDZSA-N
DB01739	198412-80-5	Allo-Isoleucine	AGPKZVBTJJNPAG-UHNVWZDZSA-N
DB01739	3107-04-8	Allo-Isoleucine	AGPKZVBTJJNPAG-UHNVWZDZSA-N
DB01739	319-78-8	Allo-Isoleucine	AGPKZVBTJJNPAG-UHNVWZDZSA-N
DB01739	34464-35-2	Allo-Isoleucine	AGPKZVBTJJNPAG-UHNVWZDZSA-N
DB01739	410078-51-2	Allo-Isoleucine	AGPKZVBTJJNPAG-UHNVWZDZSA-N
DB01739	443-79-8	Allo-Isoleucine	AGPKZVBTJJNPAG-UHNVWZDZSA-N
DB01739	73-32-5	Allo-Isoleucine	AGPKZVBTJJNPAG-UHNVWZDZSA-N
DB01742	4593-16-2	(3r)-1-Acetyl-3-Methylpiperidine	XKFPNHDGLSYZRC-SSDOTTSWSA-N
DB01744	100016-73-7	Camphor	DSSYKIVIOFKYAU-XCBNKYQSSA-N
DB01744	21368-68-3	Camphor	DSSYKIVIOFKYAU-XCBNKYQSSA-N
DB01744	37262-59-2	Camphor	DSSYKIVIOFKYAU-XCBNKYQSSA-N
DB01744	464-48-2	Camphor	DSSYKIVIOFKYAU-XCBNKYQSSA-N
DB01744	464-49-3	Camphor	DSSYKIVIOFKYAU-XCBNKYQSSA-N
DB01744	67148-11-2	Camphor	DSSYKIVIOFKYAU-XCBNKYQSSA-N
DB01744	76-22-2	Camphor	DSSYKIVIOFKYAU-XCBNKYQSSA-N
DB01744	8003-18-7	Camphor	DSSYKIVIOFKYAU-XCBNKYQSSA-N
DB01744	87186-58-1	Camphor	DSSYKIVIOFKYAU-XCBNKYQSSA-N
DB01746	21675-61-6	D-Leucine	ROHFNLRQFUQHCH-RXMQYKEDSA-N
DB01746	22771-58-0	D-Leucine	ROHFNLRQFUQHCH-RXMQYKEDSA-N
DB01746	25248-98-0	D-Leucine	ROHFNLRQFUQHCH-RXMQYKEDSA-N
DB01746	25322-63-8	D-Leucine	ROHFNLRQFUQHCH-RXMQYKEDSA-N
DB01746	26011-27-8	D-Leucine	ROHFNLRQFUQHCH-RXMQYKEDSA-N
DB01746	328-38-1	D-Leucine	ROHFNLRQFUQHCH-RXMQYKEDSA-N
DB01746	328-39-2	D-Leucine	ROHFNLRQFUQHCH-RXMQYKEDSA-N
DB01746	36724-65-9	D-Leucine	ROHFNLRQFUQHCH-RXMQYKEDSA-N
DB01746	61-90-5	D-Leucine	ROHFNLRQFUQHCH-RXMQYKEDSA-N
DB01746	6109-63-3	D-Leucine	ROHFNLRQFUQHCH-RXMQYKEDSA-N
DB01746	70-45-1	D-Leucine	ROHFNLRQFUQHCH-RXMQYKEDSA-N
DB01746	71000-80-1	D-Leucine	ROHFNLRQFUQHCH-RXMQYKEDSA-N
DB01746	74292-94-7	D-Leucine	ROHFNLRQFUQHCH-RXMQYKEDSA-N
DB01746	81759-47-9	D-Leucine	ROHFNLRQFUQHCH-RXMQYKEDSA-N
DB01747	19229-76-6	Coprogen	FQIVLXIUJLOKPL-DWZMLRRXSA-N
DB01747	20074-52-6	Coprogen	FQIVLXIUJLOKPL-DWZMLRRXSA-N
DB01747	31418-71-0	Coprogen	FQIVLXIUJLOKPL-DWZMLRRXSA-N
DB01747	91776-95-3	Coprogen	FQIVLXIUJLOKPL-DWZMLRRXSA-N
DB01749	110-71-4	1,2-Dimethoxyethane	XTHFKEDIFFGKHM-UHFFFAOYSA-N
DB01749	24991-55-7	1,2-Dimethoxyethane	XTHFKEDIFFGKHM-UHFFFAOYSA-N
DB01750	15165-79-4	1-naphthaleneacetic acid	PRPINYUDVPFIRX-UHFFFAOYSA-N
DB01750	25267-17-8	1-naphthaleneacetic acid	PRPINYUDVPFIRX-UHFFFAOYSA-N
DB01750	25545-89-5	1-naphthaleneacetic acid	PRPINYUDVPFIRX-UHFFFAOYSA-N
DB01750	26445-01-2	1-naphthaleneacetic acid	PRPINYUDVPFIRX-UHFFFAOYSA-N
DB01750	61-31-4	1-naphthaleneacetic acid	PRPINYUDVPFIRX-UHFFFAOYSA-N
DB01750	61913-11-9	1-naphthaleneacetic acid	PRPINYUDVPFIRX-UHFFFAOYSA-N
DB01750	67026-10-2	1-naphthaleneacetic acid	PRPINYUDVPFIRX-UHFFFAOYSA-N
DB01750	8060-75-1	1-naphthaleneacetic acid	PRPINYUDVPFIRX-UHFFFAOYSA-N
DB01750	86-87-3	1-naphthaleneacetic acid	PRPINYUDVPFIRX-UHFFFAOYSA-N
DB01751	3434-43-3	3,3',5,5'-Tetraiodothyroacetic Acid	PPJYSSNKSXAVDB-UHFFFAOYSA-N
DB01751	67-30-1	3,3',5,5'-Tetraiodothyroacetic Acid	PPJYSSNKSXAVDB-UHFFFAOYSA-N
DB01752	55267-52-2	S-adenosyl-L-homocysteine	ZJUKTBDSGOFHSH-WFMPWKQPSA-N
DB01752	75899-14-8	S-adenosyl-L-homocysteine	ZJUKTBDSGOFHSH-WFMPWKQPSA-N
DB01752	979-92-0	S-adenosyl-L-homocysteine	ZJUKTBDSGOFHSH-WFMPWKQPSA-N
DB01758	16624-40-1	3-Iodo-Tyrosine	UQTZMGFTRHFAAM-ZETCQYMHSA-N
DB01758	2751-18-0	3-Iodo-Tyrosine	UQTZMGFTRHFAAM-ZETCQYMHSA-N
DB01758	70-78-0	3-Iodo-Tyrosine	UQTZMGFTRHFAAM-ZETCQYMHSA-N
DB01759	123712-78-7	Kojic acid	BEJNERDRQOWKJM-UHFFFAOYSA-N
DB01759	501-30-4	Kojic acid	BEJNERDRQOWKJM-UHFFFAOYSA-N
DB01760	25773-40-4	2-Methoxy-3-Isopropylpyrazine	NTOPKICPEQUPPH-UHFFFAOYSA-N
DB01760	93905-03-4	2-Methoxy-3-Isopropylpyrazine	NTOPKICPEQUPPH-UHFFFAOYSA-N
DB01762	541-50-4	Acetoacetic Acid	WDJHALXBUFZDSR-UHFFFAOYSA-N
DB01764	112362-50-2	Dalfopristin	SUYRLXYYZQTJHF-VMBLUXKRSA-N
DB01764	126602-89-9	Dalfopristin	SUYRLXYYZQTJHF-VMBLUXKRSA-N
DB01766	14108-60-2	Beta-(2-Naphthyl)-Alanine	JPZXHKDZASGCLU-LBPRGKRZSA-N
DB01766	58438-03-2	Beta-(2-Naphthyl)-Alanine	JPZXHKDZASGCLU-LBPRGKRZSA-N
DB01766	6960-34-5	Beta-(2-Naphthyl)-Alanine	JPZXHKDZASGCLU-LBPRGKRZSA-N
DB01766	76985-09-6	Beta-(2-Naphthyl)-Alanine	JPZXHKDZASGCLU-LBPRGKRZSA-N
DB01768	59322-44-0	Methylumbelliferyl sialic acid	KKDWIUJBUSOPGC-GKHMPSLRSA-N
DB01775	26776-70-5	Dihydroxyacetone	RXKJFZQQPQGTFL-UHFFFAOYSA-N
DB01775	96-26-4	Dihydroxyacetone	RXKJFZQQPQGTFL-UHFFFAOYSA-N
DB01776	108-39-4	M-Cresol	RLSSMJSEOOYNOY-UHFFFAOYSA-N
DB01776	15831-10-4	M-Cresol	RLSSMJSEOOYNOY-UHFFFAOYSA-N
DB01778	19410-53-8	8-Aminotheophylline	ZZESAIGPDOBLKZ-UHFFFAOYSA-N
DB01779	17181-54-3	Glycerol-2-Phosphate	DHCLVCXQIBBOPH-UHFFFAOYSA-N
DB01779	58409-70-4	Glycerol-2-Phosphate	DHCLVCXQIBBOPH-UHFFFAOYSA-N
DB01779	819-83-0	Glycerol-2-Phosphate	DHCLVCXQIBBOPH-UHFFFAOYSA-N
DB01779	820-13-3	Glycerol-2-Phosphate	DHCLVCXQIBBOPH-UHFFFAOYSA-N
DB01780	20108-30-9	Fusicoccin	KXTYBXCEQOANSX-WYKQKOHHSA-N
DB01783	20938-62-9	Pantothenic acid	GHOKWGTUZJEAQD-ZETCQYMHSA-N
DB01783	3563-85-7	Pantothenic acid	GHOKWGTUZJEAQD-ZETCQYMHSA-N
DB01783	599-54-2	Pantothenic acid	GHOKWGTUZJEAQD-ZETCQYMHSA-N
DB01783	79-83-4	Pantothenic acid	GHOKWGTUZJEAQD-ZETCQYMHSA-N
DB01784	402-46-0	4-Flourobenzenesulfonamide	LFLSATHZMYYIAQ-UHFFFAOYSA-N
DB01785	358-72-5	Dimethylallyl Diphosphate	CBIDRCWHNCKSTO-UHFFFAOYSA-N
DB01786	102029-81-2	D-Alanine	QNAYBMKLOCPYGJ-UWTATZPHSA-N
DB01786	115967-49-2	D-Alanine	QNAYBMKLOCPYGJ-UWTATZPHSA-N
DB01786	130380-93-7	D-Alanine	QNAYBMKLOCPYGJ-UWTATZPHSA-N
DB01786	18875-37-1	D-Alanine	QNAYBMKLOCPYGJ-UWTATZPHSA-N
DB01786	25191-17-7	D-Alanine	QNAYBMKLOCPYGJ-UWTATZPHSA-N
DB01786	302-72-7	D-Alanine	QNAYBMKLOCPYGJ-UWTATZPHSA-N
DB01786	338-69-2	D-Alanine	QNAYBMKLOCPYGJ-UWTATZPHSA-N
DB01786	56-41-7	D-Alanine	QNAYBMKLOCPYGJ-UWTATZPHSA-N
DB01786	71261-64-8	D-Alanine	QNAYBMKLOCPYGJ-UWTATZPHSA-N
DB01786	77160-91-9	D-Alanine	QNAYBMKLOCPYGJ-UWTATZPHSA-N
DB01786	81558-16-9	D-Alanine	QNAYBMKLOCPYGJ-UWTATZPHSA-N
DB01790	23645-17-2	Sp-Adenosine-3',5'-Cyclic-Monophosphorothioate	SMPNJFHAPJOHPP-PUHOFUEYSA-N
DB01790	71774-13-5	Sp-Adenosine-3',5'-Cyclic-Monophosphorothioate	SMPNJFHAPJOHPP-PUHOFUEYSA-N
DB01791	144035-83-6	Piclamilast	RRRUXBQSQLKHEL-UHFFFAOYSA-N
DB01792	1985-21-3	Adenylyl-(3'-5')-uridine 3'-monophosphate	FZCSEXOMUJFOHQ-KPKSGTNCSA-N
DB01794	22537-22-0	bis(molybdopterin)tungsten cofactor	TXTOFHXWJBZWPO-UHFFFAOYSA-F
DB01795	98-80-6	Phenyl Boronic Acid	HXITXNWTGFUOAU-UHFFFAOYSA-N
DB01796	18970-62-2	Quinolinic Acid	GJAWHXHKYYXBSV-UHFFFAOYSA-N
DB01796	87314-99-6	Quinolinic Acid	GJAWHXHKYYXBSV-UHFFFAOYSA-N
DB01796	89-00-9	Quinolinic Acid	GJAWHXHKYYXBSV-UHFFFAOYSA-N
DB01798	20680-57-3	Ethyl Dihydrogen Diphosphate	OJDJHGIXNZPZFD-UHFFFAOYSA-N
DB01800	10485-66-2	N,4-Dihydroxy-N-Oxo-3-(Sulfooxy)Benzenaminium	XMCCOOONGGUOLA-UHFFFAOYSA-N
DB01803	37880-96-9	2-(Trimethylammonium)Ethyl Thiol	VFUGTBZQGUVGEX-UHFFFAOYSA-O
DB01803	7161-73-1	2-(Trimethylammonium)Ethyl Thiol	VFUGTBZQGUVGEX-UHFFFAOYSA-O
DB01804	52773-87-2	2-Ammoniobut-3-Enoate, 2-Amino-3-Butenoate	RQVLGLPAZTUBKX-GSVOUGTGSA-N
DB01804	56512-51-7	2-Ammoniobut-3-Enoate, 2-Amino-3-Butenoate	RQVLGLPAZTUBKX-GSVOUGTGSA-N
DB01804	70982-53-5	2-Ammoniobut-3-Enoate, 2-Amino-3-Butenoate	RQVLGLPAZTUBKX-GSVOUGTGSA-N
DB01806	76264-91-0	10-{4-Dimethylamino-5-[4-Hydroxy-6-Methyl-5-(6-Methyl-5-Oxo-Tetrahydro-Pyran-2-Yloxy)-Tetrahydro-Pyrane-2-Yloxy]-6-Methyl-Tetrahydro-Pyran-2-Yloxy}-8-Ethyl-1,8,11-Trihydroxy-7,8,9,10-Tetrahydro-Naphthacene-5,12-Dione	OXPCRXLITLBLEY-ZVNFQBCFSA-N
DB01806	76741-55-4	10-{4-Dimethylamino-5-[4-Hydroxy-6-Methyl-5-(6-Methyl-5-Oxo-Tetrahydro-Pyran-2-Yloxy)-Tetrahydro-Pyrane-2-Yloxy]-6-Methyl-Tetrahydro-Pyran-2-Yloxy}-8-Ethyl-1,8,11-Trihydroxy-7,8,9,10-Tetrahydro-Naphthacene-5,12-Dione	OXPCRXLITLBLEY-ZVNFQBCFSA-N
DB01811	3131-52-0	3h-Indole-5,6-Diol	SGNZYJXNUURYCH-UHFFFAOYSA-N
DB01812	1053-73-2	Adenosine-3'-5'-Diphosphate	WHTCPDAXWFLDIH-KQYNXXCUSA-N
DB01816	107244-34-8	Castanospermine	JDVVGAQPNNXQDW-TVNFTVLESA-N
DB01816	117894-10-7	Castanospermine	JDVVGAQPNNXQDW-TVNFTVLESA-N
DB01816	117894-11-8	Castanospermine	JDVVGAQPNNXQDW-TVNFTVLESA-N
DB01816	79831-76-8	Castanospermine	JDVVGAQPNNXQDW-TVNFTVLESA-N
DB01819	101015-20-7	Phosphoenolpyruvate	DTBNBXWJWCWCIK-UHFFFAOYSA-N
DB01819	10526-80-4	Phosphoenolpyruvate	DTBNBXWJWCWCIK-UHFFFAOYSA-N
DB01819	138-08-9	Phosphoenolpyruvate	DTBNBXWJWCWCIK-UHFFFAOYSA-N
DB01819	35556-70-8	Phosphoenolpyruvate	DTBNBXWJWCWCIK-UHFFFAOYSA-N
DB01819	4265-07-0	Phosphoenolpyruvate	DTBNBXWJWCWCIK-UHFFFAOYSA-N
DB01819	53823-68-0	Phosphoenolpyruvate	DTBNBXWJWCWCIK-UHFFFAOYSA-N
DB01819	55340-66-4	Phosphoenolpyruvate	DTBNBXWJWCWCIK-UHFFFAOYSA-N
DB01819	5541-93-5	Phosphoenolpyruvate	DTBNBXWJWCWCIK-UHFFFAOYSA-N
DB01819	5695-47-6	Phosphoenolpyruvate	DTBNBXWJWCWCIK-UHFFFAOYSA-N
DB01819	60125-03-3	Phosphoenolpyruvate	DTBNBXWJWCWCIK-UHFFFAOYSA-N
DB01819	73-89-2	Phosphoenolpyruvate	DTBNBXWJWCWCIK-UHFFFAOYSA-N
DB01819	76975-15-0	Phosphoenolpyruvate	DTBNBXWJWCWCIK-UHFFFAOYSA-N
DB01819	923-14-8	Phosphoenolpyruvate	DTBNBXWJWCWCIK-UHFFFAOYSA-N
DB01822	14193-38-5	(4R,5R)-1,2-dithiane-4,5-diol	YPGMOWHXEQDBBV-IMJSIDKUSA-N
DB01822	16096-98-3	(4R,5R)-1,2-dithiane-4,5-diol	YPGMOWHXEQDBBV-IMJSIDKUSA-N
DB01822	37031-12-2	(4R,5R)-1,2-dithiane-4,5-diol	YPGMOWHXEQDBBV-IMJSIDKUSA-N
DB01822	51621-02-4	(4R,5R)-1,2-dithiane-4,5-diol	YPGMOWHXEQDBBV-IMJSIDKUSA-N
DB01826	2769-64-4	N-Butyl Isocyanide	FSBLVBBRXSCOKU-UHFFFAOYSA-N
DB01828	119775-09-6	Methylamine	BAVYZALUXZFZLV-UHFFFAOYSA-N
DB01828	14779-52-3	Methylamine	BAVYZALUXZFZLV-UHFFFAOYSA-N
DB01828	14779-55-6	Methylamine	BAVYZALUXZFZLV-UHFFFAOYSA-N
DB01828	17000-00-9	Methylamine	BAVYZALUXZFZLV-UHFFFAOYSA-N
DB01828	2614-35-9	Methylamine	BAVYZALUXZFZLV-UHFFFAOYSA-N
DB01828	74-89-5	Methylamine	BAVYZALUXZFZLV-UHFFFAOYSA-N
DB01829	5863-40-1	Desulfo-coenzyme A	ILWZMFJBPIYQKW-IBOSZNHHSA-N
DB01833	2219-31-0	Canavanine	FSBIGDSBMBYOPN-VKHMYHEASA-N
DB01833	543-38-4	Canavanine	FSBIGDSBMBYOPN-VKHMYHEASA-N
DB01833	70892-83-0	Canavanine	FSBIGDSBMBYOPN-VKHMYHEASA-N
DB01837	25248-96-8	O-acetyl-L-serine	VZXPDPZARILFQX-BYPYZUCNSA-N
DB01837	4985-36-8	O-acetyl-L-serine	VZXPDPZARILFQX-BYPYZUCNSA-N
DB01837	5147-00-2	O-acetyl-L-serine	VZXPDPZARILFQX-BYPYZUCNSA-N
DB01837	66638-22-0	O-acetyl-L-serine	VZXPDPZARILFQX-BYPYZUCNSA-N
DB01837	89417-53-8	O-acetyl-L-serine	VZXPDPZARILFQX-BYPYZUCNSA-N
DB01838	104567-72-8	6,4'-Dihydroxy-3-Methyl-3',5'-Dibromoflavone	GKDYOXMZSXVKPP-UHFFFAOYSA-N
DB01839	190913-75-8	Propylene glycol	DNIAPMSPPWPWGF-UHFFFAOYSA-N
DB01839	25322-69-4	Propylene glycol	DNIAPMSPPWPWGF-UHFFFAOYSA-N
DB01839	4254-14-2	Propylene glycol	DNIAPMSPPWPWGF-UHFFFAOYSA-N
DB01839	4254-15-3	Propylene glycol	DNIAPMSPPWPWGF-UHFFFAOYSA-N
DB01839	57-55-6	Propylene glycol	DNIAPMSPPWPWGF-UHFFFAOYSA-N
DB01841	29325-32-4	4,6-Dideoxyglucose	BJBURJZEESAQPG-MOJAZDJTSA-N
DB01842	13400-10-7	3'-Phosphate-Adenosine-5'-Diphosphate	GBBWIZKLHXYJOA-KQYNXXCUSA-N
DB01844	114057-15-7	N,N-dimethylformamide	ZMXDDKWLCZADIW-UHFFFAOYSA-N
DB01844	4472-41-7	N,N-dimethylformamide	ZMXDDKWLCZADIW-UHFFFAOYSA-N
DB01844	68-12-2	N,N-dimethylformamide	ZMXDDKWLCZADIW-UHFFFAOYSA-N
DB01847	26081-00-5	N-Carbamyl-D-Valine	JDXMIYHOSFNZKO-SCSAIBSYSA-N
DB01849	504-07-4	3,4-Dihydrouracil	OIVLITBTBDPEFK-UHFFFAOYSA-N
DB01851	10549-76-5	Tetrabutylammonium Ion	DZLFLBLQUQXARW-UHFFFAOYSA-N
DB01852	520-18-3	Kaempherol	IYRMWMYZSQPJKC-UHFFFAOYSA-N
DB01853	22537-22-0	Bacteriochlorophyll A	DSJXIQQMORJERS-AGGZHOMASA-M
DB01854	28733-43-9	5-Bromonicotinamide	YOQRXZIMSKLRCY-UHFFFAOYSA-N
DB01856	111-16-0	Pimelic Acid	WLJVNTCWHIRURA-UHFFFAOYSA-N
DB01856	85029-96-5	Pimelic Acid	WLJVNTCWHIRURA-UHFFFAOYSA-N
DB01856	85030-03-1	Pimelic Acid	WLJVNTCWHIRURA-UHFFFAOYSA-N
DB01857	22138-53-0	Phosphoaspartate	IXZNKTPIYKDIGG-REOHCLBHSA-N
DB01860	73-04-1	Cordycepin Triphosphate	NLIHPCYXRYQPSD-BAJZRUMYSA-N
DB01861	117756-22-6	Uridine diphosphate glucose	HSCJRCZFDFQWRP-JZMIEXBBSA-N
DB01861	137868-52-1	Uridine diphosphate glucose	HSCJRCZFDFQWRP-JZMIEXBBSA-N
DB01861	14656-80-5	Uridine diphosphate glucose	HSCJRCZFDFQWRP-JZMIEXBBSA-N
DB01861	28053-08-9	Uridine diphosphate glucose	HSCJRCZFDFQWRP-JZMIEXBBSA-N
DB01861	2956-16-3	Uridine diphosphate glucose	HSCJRCZFDFQWRP-JZMIEXBBSA-N
DB01861	7333-33-7	Uridine diphosphate glucose	HSCJRCZFDFQWRP-JZMIEXBBSA-N
DB01862	30323-26-3	Isopropyl beta-D-thiogalactopyranoside	BPHPUYQFMNQIOC-NXRLNHOXSA-N
DB01862	367-93-1	Isopropyl beta-D-thiogalactopyranoside	BPHPUYQFMNQIOC-NXRLNHOXSA-N
DB01863	102850-29-3	Inositol 1,3,4,5-Tetrakisphosphate	CIPFCGZLFXVXBG-CNWJWELYSA-N
DB01863	135269-51-1	Inositol 1,3,4,5-Tetrakisphosphate	CIPFCGZLFXVXBG-CNWJWELYSA-N
DB01864	37589-80-3	5'-Guanosine-Diphosphate-Monothiophosphate	XOFLBQFBSOEHOG-UUOKFMHZSA-N
DB01864	63741-19-5	5'-Guanosine-Diphosphate-Monothiophosphate	XOFLBQFBSOEHOG-UUOKFMHZSA-N
DB01864	94825-44-2	5'-Guanosine-Diphosphate-Monothiophosphate	XOFLBQFBSOEHOG-UUOKFMHZSA-N
DB01866	29508-21-2	RU79256	USNMCXDGQQVYSW-SSDOTTSWSA-N
DB01873	189453-10-9	Epothilone D	XOZIUKBZLSUILX-GIQCAXHBSA-N
DB01874	1653-52-7	Tropinone	QQXLDOJGLXJCSE-KNVOCYPGSA-N
DB01874	25866-00-6	Tropinone	QQXLDOJGLXJCSE-KNVOCYPGSA-N
DB01874	4827-85-4	Tropinone	QQXLDOJGLXJCSE-KNVOCYPGSA-N
DB01874	532-24-1	Tropinone	QQXLDOJGLXJCSE-KNVOCYPGSA-N
DB01874	74051-45-9	Tropinone	QQXLDOJGLXJCSE-KNVOCYPGSA-N
DB01875	1468-26-4	8-azaxanthine	KVGVQTOQSNJTJI-UHFFFAOYSA-N
DB01878	119-61-9	Benzophenone	RWCCWEUUXYIKHB-UHFFFAOYSA-N
DB01878	22583-75-1	Benzophenone	RWCCWEUUXYIKHB-UHFFFAOYSA-N
DB01880	109761-28-6	3,4-Dihydroxycinnamic Acid	QAIPRVGONGVQAS-DUXPYHPUSA-N
DB01880	331-39-5	3,4-Dihydroxycinnamic Acid	QAIPRVGONGVQAS-DUXPYHPUSA-N
DB01880	501-16-6	3,4-Dihydroxycinnamic Acid	QAIPRVGONGVQAS-DUXPYHPUSA-N
DB01880	71693-97-5	3,4-Dihydroxycinnamic Acid	QAIPRVGONGVQAS-DUXPYHPUSA-N
DB01880	77349-57-6	3,4-Dihydroxycinnamic Acid	QAIPRVGONGVQAS-DUXPYHPUSA-N
DB01885	10366-75-3	D-Galctopyranosyl-1-On	PHOQVHQSTUBQQK-MGCNEYSASA-N
DB01885	1335-57-5	D-Galctopyranosyl-1-On	PHOQVHQSTUBQQK-MGCNEYSASA-N
DB01885	15892-28-1	D-Galctopyranosyl-1-On	PHOQVHQSTUBQQK-MGCNEYSASA-N
DB01885	4253-68-3	D-Galctopyranosyl-1-On	PHOQVHQSTUBQQK-MGCNEYSASA-N
DB01885	52153-09-0	D-Galctopyranosyl-1-On	PHOQVHQSTUBQQK-MGCNEYSASA-N
DB01885	54910-68-8	D-Galctopyranosyl-1-On	PHOQVHQSTUBQQK-MGCNEYSASA-N
DB01885	7506-65-2	D-Galctopyranosyl-1-On	PHOQVHQSTUBQQK-MGCNEYSASA-N
DB01885	8002-14-0	D-Galctopyranosyl-1-On	PHOQVHQSTUBQQK-MGCNEYSASA-N
DB01885	90-80-2	D-Galctopyranosyl-1-On	PHOQVHQSTUBQQK-MGCNEYSASA-N
DB01889	1153-51-1	16,17-Androstene-3-Ol	KRVXMNNRSSQZJP-PHFHYRSDSA-N
DB01889	7148-51-8	16,17-Androstene-3-Ol	KRVXMNNRSSQZJP-PHFHYRSDSA-N
DB01890	86303-23-3	N,N-Bis(3-(D-gluconamido)propyl)deoxycholamide	OJSUWTDDXLCUFR-HGZMBBKESA-N
DB01892	11079-53-1	Hyperforin	IWBJJCOKGLUQIZ-HQKKAZOISA-N
DB01896	206658-89-1	M-Aminophenylboronic Acid	JMZFEHDNIAQMNB-UHFFFAOYSA-N
DB01896	280563-63-5	M-Aminophenylboronic Acid	JMZFEHDNIAQMNB-UHFFFAOYSA-N
DB01896	30418-59-8	M-Aminophenylboronic Acid	JMZFEHDNIAQMNB-UHFFFAOYSA-N
DB01896	66472-86-4	M-Aminophenylboronic Acid	JMZFEHDNIAQMNB-UHFFFAOYSA-N
DB01898	2445-97-8	(2S,3S)-2-azanyl-3-methyl-pentanedioic acid	FHJNAFIJPFGZRI-UCORVYFPSA-N
DB01898	6070-75-3	(2S,3S)-2-azanyl-3-methyl-pentanedioic acid	FHJNAFIJPFGZRI-UCORVYFPSA-N
DB01901	54182-58-0	Sucrosofate	WEPNHBQBLCNOBB-UGDNZRGBSA-N
DB01901	76578-81-9	Sucrosofate	WEPNHBQBLCNOBB-UGDNZRGBSA-N
DB01902	2314-78-5	1-Ethyl-Pyrrolidine-2,5-Dione	GHAZCVNUKKZTLG-UHFFFAOYSA-N
DB01903	6666-38-2	5-Bromo-2'-deoxyuridine 5'-(dihydrogen phosphate)	LHLHVDBXXZVYJT-RRKCRQDMSA-N
DB01909	10016-20-3	Alpha-Cyclodextrin (Cyclohexa-Amylose)	HFHDHCJBZVLPGP-RWMJIURBSA-N
DB01909	106200-28-6	Alpha-Cyclodextrin (Cyclohexa-Amylose)	HFHDHCJBZVLPGP-RWMJIURBSA-N
DB01909	108866-14-4	Alpha-Cyclodextrin (Cyclohexa-Amylose)	HFHDHCJBZVLPGP-RWMJIURBSA-N
DB01909	114868-77-8	Alpha-Cyclodextrin (Cyclohexa-Amylose)	HFHDHCJBZVLPGP-RWMJIURBSA-N
DB01909	120825-95-8	Alpha-Cyclodextrin (Cyclohexa-Amylose)	HFHDHCJBZVLPGP-RWMJIURBSA-N
DB01909	135514-70-4	Alpha-Cyclodextrin (Cyclohexa-Amylose)	HFHDHCJBZVLPGP-RWMJIURBSA-N
DB01909	55648-20-9	Alpha-Cyclodextrin (Cyclohexa-Amylose)	HFHDHCJBZVLPGP-RWMJIURBSA-N
DB01909	88852-12-4	Alpha-Cyclodextrin (Cyclohexa-Amylose)	HFHDHCJBZVLPGP-RWMJIURBSA-N
DB01910	39315-74-7	Sinefungin	LMXOHSDXUQEUSF-YECHIGJVSA-N
DB01910	58944-73-3	Sinefungin	LMXOHSDXUQEUSF-YECHIGJVSA-N
DB01912	113962-65-5	2,2':6',2''-Terpyridine Platinum(Ii)	XTQMQLRZXBEQCS-UHFFFAOYSA-M
DB01912	1148-79-4	2,2':6',2''-Terpyridine Platinum(Ii)	XTQMQLRZXBEQCS-UHFFFAOYSA-M
DB01912	13981-43-6	2,2':6',2''-Terpyridine Platinum(Ii)	XTQMQLRZXBEQCS-UHFFFAOYSA-M
DB01912	13981-72-1	2,2':6',2''-Terpyridine Platinum(Ii)	XTQMQLRZXBEQCS-UHFFFAOYSA-M
DB01912	14158-34-0	2,2':6',2''-Terpyridine Platinum(Ii)	XTQMQLRZXBEQCS-UHFFFAOYSA-M
DB01912	15585-26-9	2,2':6',2''-Terpyridine Platinum(Ii)	XTQMQLRZXBEQCS-UHFFFAOYSA-M
DB01912	16887-00-6	2,2':6',2''-Terpyridine Platinum(Ii)	XTQMQLRZXBEQCS-UHFFFAOYSA-M
