drugbank_id	chemicalbook_id	name	inchi_key
DB00642	CB4170583	Pemetrexed	WBXPDJSOTKVWSJ-ZDUSSCGKSA-N
DB00642	CB4385473	Pemetrexed	WBXPDJSOTKVWSJ-ZDUSSCGKSA-N
DB00642	CB82509918	Pemetrexed	WBXPDJSOTKVWSJ-ZDUSSCGKSA-N
DB00643	CB8700094	Mebendazole	OPXLLQIJSORQAM-UHFFFAOYSA-N
DB00644	CB22130587	Gonadorelin	XLXSAKCOAKORKW-UHFFFAOYSA-N
DB00644	CB2706342	Gonadorelin	XLXSAKCOAKORKW-UHFFFAOYSA-N
DB00644	CB5104860	Gonadorelin	XLXSAKCOAKORKW-UHFFFAOYSA-N
DB00645	CB0439886	Dyclonine	BZEWSEKUUPWQDQ-UHFFFAOYSA-N
DB00645	CB4475550	Dyclonine	BZEWSEKUUPWQDQ-UHFFFAOYSA-N
DB00646	CB0463474	Nystatin	VQOXZBDYSJBXMA-RKEBNKJGSA-N
DB00647	CB2326887	Dextropropoxyphene	XLMALTXPSGQGBX-GCJKJVERSA-N
DB00647	CB91212119	Dextropropoxyphene	XLMALTXPSGQGBX-GCJKJVERSA-N
DB00648	CB0392321	Mitotane	JWBOIMRXGHLCPP-UHFFFAOYSA-N
DB00649	CB4450928	Stavudine	XNKLLVCARDGLGL-JGVFFNPUSA-N
DB00650	CB0193805	Leucovorin	VVIAGPKUTFNRDU-ABLWVSNPSA-N
DB00650	CB5681752	Leucovorin	VVIAGPKUTFNRDU-ABLWVSNPSA-N
DB00650	CB72470349	Leucovorin	VVIAGPKUTFNRDU-ABLWVSNPSA-N
DB00651	CB7177891	Dyphylline	KSCFJBIXMNOVSH-UHFFFAOYSA-N
DB00653	CB3122606	Magnesium sulfate	CSNNHWWHGAXBCP-UHFFFAOYSA-L
DB00653	CB32131213	Magnesium sulfate	CSNNHWWHGAXBCP-UHFFFAOYSA-L
DB00653	CB6122607	Magnesium sulfate	CSNNHWWHGAXBCP-UHFFFAOYSA-L
DB00653	CB6223052	Magnesium sulfate	CSNNHWWHGAXBCP-UHFFFAOYSA-L
DB00653	CB9122608	Magnesium sulfate	CSNNHWWHGAXBCP-UHFFFAOYSA-L
DB00654	CB1208384	Latanoprost	GGXICVAJURFBLW-CEYXHVGTSA-N
DB00654	CB21176834	Latanoprost	GGXICVAJURFBLW-CEYXHVGTSA-N
DB00654	CB32510403	Latanoprost	GGXICVAJURFBLW-CEYXHVGTSA-N
DB00654	CB5224274	Latanoprost	GGXICVAJURFBLW-CEYXHVGTSA-N
DB00655	CB5741416	Estrone	DNXHEGUUPJUMQT-CBZIJGRNSA-N
DB00656	CB04633655	Trazodone	PHLBKPHSAVXXEF-UHFFFAOYSA-N
DB00656	CB3376874	Trazodone	PHLBKPHSAVXXEF-UHFFFAOYSA-N
DB00656	CB3727463	Trazodone	PHLBKPHSAVXXEF-UHFFFAOYSA-N
DB00656	CB65477609	Trazodone	PHLBKPHSAVXXEF-UHFFFAOYSA-N
DB00657	CB0215071	Mecamylamine	IMYZQPCYWPFTAG-UHFFFAOYSA-N
DB00657	CB3875478	Mecamylamine	IMYZQPCYWPFTAG-UHFFFAOYSA-N
DB00658	CB0265021	Sevelamer	ZNSIZMQNQCNRBW-UHFFFAOYSA-N
DB00658	CB7854110	Sevelamer	ZNSIZMQNQCNRBW-UHFFFAOYSA-N
DB00658	CB8381781	Sevelamer	ZNSIZMQNQCNRBW-UHFFFAOYSA-N
DB00658	CB9292835	Sevelamer	ZNSIZMQNQCNRBW-UHFFFAOYSA-N
DB00659	CB4310705	Acamprosate	AFCGFAGUEYAMAO-UHFFFAOYSA-N
DB00660	CB0175959	Metaxalone	IMWZZHHPURKASS-UHFFFAOYSA-N
DB00661	CB5376232	Verapamil	SGTNSNPWRIOYBX-UHFFFAOYSA-N
DB00662	CB4712200	Trimethobenzamide	FEZBIKUBAYAZIU-UHFFFAOYSA-N
DB00662	CB5700149	Trimethobenzamide	FEZBIKUBAYAZIU-UHFFFAOYSA-N
DB00663	CB0320407	Flumethasone	WXURHACBFYSXBI-GQKYHHCASA-N
DB00663	CB2324823	Flumethasone	WXURHACBFYSXBI-GQKYHHCASA-N
DB00664	CB3725126	Sulfametopyrazine	KXRZBTAEDBELFD-UHFFFAOYSA-N
DB00665	CB3278091	Nilutamide	XWXYUMMDTVBTOU-UHFFFAOYSA-N
DB00666	CB4246893	Nafarelin	RWHUEXWOYVBUCI-ITQXDASVSA-N
DB00668	CB2269997	Epinephrine	UCTWMZQNUQWSLP-VIFPVBQESA-N
DB00668	CB23358931	Epinephrine	UCTWMZQNUQWSLP-VIFPVBQESA-N
DB00668	CB4885559	Epinephrine	UCTWMZQNUQWSLP-VIFPVBQESA-N
DB00668	CB72673414	Epinephrine	UCTWMZQNUQWSLP-VIFPVBQESA-N
DB00668	CB8322199	Epinephrine	UCTWMZQNUQWSLP-VIFPVBQESA-N
DB00669	CB1135040	Sumatriptan	KQKPFRSPSRPDEB-UHFFFAOYSA-N
DB00669	CB4135041	Sumatriptan	KQKPFRSPSRPDEB-UHFFFAOYSA-N
DB00670	CB1245572	Pirenzepine	RMHMFHUVIITRHF-UHFFFAOYSA-N
DB00670	CB8694090	Pirenzepine	RMHMFHUVIITRHF-UHFFFAOYSA-N
DB00671	CB02621214	Cefixime	OKBVVJOGVLARMR-QSWIMTSFSA-N
DB00671	CB4210362	Cefixime	OKBVVJOGVLARMR-QSWIMTSFSA-N
DB00671	CB51270100	Cefixime	OKBVVJOGVLARMR-QSWIMTSFSA-N
DB00672	CB8677954	Chlorpropamide	RKWGIWYCVPQPMF-UHFFFAOYSA-N
DB00673	CB02104032	Aprepitant	ATALOFNDEOCMKK-OITMNORJSA-N
DB00673	CB23146512	Aprepitant	ATALOFNDEOCMKK-OITMNORJSA-N
DB00673	CB32557888	Aprepitant	ATALOFNDEOCMKK-OITMNORJSA-N
DB00673	CB41876356	Aprepitant	ATALOFNDEOCMKK-OITMNORJSA-N
DB00673	CB53146508	Aprepitant	ATALOFNDEOCMKK-OITMNORJSA-N
DB00673	CB63146510	Aprepitant	ATALOFNDEOCMKK-OITMNORJSA-N
DB00673	CB7500857	Aprepitant	ATALOFNDEOCMKK-OITMNORJSA-N
DB00673	CB83146509	Aprepitant	ATALOFNDEOCMKK-OITMNORJSA-N
DB00674	CB2439815	Galantamine	ASUTZQLVASHGKV-JDFRZJQESA-N
DB00674	CB3369766	Galantamine	ASUTZQLVASHGKV-JDFRZJQESA-N
DB00674	CB5439816	Galantamine	ASUTZQLVASHGKV-JDFRZJQESA-N
DB00674	CB8345888	Galantamine	ASUTZQLVASHGKV-JDFRZJQESA-N
DB00674	CB8649070	Galantamine	ASUTZQLVASHGKV-JDFRZJQESA-N
DB00675	CB21261097	Tamoxifen	NKANXQFJJICGDU-QPLCGJKRSA-N
DB00675	CB7853805	Tamoxifen	NKANXQFJJICGDU-QPLCGJKRSA-N
DB00675	CB9438781	Tamoxifen	NKANXQFJJICGDU-QPLCGJKRSA-N
DB00676	CB9152283	Benzyl benzoate	SESFRYSPDFLNCH-UHFFFAOYSA-N
DB00678	CB02485742	Losartan	PSIFNNKUMBGKDQ-UHFFFAOYSA-N
DB00678	CB11016779	Losartan	PSIFNNKUMBGKDQ-UHFFFAOYSA-N
DB00678	CB32545285	Losartan	PSIFNNKUMBGKDQ-UHFFFAOYSA-N
DB00678	CB5465064	Losartan	PSIFNNKUMBGKDQ-UHFFFAOYSA-N
DB00678	CB72485741	Losartan	PSIFNNKUMBGKDQ-UHFFFAOYSA-N
DB00678	CB8120081	Losartan	PSIFNNKUMBGKDQ-UHFFFAOYSA-N
DB00678	CB92545409	Losartan	PSIFNNKUMBGKDQ-UHFFFAOYSA-N
DB00678	CB92545414	Losartan	PSIFNNKUMBGKDQ-UHFFFAOYSA-N
DB00679	CB4256836	Thioridazine	KLBQZWRITKRQQV-UHFFFAOYSA-N
DB00679	CB6763367	Thioridazine	KLBQZWRITKRQQV-UHFFFAOYSA-N
DB00680	CB4493310	Moricizine	FUBVWMNBEHXPSU-UHFFFAOYSA-N
DB00681	CB3425912	Amphotericin B	APKFDSVGJQXUKY-INPOYWNPSA-N
DB00682	CB7267099	Warfarin	PJVWKTKQMONHTI-UHFFFAOYSA-N
DB00682	CB7346095	Warfarin	PJVWKTKQMONHTI-UHFFFAOYSA-N
DB00682	CB9771837	Warfarin	PJVWKTKQMONHTI-UHFFFAOYSA-N
DB00683	CB0418580	Midazolam	DDLIGBOFAVUZHB-UHFFFAOYSA-N
DB00683	CB4174637	Midazolam	DDLIGBOFAVUZHB-UHFFFAOYSA-N
DB00683	CB5285259	Midazolam	DDLIGBOFAVUZHB-UHFFFAOYSA-N
DB00684	CB0475411	Tobramycin	NLVFBUXFDBBNBW-PBSUHMDJSA-N
DB00684	CB6678801	Tobramycin	NLVFBUXFDBBNBW-PBSUHMDJSA-N
DB00684	CB7154445	Tobramycin	NLVFBUXFDBBNBW-PBSUHMDJSA-N
DB00685	CB31456463	Trovafloxacin	WVPSKSLAZQPAKQ-CDMJZVDBSA-N
DB00687	CB7170706	Fludrocortisone	AAXVEMMRQDVLJB-BULBTXNYSA-N
DB00688	CB2663335	Mycophenolate mofetil	RTGDFNSFWBGLEC-SYZQJQIISA-N
DB00688	CB5663336	Mycophenolate mofetil	RTGDFNSFWBGLEC-SYZQJQIISA-N
DB00690	CB8774008	Flurazepam	SAADBVWGJQAEFS-UHFFFAOYSA-N
DB00691	CB6500845	Moexipril	UWWDHYUMIORJTA-HSQYWUDLSA-N
DB00691	CB9338696	Moexipril	UWWDHYUMIORJTA-HSQYWUDLSA-N
DB00692	CB4358864	Phentolamine	MRBDMNSDAVCSSF-UHFFFAOYSA-N
DB00692	CB5708736	Phentolamine	MRBDMNSDAVCSSF-UHFFFAOYSA-N
DB00692	CB6665216	Phentolamine	MRBDMNSDAVCSSF-UHFFFAOYSA-N
DB00693	CB7753558	Fluorescein	GNBHRKFJIUUOQI-UHFFFAOYSA-N
DB00694	CB0338996	Daunorubicin	STQGQHZAVUOBTE-VGBVRHCVSA-N
DB00694	CB7113022	Daunorubicin	STQGQHZAVUOBTE-VGBVRHCVSA-N
DB00695	CB03386543	Furosemide	ZZUFCTLCJUWOSV-UHFFFAOYSA-N
DB00695	CB2445739	Furosemide	ZZUFCTLCJUWOSV-UHFFFAOYSA-N
DB00696	CB9279489	Ergotamine	XCGSFFUVFURLIX-VFGNJEKYSA-N
DB00697	CB8480703	Tizanidine	XFYDIVBRZNQMJC-UHFFFAOYSA-N
DB00697	CB9670538	Tizanidine	XFYDIVBRZNQMJC-UHFFFAOYSA-N
DB00698	CB7346080	Nitrofurantoin	NXFQHRVNIOXGAQ-YCRREMRBSA-N
DB00698	CB91075428	Nitrofurantoin	NXFQHRVNIOXGAQ-YCRREMRBSA-N
DB00699	CB9728301	Nicergoline	YSEXMKHXIOCEJA-FVFQAYNVSA-N
DB00701	CB4186139	Amprenavir	YMARZQAQMVYCKC-OEMFJLHTSA-N
DB00703	CB6150374	Methazolamide	FLOSMHQXBMRNHR-UHFFFAOYSA-N
DB00704	CB9394737	Naltrexone	DQCKKXVULJGBQN-XFWGSAIBSA-N
DB00705	CB8292151	Delavirdine	WHBIGIKBNXZKFE-UHFFFAOYSA-N
DB00706	CB22675761	Tamsulosin	DRHKJLXJIQTDTD-OAHLLOKOSA-N
DB00706	CB3128875	Tamsulosin	DRHKJLXJIQTDTD-OAHLLOKOSA-N
DB00706	CB3410080	Tamsulosin	DRHKJLXJIQTDTD-OAHLLOKOSA-N
DB00706	CB61175411	Tamsulosin	DRHKJLXJIQTDTD-OAHLLOKOSA-N
DB00706	CB81073674	Tamsulosin	DRHKJLXJIQTDTD-OAHLLOKOSA-N
DB00709	CB1290608	Lamivudine	JTEGQNOMFQHVDC-NKWVEPMBSA-N
DB00709	CB52544853	Lamivudine	JTEGQNOMFQHVDC-NKWVEPMBSA-N
DB00709	CB82545053	Lamivudine	JTEGQNOMFQHVDC-NKWVEPMBSA-N
DB00710	CB31261504	Ibandronate	MPBVHIBUJCELCL-UHFFFAOYSA-N
DB00710	CB4286017	Ibandronate	MPBVHIBUJCELCL-UHFFFAOYSA-N
DB00710	CB4500836	Ibandronate	MPBVHIBUJCELCL-UHFFFAOYSA-N
DB00711	CB5326262	Diethylcarbamazine	RCKMWOKWVGPNJF-UHFFFAOYSA-N
DB00711	CB9243620	Diethylcarbamazine	RCKMWOKWVGPNJF-UHFFFAOYSA-N
DB00712	CB5501663	Flurbiprofen	SYTBZMRGLBWNTM-UHFFFAOYSA-N
DB00712	CB7465967	Flurbiprofen	SYTBZMRGLBWNTM-UHFFFAOYSA-N
DB00712	CB8284910	Flurbiprofen	SYTBZMRGLBWNTM-UHFFFAOYSA-N
DB00712	CB8302496	Flurbiprofen	SYTBZMRGLBWNTM-UHFFFAOYSA-N
DB00713	CB6278850	Oxacillin	UWYHMGVUTGAWSP-JKIFEVAISA-N
DB00713	CB9278851	Oxacillin	UWYHMGVUTGAWSP-JKIFEVAISA-N
DB00714	CB3447114	Apomorphine	VMWNQDUVQKEIOC-CYBMUJFWSA-N
DB00715	CB02582841	Paroxetine	AHOUBRCZNHFOSL-YOEHRIQHSA-N
DB00715	CB1178023	Paroxetine	AHOUBRCZNHFOSL-YOEHRIQHSA-N
DB00715	CB3500521	Paroxetine	AHOUBRCZNHFOSL-YOEHRIQHSA-N
DB00715	CB5178021	Paroxetine	AHOUBRCZNHFOSL-YOEHRIQHSA-N
DB00715	CB8178022	Paroxetine	AHOUBRCZNHFOSL-YOEHRIQHSA-N
DB00716	CB81011490	Nedocromil	RQTOOFIXOKYGAN-UHFFFAOYSA-N
DB00716	CB9122310	Nedocromil	RQTOOFIXOKYGAN-UHFFFAOYSA-N
DB00717	CB0455127	Norethisterone	VIKNJXKGJWUCNN-XGXHKTLJSA-N
DB00718	CB6237644	Adefovir dipivoxil	WOZSCQDILHKSGG-UHFFFAOYSA-N
DB00719	CB21032244	Azatadine	SEBMTIQKRHYNIT-UHFFFAOYSA-N
DB00720	CB0318011	Clodronic acid	ACSIXWWBWUQEHA-UHFFFAOYSA-N
DB00720	CB0743602	Clodronic acid	ACSIXWWBWUQEHA-UHFFFAOYSA-N
DB00720	CB43040267	Clodronic acid	ACSIXWWBWUQEHA-UHFFFAOYSA-N
DB00720	CB4404653	Clodronic acid	ACSIXWWBWUQEHA-UHFFFAOYSA-N
DB00721	CB04796981	Procaine	MFDFERRIHVXMIY-UHFFFAOYSA-N
DB00721	CB0731029	Procaine	MFDFERRIHVXMIY-UHFFFAOYSA-N
DB00721	CB34796982	Procaine	MFDFERRIHVXMIY-UHFFFAOYSA-N
DB00721	CB6853707	Procaine	MFDFERRIHVXMIY-UHFFFAOYSA-N
DB00721	CB74796980	Procaine	MFDFERRIHVXMIY-UHFFFAOYSA-N
DB00721	CB9296712	Procaine	MFDFERRIHVXMIY-UHFFFAOYSA-N
DB00721	CB94796979	Procaine	MFDFERRIHVXMIY-UHFFFAOYSA-N
DB00722	CB23375916	Lisinopril	RLAWWYSOJDYHDC-BZSNNMDCSA-N
DB00722	CB3113756	Lisinopril	RLAWWYSOJDYHDC-BZSNNMDCSA-N
DB00722	CB6117715	Lisinopril	RLAWWYSOJDYHDC-BZSNNMDCSA-N
DB00723	CB1380846	Methoxamine	WJAJPNHVVFWKKL-UHFFFAOYSA-N
DB00724	CB2664655	Imiquimod	DOUYETYNHWVLEO-UHFFFAOYSA-N
DB00724	CB9257146	Imiquimod	DOUYETYNHWVLEO-UHFFFAOYSA-N
DB00725	CB4405362	Homatropine methylbromide	FUFVKLQESJNNAN-UHFFFAOYSA-M
DB00725	CB6502511	Homatropine methylbromide	FUFVKLQESJNNAN-UHFFFAOYSA-M
DB00725	CB6852573	Homatropine methylbromide	FUFVKLQESJNNAN-UHFFFAOYSA-M
DB00725	CB9114740	Homatropine methylbromide	FUFVKLQESJNNAN-UHFFFAOYSA-M
DB00726	CB4490399	Trimipramine	ZSCDBOWYZJWBIY-UHFFFAOYSA-N
DB00727	CB2145318	Nitroglycerin	SNIOPGDIGTZGOP-UHFFFAOYSA-N
DB00728	CB2222507	Rocuronium	YXRDKMPIGHSVRX-OOJCLDBCSA-N
DB00730	CB1685813	Thiabendazole	WJCNZQLZVWNLKY-UHFFFAOYSA-N
DB00731	CB51270357	Nateglinide	OELFLUMRDSZNSF-BRWVUGGUSA-N
DB00731	CB91270289	Nateglinide	OELFLUMRDSZNSF-BRWVUGGUSA-N
DB00731	CB9472923	Nateglinide	OELFLUMRDSZNSF-BRWVUGGUSA-N
DB00732	CB4668758	Atracurium besylate	XXZSQOVSEBAPGS-UHFFFAOYSA-L
DB00732	CB62130242	Atracurium besylate	XXZSQOVSEBAPGS-UHFFFAOYSA-L
DB00732	CB7855410	Atracurium besylate	XXZSQOVSEBAPGS-UHFFFAOYSA-L
DB00732	CB9379882	Atracurium besylate	XXZSQOVSEBAPGS-UHFFFAOYSA-L
DB00732	CB9885903	Atracurium besylate	XXZSQOVSEBAPGS-UHFFFAOYSA-L
DB00733	CB6396710	Pralidoxime	JBKPUQTUERUYQE-UHFFFAOYSA-O
DB00733	CB8417130	Pralidoxime	JBKPUQTUERUYQE-UHFFFAOYSA-O
DB00734	CB41565182	Risperidone	RAPZEAPATHNIPO-UHFFFAOYSA-N
DB00734	CB63154711	Risperidone	RAPZEAPATHNIPO-UHFFFAOYSA-N
DB00734	CB9131730	Risperidone	RAPZEAPATHNIPO-UHFFFAOYSA-N
DB00735	CB5211922	Naftifine	OZGNYLLQHRPOBR-DHZHZOJOSA-N
DB00735	CB6349312	Naftifine	OZGNYLLQHRPOBR-DHZHZOJOSA-N
DB00736	CB5160491	Esomeprazole	SUBDBMMJDZJVOS-DEOSSOPVSA-N
DB00736	CB6740618	Esomeprazole	SUBDBMMJDZJVOS-DEOSSOPVSA-N
DB00736	CB8160492	Esomeprazole	SUBDBMMJDZJVOS-DEOSSOPVSA-N
DB00737	CB1501443	Meclizine	OCJYIGYOJCODJL-UHFFFAOYSA-N
DB00737	CB2753083	Meclizine	OCJYIGYOJCODJL-UHFFFAOYSA-N
DB00737	CB9362486	Meclizine	OCJYIGYOJCODJL-UHFFFAOYSA-N
DB00738	CB4476092	Pentamidine	XDRYMKDFEDOLFX-UHFFFAOYSA-N
DB00738	CB5101632	Pentamidine	XDRYMKDFEDOLFX-UHFFFAOYSA-N
DB00740	CB3353226	Riluzole	FTALBRSUTCGOEG-UHFFFAOYSA-N
DB00741	CB42674445	Hydrocortisone	JYGXADMDTFJGBT-VWUMJDOOSA-N
DB00741	CB8393647	Hydrocortisone	JYGXADMDTFJGBT-VWUMJDOOSA-N
DB00741	CB9756715	Hydrocortisone	JYGXADMDTFJGBT-VWUMJDOOSA-N
DB00742	CB01260814	Mannitol	FBPFZTCFMRRESA-KVTDHHQDSA-N
DB00742	CB1450189	Mannitol	FBPFZTCFMRRESA-KVTDHHQDSA-N
DB00742	CB4683502	Mannitol	FBPFZTCFMRRESA-KVTDHHQDSA-N
DB00742	CB4720971	Mannitol	FBPFZTCFMRRESA-KVTDHHQDSA-N
DB00742	CB5174210	Mannitol	FBPFZTCFMRRESA-KVTDHHQDSA-N
DB00742	CB5309494	Mannitol	FBPFZTCFMRRESA-KVTDHHQDSA-N
DB00742	CB7183649	Mannitol	FBPFZTCFMRRESA-KVTDHHQDSA-N
DB00742	CB7720972	Mannitol	FBPFZTCFMRRESA-KVTDHHQDSA-N
DB00744	CB1344903	Zileuton	MWLSOWXNZPKENC-UHFFFAOYSA-N
DB00746	CB4372020	Deferoxamine	UBQYURCVBFRUQT-UHFFFAOYSA-N
DB00746	CB8506290	Deferoxamine	UBQYURCVBFRUQT-UHFFFAOYSA-N
DB00747	CB4160045	Scopolamine	STECJAGHUSJQJN-FWXGHANASA-N
DB00747	CB7311132	Scopolamine	STECJAGHUSJQJN-FWXGHANASA-N
DB00747	CB9363236	Scopolamine	STECJAGHUSJQJN-FWXGHANASA-N
DB00747	CB9766723	Scopolamine	STECJAGHUSJQJN-FWXGHANASA-N
DB00747	CB9875364	Scopolamine	STECJAGHUSJQJN-FWXGHANASA-N
DB00748	CB4183800	Carbinoxamine	OJFSXZCBGQGRNV-UHFFFAOYSA-N
DB00748	CB4875334	Carbinoxamine	OJFSXZCBGQGRNV-UHFFFAOYSA-N
DB00749	CB3216064	Etodolac	NNYBQONXHNTVIJ-UHFFFAOYSA-N
DB00750	CB2139212	Prilocaine	MVFGUOIZUNYYSO-UHFFFAOYSA-N
DB00750	CB22510976	Prilocaine	MVFGUOIZUNYYSO-UHFFFAOYSA-N
DB00750	CB8270843	Prilocaine	MVFGUOIZUNYYSO-UHFFFAOYSA-N
DB00751	CB2230197	Epinastine	WHWZLSFABNNENI-UHFFFAOYSA-N
DB00751	CB2854847	Epinastine	WHWZLSFABNNENI-UHFFFAOYSA-N
DB00751	CB5197444	Epinastine	WHWZLSFABNNENI-UHFFFAOYSA-N
DB00751	CB8197445	Epinastine	WHWZLSFABNNENI-UHFFFAOYSA-N
DB00752	CB11427836	Tranylcypromine	AELCINSCMGFISI-UHFFFAOYSA-N
DB00752	CB2314310	Tranylcypromine	AELCINSCMGFISI-UHFFFAOYSA-N
DB00752	CB32745571	Tranylcypromine	AELCINSCMGFISI-UHFFFAOYSA-N
DB00752	CB52202234	Tranylcypromine	AELCINSCMGFISI-UHFFFAOYSA-N
DB00752	CB52223989	Tranylcypromine	AELCINSCMGFISI-UHFFFAOYSA-N
DB00752	CB8926373	Tranylcypromine	AELCINSCMGFISI-UHFFFAOYSA-N
DB00752	CB9141768	Tranylcypromine	AELCINSCMGFISI-UHFFFAOYSA-N
DB00753	CB8437691	Isoflurane	PIWKPBJCKXDKJR-UHFFFAOYSA-N
DB00755	CB11175476	Tretinoin	SHGAZHPCJJPHSC-YCNIQYBTSA-N
DB00755	CB2386395	Tretinoin	SHGAZHPCJJPHSC-YCNIQYBTSA-N
DB00755	CB3222630	Tretinoin	SHGAZHPCJJPHSC-YCNIQYBTSA-N
DB00755	CB52511459	Tretinoin	SHGAZHPCJJPHSC-YCNIQYBTSA-N
DB00755	CB6222631	Tretinoin	SHGAZHPCJJPHSC-YCNIQYBTSA-N
DB00755	CB71365387	Tretinoin	SHGAZHPCJJPHSC-YCNIQYBTSA-N
DB00756	CB8687902	Hexachlorophene	ACGUYXCXAPNIKK-UHFFFAOYSA-N
DB00757	CB8341693	Dolasetron	UKTAZPQNNNJVKR-KJGYPYNMSA-N
DB00758	CB0341208	Clopidogrel	GKTWGGQPFAXNFI-HNNXBMFYSA-N
DB00758	CB0505772	Clopidogrel	GKTWGGQPFAXNFI-HNNXBMFYSA-N
DB00758	CB1341210	Clopidogrel	GKTWGGQPFAXNFI-HNNXBMFYSA-N
DB00758	CB3341209	Clopidogrel	GKTWGGQPFAXNFI-HNNXBMFYSA-N
DB00758	CB3505773	Clopidogrel	GKTWGGQPFAXNFI-HNNXBMFYSA-N
DB00758	CB51876676	Clopidogrel	GKTWGGQPFAXNFI-HNNXBMFYSA-N
DB00759	CB1704886	Tetracycline	OFVLGDICTFRJMM-WESIUVDSSA-N
DB00759	CB6153810	Tetracycline	OFVLGDICTFRJMM-WESIUVDSSA-N
DB00760	CB0190233	Meropenem	DMJNNHOOLUXYBV-PQTSNVLCSA-N
DB00760	CB7459533	Meropenem	DMJNNHOOLUXYBV-PQTSNVLCSA-N
DB00761	CB0152361	Potassium chloride	WCUXLLCKKVVCTQ-UHFFFAOYSA-M
DB00761	CB6403296	Potassium chloride	WCUXLLCKKVVCTQ-UHFFFAOYSA-M
DB00761	CB9137176	Potassium chloride	WCUXLLCKKVVCTQ-UHFFFAOYSA-M
DB00761	CB9403297	Potassium chloride	WCUXLLCKKVVCTQ-UHFFFAOYSA-M
DB00762	CB1124156	Irinotecan	UWKQSNNFCGGAFS-XIFFEERXSA-N
DB00762	CB6122430	Irinotecan	UWKQSNNFCGGAFS-XIFFEERXSA-N
DB00762	CB8122429	Irinotecan	UWKQSNNFCGGAFS-XIFFEERXSA-N
DB00763	CB9220870	Methimazole	PMRYVIKBURPHAH-UHFFFAOYSA-N
DB00765	CB2480716	Metyrosine	NHTGHBARYWONDQ-JTQLQIEISA-N
DB00765	CB51511065	Metyrosine	NHTGHBARYWONDQ-JTQLQIEISA-N
DB00765	CB6498278	Metyrosine	NHTGHBARYWONDQ-JTQLQIEISA-N
DB00766	CB21373664	Clavulanic acid	HZZVJAQRINQKSD-PBFISZAISA-N
DB00766	CB2722502	Clavulanic acid	HZZVJAQRINQKSD-PBFISZAISA-N
DB00766	CB31458205	Clavulanic acid	HZZVJAQRINQKSD-PBFISZAISA-N
DB00766	CB52709399	Clavulanic acid	HZZVJAQRINQKSD-PBFISZAISA-N
DB00766	CB9722501	Clavulanic acid	HZZVJAQRINQKSD-PBFISZAISA-N
DB00768	CB0144403	Olopatadine	JBIMVDZLSHOPLA-LSCVHKIXSA-N
DB00768	CB0689142	Olopatadine	JBIMVDZLSHOPLA-LSCVHKIXSA-N
DB00768	CB92557921	Olopatadine	JBIMVDZLSHOPLA-LSCVHKIXSA-N
DB00770	CB4666097	Alprostadil	GMVPRGQOIOIIMI-DWKJAMRDSA-N
DB00770	CB6141459	Alprostadil	GMVPRGQOIOIIMI-DWKJAMRDSA-N
DB00770	CB6738909	Alprostadil	GMVPRGQOIOIIMI-DWKJAMRDSA-N
DB00771	CB5419496	Clidinium	HOOSGZJRQIVJSZ-NNBUQUNQSA-N
DB00773	CB22741804	Etoposide	VJJPUSNTGOMMGY-MRVIYFEKSA-N
DB00774	CB5416596	Hydroflumethiazide	DMDGGSIALPNSEE-UHFFFAOYSA-N
DB00775	CB0100160	Tirofiban	COKMIXFXJJXBQG-NRFANRHFSA-N
DB00775	CB7506819	Tirofiban	COKMIXFXJJXBQG-NRFANRHFSA-N
DB00775	CB9169083	Tirofiban	COKMIXFXJJXBQG-NRFANRHFSA-N
DB00776	CB9238172	Oxcarbazepine	CTRLABGOLIVAIY-UHFFFAOYSA-N
DB00777	CB7934557	Propiomazine	UVOIBTBFPOZKGP-UHFFFAOYSA-N
DB00778	CB1707342	Roxithromycin	RXZBMPWDPOLZGW-XMRMVWPWSA-N
DB00778	CB43164664	Roxithromycin	RXZBMPWDPOLZGW-XMRMVWPWSA-N
DB00779	CB0436638	Nalidixic acid	MHWLWQUZZRMNGJ-UHFFFAOYSA-N
DB00779	CB1194283	Nalidixic acid	MHWLWQUZZRMNGJ-UHFFFAOYSA-N
DB00780	CB0434063	Phenelzine	RMUCZJUITONUFY-UHFFFAOYSA-N
DB00780	CB1719066	Phenelzine	RMUCZJUITONUFY-UHFFFAOYSA-N
DB00781	CB8666707	Polymyxin B	WQVJHHACXVLGBL-BPJDFBQWSA-N
DB00782	CB6444482	Propantheline	VVWYOYDLCMFIEM-UHFFFAOYSA-N
DB00783	CB05477612	Estradiol	VOXZDWNPVJITMN-ZBRFXRBCSA-N
DB00783	CB2200244	Estradiol	VOXZDWNPVJITMN-ZBRFXRBCSA-N
DB00783	CB7289534	Estradiol	VOXZDWNPVJITMN-ZBRFXRBCSA-N
DB00783	CB9131644	Estradiol	VOXZDWNPVJITMN-ZBRFXRBCSA-N
DB00784	CB53076674	Mefenamic acid	HYYBABOKPJLUIN-UHFFFAOYSA-N
DB00784	CB5472051	Mefenamic acid	HYYBABOKPJLUIN-UHFFFAOYSA-N
DB00786	CB31073538	Marimastat	OCSMOTCMPXTDND-OUAUKWLOSA-N
DB00787	CB7126677	Acyclovir	MKUXAQIIEYXACX-UHFFFAOYSA-N
DB00788	CB0239095	Naproxen	CMWTZPSULFXXJA-VIFPVBQESA-N
