drugbank_id	dailtmed_new_id	name	inchi_key
DB00728	ROCURONIUM BROMIDE	Rocuronium	YXRDKMPIGHSVRX-OOJCLDBCSA-N
DB00731	NATEGLINIDE	Nateglinide	OELFLUMRDSZNSF-BRWVUGGUSA-N
DB00732	ATRACURIUM	Atracurium besylate	XXZSQOVSEBAPGS-UHFFFAOYSA-L
DB00732	ATRACURIUM BESYLATE	Atracurium besylate	XXZSQOVSEBAPGS-UHFFFAOYSA-L
DB00732	CISATRACURIUM	Atracurium besylate	XXZSQOVSEBAPGS-UHFFFAOYSA-L
DB00732	CISATRACURIUM BESYLATE	Atracurium besylate	XXZSQOVSEBAPGS-UHFFFAOYSA-L
DB00733	PRALIDOXIME	Pralidoxime	JBKPUQTUERUYQE-UHFFFAOYSA-O
DB00733	PRALIDOXIME CHLORIDE	Pralidoxime	JBKPUQTUERUYQE-UHFFFAOYSA-O
DB00734	RISPERIDONE	Risperidone	RAPZEAPATHNIPO-UHFFFAOYSA-N
DB00735	NAFTIFINE	Naftifine	OZGNYLLQHRPOBR-DHZHZOJOSA-N
DB00735	NAFTIFINE HYDROCHLORIDE	Naftifine	OZGNYLLQHRPOBR-DHZHZOJOSA-N
DB00736	ESOMEPRAZOLE	Esomeprazole	SUBDBMMJDZJVOS-DEOSSOPVSA-N
DB00736	OMEPRAZOLE	Esomeprazole	SUBDBMMJDZJVOS-DEOSSOPVSA-N
DB00737	MECLIZINE	Meclizine	OCJYIGYOJCODJL-UHFFFAOYSA-N
DB00737	MECLIZINE HYDROCHLORIDE	Meclizine	OCJYIGYOJCODJL-UHFFFAOYSA-N
DB00738	PENTAMIDINE	Pentamidine	XDRYMKDFEDOLFX-UHFFFAOYSA-N
DB00738	PENTAMIDINE ISETHIONATE	Pentamidine	XDRYMKDFEDOLFX-UHFFFAOYSA-N
DB00740	RILUZOLE	Riluzole	FTALBRSUTCGOEG-UHFFFAOYSA-N
DB00741	HYDROCORTISONE	Hydrocortisone	JYGXADMDTFJGBT-VWUMJDOOSA-N
DB00742	MANNITOL	Mannitol	FBPFZTCFMRRESA-KVTDHHQDSA-N
DB00742	SORBITOL	Mannitol	FBPFZTCFMRRESA-KVTDHHQDSA-N
DB00744	ZILEUTON	Zileuton	MWLSOWXNZPKENC-UHFFFAOYSA-N
DB00745	ARMODAFINIL	Modafinil	YFGHCGITMMYXAQ-UHFFFAOYSA-N
DB00745	MODAFINIL	Modafinil	YFGHCGITMMYXAQ-UHFFFAOYSA-N
DB00746	DEFEROXAMINE	Deferoxamine	UBQYURCVBFRUQT-UHFFFAOYSA-N
DB00746	DEFEROXAMINE MESYLATE	Deferoxamine	UBQYURCVBFRUQT-UHFFFAOYSA-N
DB00747	SCOPOLAMINE	Scopolamine	STECJAGHUSJQJN-FWXGHANASA-N
DB00747	SCOPOLAMINE HYDROBROMIDE	Scopolamine	STECJAGHUSJQJN-FWXGHANASA-N
DB00748	CARBINOXAMINE	Carbinoxamine	OJFSXZCBGQGRNV-UHFFFAOYSA-N
DB00748	CARBINOXAMINE MALEATE	Carbinoxamine	OJFSXZCBGQGRNV-UHFFFAOYSA-N
DB00749	ETODOLAC	Etodolac	NNYBQONXHNTVIJ-UHFFFAOYSA-N
DB00750	PRILOCAINE	Prilocaine	MVFGUOIZUNYYSO-UHFFFAOYSA-N
DB00750	PRILOCAINE HYDROCHLORIDE	Prilocaine	MVFGUOIZUNYYSO-UHFFFAOYSA-N
DB00751	EPINASTINE	Epinastine	WHWZLSFABNNENI-UHFFFAOYSA-N
DB00751	EPINASTINE HYDROCHLORIDE	Epinastine	WHWZLSFABNNENI-UHFFFAOYSA-N
DB00752	TRANYLCYPROMINE SULFATE	Tranylcypromine	AELCINSCMGFISI-UHFFFAOYSA-N
DB00753	ISOFLURANE	Isoflurane	PIWKPBJCKXDKJR-UHFFFAOYSA-N
DB00754	ETHOTOIN	Ethotoin	SZQIFWWUIBRPBZ-UHFFFAOYSA-N
DB00755	ALITRETINOIN	Tretinoin	SHGAZHPCJJPHSC-YCNIQYBTSA-N
DB00755	ISOTRETINOIN	Tretinoin	SHGAZHPCJJPHSC-YCNIQYBTSA-N
DB00755	TRETINOIN	Tretinoin	SHGAZHPCJJPHSC-YCNIQYBTSA-N
DB00757	DOLASETRON	Dolasetron	UKTAZPQNNNJVKR-KJGYPYNMSA-N
DB00757	DOLASETRON MESYLATE	Dolasetron	UKTAZPQNNNJVKR-KJGYPYNMSA-N
DB00758	CLOPIDOGREL	Clopidogrel	GKTWGGQPFAXNFI-HNNXBMFYSA-N
DB00758	CLOPIDOGREL BISULFATE	Clopidogrel	GKTWGGQPFAXNFI-HNNXBMFYSA-N
DB00759	TETRACYCLINE	Tetracycline	OFVLGDICTFRJMM-WESIUVDSSA-N
DB00759	TETRACYCLINE HYDROCHLORIDE	Tetracycline	OFVLGDICTFRJMM-WESIUVDSSA-N
DB00760	MEROPENEM	Meropenem	DMJNNHOOLUXYBV-PQTSNVLCSA-N
DB00761	HYDROCHLORIC ACID	Potassium chloride	WCUXLLCKKVVCTQ-UHFFFAOYSA-M
DB00761	POTASSIUM CHLORIDE	Potassium chloride	WCUXLLCKKVVCTQ-UHFFFAOYSA-M
DB00762	IRINOTECAN	Irinotecan	UWKQSNNFCGGAFS-XIFFEERXSA-N
DB00762	IRINOTECAN HYDROCHLORIDE	Irinotecan	UWKQSNNFCGGAFS-XIFFEERXSA-N
DB00763	METHIMAZOLE	Methimazole	PMRYVIKBURPHAH-UHFFFAOYSA-N
DB00765	METYROSINE	Metyrosine	NHTGHBARYWONDQ-JTQLQIEISA-N
DB00766	CLAVULANATE POTASSIUM	Clavulanic acid	HZZVJAQRINQKSD-PBFISZAISA-N
DB00766	CLAVULANIC ACID	Clavulanic acid	HZZVJAQRINQKSD-PBFISZAISA-N
DB00768	OLOPATADINE	Olopatadine	JBIMVDZLSHOPLA-LSCVHKIXSA-N
DB00768	OLOPATADINE HYDROCHLORIDE	Olopatadine	JBIMVDZLSHOPLA-LSCVHKIXSA-N
DB00770	ALPROSTADIL	Alprostadil	GMVPRGQOIOIIMI-DWKJAMRDSA-N
DB00771	CLIDINIUM	Clidinium	HOOSGZJRQIVJSZ-NNBUQUNQSA-N
DB00771	CLIDINIUM BROMIDE	Clidinium	HOOSGZJRQIVJSZ-NNBUQUNQSA-N
DB00772	MALATHION	Malathion	JXSJBGJIGXNWCI-UHFFFAOYSA-N
DB00773	ETOPOSIDE	Etoposide	VJJPUSNTGOMMGY-MRVIYFEKSA-N
DB00774	HYDROFLUMETHIAZIDE	Hydroflumethiazide	DMDGGSIALPNSEE-UHFFFAOYSA-N
DB00775	TIROFIBAN	Tirofiban	COKMIXFXJJXBQG-NRFANRHFSA-N
DB00775	TIROFIBAN HYDROCHLORIDE	Tirofiban	COKMIXFXJJXBQG-NRFANRHFSA-N
DB00776	OXCARBAZEPINE	Oxcarbazepine	CTRLABGOLIVAIY-UHFFFAOYSA-N
DB00780	PHENELZINE	Phenelzine	RMUCZJUITONUFY-UHFFFAOYSA-N
DB00780	PHENELZINE SULFATE	Phenelzine	RMUCZJUITONUFY-UHFFFAOYSA-N
DB00781	POLYMYXIN B	Polymyxin B	WQVJHHACXVLGBL-BPJDFBQWSA-N
DB00781	POLYMYXIN B SULFATE	Polymyxin B	WQVJHHACXVLGBL-BPJDFBQWSA-N
DB00782	PROPANTHELINE	Propantheline	VVWYOYDLCMFIEM-UHFFFAOYSA-N
DB00782	PROPANTHELINE BROMIDE	Propantheline	VVWYOYDLCMFIEM-UHFFFAOYSA-N
DB00783	ALFATRADIOL	Estradiol	VOXZDWNPVJITMN-ZBRFXRBCSA-N
DB00783	ESTRADIOL	Estradiol	VOXZDWNPVJITMN-ZBRFXRBCSA-N
DB00784	MEFENAMIC ACID	Mefenamic acid	HYYBABOKPJLUIN-UHFFFAOYSA-N
DB00787	ACYCLOVIR	Acyclovir	MKUXAQIIEYXACX-UHFFFAOYSA-N
DB00788	NAPROXEN	Naproxen	CMWTZPSULFXXJA-VIFPVBQESA-N
DB00789	PENTETIC ACID	Gadopentetic acid	IZOOGPBRAOKZFK-UHFFFAOYSA-K
DB00790	PERINDOPRIL	Perindopril	IPVQLZZIHOAWMC-QXKUPLGCSA-N
DB00790	PERINDOPRIL ARGININE	Perindopril	IPVQLZZIHOAWMC-QXKUPLGCSA-N
DB00790	PERINDOPRIL ERBUMINE	Perindopril	IPVQLZZIHOAWMC-QXKUPLGCSA-N
DB00794	PRIMIDONE	Primidone	DQMZLTXERSFNPB-UHFFFAOYSA-N
DB00795	SULFASALAZINE	Sulfasalazine	NCEXYHBECQHGNR-QZQOTICOSA-N
DB00796	CANDESARTAN CILEXETIL	Candesartan cilexetil	GHOSNRCGJFBJIB-UHFFFAOYSA-N
DB00798	GENTAMICIN	Gentamicin	CEAZRRDELHUEMR-UHFFFAOYSA-N
DB00798	GENTAMICIN SULFATE	Gentamicin	CEAZRRDELHUEMR-UHFFFAOYSA-N
DB00799	TAZAROTENE	Tazarotene	OGQICQVSFDPSEI-UHFFFAOYSA-N
DB00800	FENOLDOPAM	Fenoldopam	TVURRHSHRRELCG-UHFFFAOYSA-N
DB00800	FENOLDOPAM MESYLATE	Fenoldopam	TVURRHSHRRELCG-UHFFFAOYSA-N
DB00802	ALFENTANIL	Alfentanil	IDBPHNDTYPBSNI-UHFFFAOYSA-N
DB00802	ALFENTANIL HYDROCHLORIDE	Alfentanil	IDBPHNDTYPBSNI-UHFFFAOYSA-N
DB00804	DICYCLOMINE	Dicyclomine	CURUTKGFNZGFSE-UHFFFAOYSA-N
DB00804	DICYCLOMINE HYDROCHLORIDE	Dicyclomine	CURUTKGFNZGFSE-UHFFFAOYSA-N
DB00806	PENTOXIFYLLINE	Pentoxifylline	BYPFEZZEUUWMEJ-UHFFFAOYSA-N
DB00807	PROPARACAINE	Proparacaine	KCLANYCVBBTKTO-UHFFFAOYSA-N
DB00807	PROPARACAINE HYDROCHLORIDE	Proparacaine	KCLANYCVBBTKTO-UHFFFAOYSA-N
DB00808	INDAPAMIDE	Indapamide	NDDAHWYSQHTHNT-UHFFFAOYSA-N
DB00809	TROPICAMIDE	Tropicamide	BGDKAVGWHJFAGW-UHFFFAOYSA-N
DB00811	RIBAVIRIN	Ribavirin	IWUCXVSUMQZMFG-AFCXAGJDSA-N
DB00812	PHENYLBUTAZONE	Phenylbutazone	VYMDGNCVAMGZFE-UHFFFAOYSA-N
DB00813	FENTANYL	Fentanyl	PJMPHNIQZUBGLI-UHFFFAOYSA-N
DB00813	FENTANYL CITRATE	Fentanyl	PJMPHNIQZUBGLI-UHFFFAOYSA-N
DB00813	FENTANYL HYDROCHLORIDE	Fentanyl	PJMPHNIQZUBGLI-UHFFFAOYSA-N
DB00814	MELOXICAM	Meloxicam	ZRVUJXDFFKFLMG-UHFFFAOYSA-N
DB00815	SODIUM LAURYL SULFATE	Sodium lauryl sulfate	DBMJMQXJHONAFJ-UHFFFAOYSA-M
DB00816	METAPROTERENOL	Orciprenaline	LMOINURANNBYCM-UHFFFAOYSA-N
DB00816	METAPROTERENOL SULFATE	Orciprenaline	LMOINURANNBYCM-UHFFFAOYSA-N
DB00818	PROPOFOL	Propofol	OLBCVFGFOZPWHH-UHFFFAOYSA-N
DB00819	ACETAZOLAMIDE	Acetazolamide	BZKPWHYZMXOIDC-UHFFFAOYSA-N
DB00820	TADALAFIL	Tadalafil	WOXKDUGGOYFFRN-IIBYNOLFSA-N
DB00822	DISULFIRAM	Disulfiram	AUZONCFQVSMFAP-UHFFFAOYSA-N
DB00823	ETHYNODIOL DIACETATE	Ethynodiol diacetate	ONKUMRGIYFNPJW-KIEAKMPYSA-N
DB00825	LEVOMENTHOL	Levomenthol	NOOLISFMXDJSKH-KXUCPTDWSA-N
DB00826	NATAMYCIN	Natamycin	NCXMLFZGDNKEPB-FFPOYIOWSA-N
DB00828	FOSFOMYCIN	Fosfomycin	YMDXZJFXQJVXBF-STHAYSLISA-N
DB00828	FOSFOMYCIN TROMETHAMINE	Fosfomycin	YMDXZJFXQJVXBF-STHAYSLISA-N
DB00829	DIAZEPAM	Diazepam	AAOVKJBEBIDNHE-UHFFFAOYSA-N
DB00831	TRIFLUOPERAZINE	Trifluoperazine	ZEWQUBUPAILYHI-UHFFFAOYSA-N
DB00831	TRIFLUOPERAZINE HYDROCHLORIDE	Trifluoperazine	ZEWQUBUPAILYHI-UHFFFAOYSA-N
DB00833	CEFACLOR	Cefaclor	QYIYFLOTGYLRGG-GPCCPHFNSA-N
DB00834	MIFEPRISTONE	Mifepristone	VKHAHZOOUSRJNA-GCNJZUOMSA-N
DB00835	BROMPHENIRAMINE	Brompheniramine	ZDIGNSYAACHWNL-UHFFFAOYSA-N
DB00835	BROMPHENIRAMINE MALEATE	Brompheniramine	ZDIGNSYAACHWNL-UHFFFAOYSA-N
DB00835	DEXBROMPHENIRAMINE	Brompheniramine	ZDIGNSYAACHWNL-UHFFFAOYSA-N
DB00835	DEXBROMPHENIRAMINE MALEATE	Brompheniramine	ZDIGNSYAACHWNL-UHFFFAOYSA-N
DB00836	LOPERAMIDE	Loperamide	RDOIQAHITMMDAJ-UHFFFAOYSA-N
DB00836	LOPERAMIDE HYDROCHLORIDE	Loperamide	RDOIQAHITMMDAJ-UHFFFAOYSA-N
DB00839	TOLAZAMIDE	Tolazamide	OUDSBRTVNLOZBN-UHFFFAOYSA-N
DB00841	DOBUTAMINE	Dobutamine	JRWZLRBJNMZMFE-UHFFFAOYSA-N
DB00841	DOBUTAMINE HYDROCHLORIDE	Dobutamine	JRWZLRBJNMZMFE-UHFFFAOYSA-N
DB00842	OXAZEPAM	Oxazepam	ADIMAYPTOBDMTL-UHFFFAOYSA-N
DB00843	DONEPEZIL	Donepezil	ADEBPBSSDYVVLD-UHFFFAOYSA-N
DB00843	DONEPEZIL HYDROCHLORIDE	Donepezil	ADEBPBSSDYVVLD-UHFFFAOYSA-N
DB00844	NALBUPHINE	Nalbuphine	NETZHAKZCGBWSS-CEDHKZHLSA-N
DB00844	NALBUPHINE HYDROCHLORIDE	Nalbuphine	NETZHAKZCGBWSS-CEDHKZHLSA-N
DB00846	FLURANDRENOLIDE	Flurandrenolide	POPFMWWJOGLOIF-XWCQMRHXSA-N
DB00847	CYSTEAMINE	Cysteamine	UFULAYFCSOUIOV-UHFFFAOYSA-N
DB00850	PERPHENAZINE	Perphenazine	RGCVKNLCSQQDEP-UHFFFAOYSA-N
DB00851	DACARBAZINE	Dacarbazine	FDKXTQMXEQVLRF-ZHACJKMWSA-N
DB00852	EPHEDRINE	Pseudoephedrine	KWGRBVOPPLSCSI-WCBMZHEXSA-N
DB00852	PSEUDOEPHEDRINE	Pseudoephedrine	KWGRBVOPPLSCSI-WCBMZHEXSA-N
DB00853	TEMOZOLOMIDE	Temozolomide	BPEGJWRSRHCHSN-UHFFFAOYSA-N
DB00854	LEVORPHANOL	Levorphanol	JAQUASYNZVUNQP-USXIJHARSA-N
DB00854	LEVORPHANOL TARTRATE	Levorphanol	JAQUASYNZVUNQP-USXIJHARSA-N
DB00855	AMINOLEVULINIC ACID	Aminolevulinic acid	ZGXJTSGNIOSYLO-UHFFFAOYSA-N
DB00855	AMINOLEVULINIC ACID HYDROCHLORIDE	Aminolevulinic acid	ZGXJTSGNIOSYLO-UHFFFAOYSA-N
DB00857	TERBINAFINE	Terbinafine	DOMXUEMWDBAQBQ-WEVVVXLNSA-N
DB00857	TERBINAFINE HYDROCHLORIDE	Terbinafine	DOMXUEMWDBAQBQ-WEVVVXLNSA-N
DB00859	PENICILLAMINE	Penicillamine	VVNCNSJFMMFHPL-VKHMYHEASA-N
DB00860	PREDNISOLONE	Prednisolone	OIGNJSKKLXVSLS-VWUMJDOOSA-N
DB00861	DIFLUNISAL	Diflunisal	HUPFGZXOMWLGNK-UHFFFAOYSA-N
DB00862	VARDENAFIL	Vardenafil	SECKRCOLJRRGGV-UHFFFAOYSA-N
DB00862	VARDENAFIL HYDROCHLORIDE	Vardenafil	SECKRCOLJRRGGV-UHFFFAOYSA-N
DB00863	RANITIDINE	Ranitidine	VMXUWOKSQNHOCA-UHFFFAOYSA-N
DB00863	RANITIDINE HYDROCHLORIDE	Ranitidine	VMXUWOKSQNHOCA-UHFFFAOYSA-N
DB00864	TACROLIMUS	Tacrolimus	QJJXYPPXXYFBGM-LFZNUXCKSA-N
DB00865	BENZPHETAMINE	Benzphetamine	YXKTVDFXDRQTKV-HNNXBMFYSA-N
DB00865	BENZPHETAMINE HYDROCHLORIDE	Benzphetamine	YXKTVDFXDRQTKV-HNNXBMFYSA-N
DB00868	BENZONATATE	Benzonatate	MAFMQEKGGFWBAB-UHFFFAOYSA-N
DB00869	DORZOLAMIDE	Dorzolamide	IAVUPMFITXYVAF-XPUUQOCRSA-N
DB00869	DORZOLAMIDE HYDROCHLORIDE	Dorzolamide	IAVUPMFITXYVAF-XPUUQOCRSA-N
DB00870	SUPROFEN	Suprofen	MDKGKXOCJGEUJW-UHFFFAOYSA-N
DB00871	TERBUTALINE	Terbutaline	XWTYSIMOBUGWOL-UHFFFAOYSA-N
DB00871	TERBUTALINE SULFATE	Terbutaline	XWTYSIMOBUGWOL-UHFFFAOYSA-N
DB00872	CONIVAPTAN	Conivaptan	IKENVDNFQMCRTR-UHFFFAOYSA-N
DB00872	CONIVAPTAN HYDROCHLORIDE	Conivaptan	IKENVDNFQMCRTR-UHFFFAOYSA-N
DB00874	GUAIFENESIN	Guaifenesin	HSRJKNPTNIJEKV-UHFFFAOYSA-N
DB00876	EPROSARTAN	Eprosartan	OROAFUQRIXKEMV-LDADJPATSA-N
DB00876	EPROSARTAN MESYLATE	Eprosartan	OROAFUQRIXKEMV-LDADJPATSA-N
DB00877	SIROLIMUS	Sirolimus	QFJCIRLUMZQUOT-HPLJOQBZSA-N
DB00878	CHLORHEXIDINE	Chlorhexidine	GHXZTYHSJHQHIJ-UHFFFAOYSA-N
DB00879	EMTRICITABINE	Emtricitabine	XQSPYNMVSIKCOC-NTSWFWBYSA-N
DB00879	EMTRICITABINE, (+/-)-	Emtricitabine	XQSPYNMVSIKCOC-NTSWFWBYSA-N
DB00880	CHLOROTHIAZIDE	Chlorothiazide	JBMKAUGHUNFTOL-UHFFFAOYSA-N
DB00881	QUINAPRIL	Quinapril	JSDRRTOADPPCHY-HSQYWUDLSA-N
DB00881	QUINAPRIL HYDROCHLORIDE	Quinapril	JSDRRTOADPPCHY-HSQYWUDLSA-N
DB00882	CLOMIPHENE	Clomifene	GKIRPKYJQBWNGO-UHFFFAOYSA-N
DB00882	CLOMIPHENE CITRATE	Clomifene	GKIRPKYJQBWNGO-UHFFFAOYSA-N
DB00883	ISOSORBIDE DINITRATE	Isosorbide dinitrate	MOYKHGMNXAOIAT-JGWLITMVSA-N
DB00884	RISEDRONATE SODIUM	Risedronic acid	IIDJRNMFWXDHID-UHFFFAOYSA-N
DB00884	RISEDRONIC ACID	Risedronic acid	IIDJRNMFWXDHID-UHFFFAOYSA-N
DB00887	BUMETANIDE	Bumetanide	MAEIEVLCKWDQJH-UHFFFAOYSA-N
DB00888	MECHLORETHAMINE	Mechlorethamine	HAWPXGHAZFHHAD-UHFFFAOYSA-N
DB00889	GRANISETRON	Granisetron	MFWNKCLOYSRHCJ-BTTYYORXSA-N
DB00889	GRANISETRON HYDROCHLORIDE	Granisetron	MFWNKCLOYSRHCJ-BTTYYORXSA-N
DB00892	BENOXINATE	Oxybuprocaine	CMHHMUWAYWTMGS-UHFFFAOYSA-N
DB00892	BENOXINATE HYDROCHLORIDE	Oxybuprocaine	CMHHMUWAYWTMGS-UHFFFAOYSA-N
DB00895	LYSINE	Benzylpenicilloyl polylysine	IMPVZRLKKKXMKQ-SGDOCVTFSA-N
DB00897	TRIAZOLAM	Triazolam	JOFWLTCLBGQGBO-UHFFFAOYSA-N
DB00898	ALCOHOL	Ethanol	LFQSCWFLJHTTHZ-UHFFFAOYSA-N
DB00899	REMIFENTANIL	Remifentanil	ZTVQQQVZCWLTDF-UHFFFAOYSA-N
DB00899	REMIFENTANIL HYDROCHLORIDE	Remifentanil	ZTVQQQVZCWLTDF-UHFFFAOYSA-N
DB00900	DIDANOSINE	Didanosine	BXZVVICBKDXVGW-NKWVEPMBSA-N
DB00903	ETHACRYNATE SODIUM	Etacrynic acid	AVOLMBLBETYQHX-UHFFFAOYSA-N
DB00903	ETHACRYNIC ACID	Etacrynic acid	AVOLMBLBETYQHX-UHFFFAOYSA-N
DB00904	ONDANSETRON	Ondansetron	FELGMEQIXOGIFQ-UHFFFAOYSA-N
DB00904	ONDANSETRON HYDROCHLORIDE	Ondansetron	FELGMEQIXOGIFQ-UHFFFAOYSA-N
DB00905	BIMATOPROST	Bimatoprost	AQOKCDNYWBIDND-FTOWTWDKSA-N
DB00906	TIAGABINE	Tiagabine	PBJUNZJWGZTSKL-MRXNPFEDSA-N
DB00906	TIAGABINE HYDROCHLORIDE	Tiagabine	PBJUNZJWGZTSKL-MRXNPFEDSA-N
DB00907	COCAINE	Cocaine	ZPUCINDJVBIVPJ-LJISPDSOSA-N
DB00907	COCAINE HYDROCHLORIDE	Cocaine	ZPUCINDJVBIVPJ-LJISPDSOSA-N
DB00908	QUINIDINE	Quinidine	LOUPRKONTZGTKE-LHHVKLHASA-N
DB00908	QUININE	Quinidine	LOUPRKONTZGTKE-LHHVKLHASA-N
DB00909	ZONISAMIDE	Zonisamide	UBQNRHZMVUUOMG-UHFFFAOYSA-N
DB00910	PARICALCITOL	Paricalcitol	BPKAHTKRCLCHEA-UBFJEZKGSA-N
DB00911	TINIDAZOLE	Tinidazole	HJLSLZFTEKNLFI-UHFFFAOYSA-N
DB00912	REPAGLINIDE	Repaglinide	FAEKWTJYAYMJKF-QHCPKHFHSA-N
DB00915	AMANTADINE	Amantadine	DKNWSYNQZKUICI-UHFFFAOYSA-N
DB00916	METRONIDAZOLE	Metronidazole	VAOCPAMSLUNLGC-UHFFFAOYSA-N
DB00917	DINOPROSTONE	Dinoprostone	XEYBRNLFEZDVAW-ARSRFYASSA-N
DB00918	ALMOTRIPTAN	Almotriptan	WKEMJKQOLOHJLZ-UHFFFAOYSA-N
DB00918	ALMOTRIPTAN MALATE	Almotriptan	WKEMJKQOLOHJLZ-UHFFFAOYSA-N
DB00920	KETOTIFEN	Ketotifen	ZCVMWBYGMWKGHF-UHFFFAOYSA-N
DB00920	KETOTIFEN FUMARATE	Ketotifen	ZCVMWBYGMWKGHF-UHFFFAOYSA-N
DB00921	BUPRENORPHINE	Buprenorphine	RMRJXGBAOAMLHD-IHFGGWKQSA-N
DB00921	BUPRENORPHINE HYDROCHLORIDE	Buprenorphine	RMRJXGBAOAMLHD-IHFGGWKQSA-N
DB00924	CYCLOBENZAPRINE	Cyclobenzaprine	JURKNVYFZMSNLP-UHFFFAOYSA-N
DB00924	CYCLOBENZAPRINE HYDROCHLORIDE	Cyclobenzaprine	JURKNVYFZMSNLP-UHFFFAOYSA-N
DB00925	PHENOXYBENZAMINE	Phenoxybenzamine	QZVCTJOXCFMACW-UHFFFAOYSA-N
DB00925	PHENOXYBENZAMINE HYDROCHLORIDE	Phenoxybenzamine	QZVCTJOXCFMACW-UHFFFAOYSA-N
DB00927	FAMOTIDINE	Famotidine	XUFQPHANEAPEMJ-UHFFFAOYSA-N
DB00928	AZACITIDINE	Azacitidine	NMUSYJAQQFHJEW-KVTDHHQDSA-N
DB00929	MISOPROSTOL	Misoprostol	OJLOPKGSLYJEMD-URPKTTJQSA-N
DB00932	TIPRANAVIR	Tipranavir	SUJUHGSWHZTSEU-FYBSXPHGSA-N
DB00934	MAPROTILINE	Maprotiline	QSLMDECMDJKHMQ-UHFFFAOYSA-N
DB00934	MAPROTILINE HYDROCHLORIDE	Maprotiline	QSLMDECMDJKHMQ-UHFFFAOYSA-N
DB00935	OXYMETAZOLINE	Oxymetazoline	WYWIFABBXFUGLM-UHFFFAOYSA-N
DB00935	OXYMETAZOLINE HYDROCHLORIDE	Oxymetazoline	WYWIFABBXFUGLM-UHFFFAOYSA-N
DB00936	SALICYLIC ACID	Salicylic acid	YGSDEFSMJLZEOE-UHFFFAOYSA-N
DB00937	DIETHYLPROPION	Diethylpropion	XXEPPPIWZFICOJ-UHFFFAOYSA-N
DB00937	DIETHYLPROPION HYDROCHLORIDE	Diethylpropion	XXEPPPIWZFICOJ-UHFFFAOYSA-N
DB00938	SALMETEROL	Salmeterol	GIIZNNXWQWCKIB-UHFFFAOYSA-N
DB00938	SALMETEROL XINAFOATE	Salmeterol	GIIZNNXWQWCKIB-UHFFFAOYSA-N
DB00939	MECLOFENAMATE SODIUM	Meclofenamic acid	SBDNJUWAMKYJOX-UHFFFAOYSA-N
DB00939	MECLOFENAMIC ACID	Meclofenamic acid	SBDNJUWAMKYJOX-UHFFFAOYSA-N
DB00945	ASPIRIN	Acetylsalicylic acid	BSYNRYMUTXBXSQ-UHFFFAOYSA-N
DB00947	FULVESTRANT	Fulvestrant	VWUXBMIQPBEWFH-WCCTWKNTSA-N
DB00949	FELBAMATE	Felbamate	WKGXYQFOCVYPAC-UHFFFAOYSA-N
DB00950	FEXOFENADINE	Fexofenadine	RWTNPBWLLIMQHL-UHFFFAOYSA-N
DB00950	FEXOFENADINE HYDROCHLORIDE	Fexofenadine	RWTNPBWLLIMQHL-UHFFFAOYSA-N
DB00951	ISONIAZID	Isoniazid	QRXWMOHMRWLFEY-UHFFFAOYSA-N
DB00952	NARATRIPTAN	Naratriptan	AMKVXSZCKVJAGH-UHFFFAOYSA-N
DB00952	NARATRIPTAN HYDROCHLORIDE	Naratriptan	AMKVXSZCKVJAGH-UHFFFAOYSA-N
DB00953	RIZATRIPTAN	Rizatriptan	ULFRLSNUDGIQQP-UHFFFAOYSA-N
DB00953	RIZATRIPTAN BENZOATE	Rizatriptan	ULFRLSNUDGIQQP-UHFFFAOYSA-N
DB00956	HYDROCODONE	Hydrocodone	LLPOLZWFYMWNKH-CMKMFDCUSA-N
DB00956	HYDROCODONE BITARTRATE	Hydrocodone	LLPOLZWFYMWNKH-CMKMFDCUSA-N
DB00957	NORGESTIMATE	Norgestimate	KIQQMECNKUGGKA-NMYWJIRASA-N
DB00958	AMMONIA N 13	Carboplatin	OLESAACUTLOWQZ-UHFFFAOYSA-L
DB00959	METHYLPREDNISOLONE	Methylprednisolone	VHRSUDSXCMQTMA-PJHHCJLFSA-N
DB00960	PINDOLOL	Pindolol	JZQKKSLKJUAGIC-UHFFFAOYSA-N
DB00961	MEPIVACAINE	Mepivacaine	INWLQCZOYSRPNW-UHFFFAOYSA-N
DB00961	MEPIVACAINE HYDROCHLORIDE	Mepivacaine	INWLQCZOYSRPNW-UHFFFAOYSA-N
DB00962	ZALEPLON	Zaleplon	HUNXMJYCHXQEGX-UHFFFAOYSA-N
DB00963	BROMFENAC	Bromfenac	ZBPLOVFIXSTCRZ-UHFFFAOYSA-N
DB00963	BROMFENAC SODIUM	Bromfenac	ZBPLOVFIXSTCRZ-UHFFFAOYSA-N
DB00964	APRACLONIDINE	Apraclonidine	IEJXVRYNEISIKR-UHFFFAOYSA-N
DB00964	APRACLONIDINE HYDROCHLORIDE	Apraclonidine	IEJXVRYNEISIKR-UHFFFAOYSA-N
DB00966	TELMISARTAN	Telmisartan	RMMXLENWKUUMAY-UHFFFAOYSA-N
DB00967	DESLORATADINE	Desloratadine	JAUOIFJMECXRGI-UHFFFAOYSA-N
DB00968	METHYLDOPA	Methyldopa	CJCSPKMFHVPWAR-JTQLQIEISA-N
DB00969	ALOSETRON	Alosetron	JSWZEAMFRNKZNL-UHFFFAOYSA-N
DB00969	ALOSETRON HYDROCHLORIDE	Alosetron	JSWZEAMFRNKZNL-UHFFFAOYSA-N
