drugbank_id	hmdb_id	name	inchi_key
DB00970	HMDB0015105	Dactinomycin	RJURFGZVJUQBHK-IIXSONLDSA-N
DB00972	HMDB0015107	Azelastine	MBUVEWMHONZEQD-UHFFFAOYSA-N
DB00973	HMDB0015108	Ezetimibe	OLNTVTPDXPETLC-XPWALMASSA-N
DB00974	HMDB0015109	Edetic acid	KCXVZYZYPLLWCC-UHFFFAOYSA-N
DB00975	HMDB0015110	Dipyridamole	IZEKFCXSFNUWAM-UHFFFAOYSA-N
DB00976	HMDB0015111	Telithromycin	LJVAJPDWBABPEJ-PNUFFHFMSA-N
DB00977	HMDB0001926	Ethinylestradiol	BFPYWIDHMRZLRN-SLHNCBLASA-N
DB00977	HMDB0061097	Ethinylestradiol	BFPYWIDHMRZLRN-SLHNCBLASA-N
DB00978	HMDB0015113	Lomefloxacin	ZEKZLJVOYLTDKK-UHFFFAOYSA-N
DB00979	HMDB0015114	Cyclopentolate	SKYSRIRYMSLOIN-UHFFFAOYSA-N
DB00980	HMDB0015115	Ramelteon	YLXDSYKOBKBWJQ-LBPRGKRZSA-N
DB00981	HMDB0015116	Physostigmine	PIJVFDBKTWXHHD-HIFRSBDPSA-N
DB00982	HMDB0001852	Isotretinoin	SHGAZHPCJJPHSC-XFYACQKRSA-N
DB00982	HMDB0002369	Isotretinoin	SHGAZHPCJJPHSC-XFYACQKRSA-N
DB00982	HMDB0006219	Isotretinoin	SHGAZHPCJJPHSC-XFYACQKRSA-N
DB00982	HMDB0012874	Isotretinoin	SHGAZHPCJJPHSC-XFYACQKRSA-N
DB00983	HMDB0015118	Formoterol	BPZSYCZIITTYBL-UHFFFAOYSA-N
DB00983	HMDB0015399	Formoterol	BPZSYCZIITTYBL-UHFFFAOYSA-N
DB00984	HMDB0015119	Nandrolone phenpropionate	UBWXUGDQUBIEIZ-QNTYDACNSA-N
DB00985	HMDB0001927	Dimenhydrinate	NFLLKCVHYJRNRH-UHFFFAOYSA-N
DB00986	HMDB0015121	Glycopyrronium	ANGKOCUUWGHLCE-UHFFFAOYSA-N
DB00987	HMDB0000089	Cytarabine	UHDGCWIWMRVCDJ-CCXZUQQUSA-N
DB00987	HMDB0015122	Cytarabine	UHDGCWIWMRVCDJ-CCXZUQQUSA-N
DB00988	HMDB0000073	Dopamine	VYFYYTLLBUKUHU-UHFFFAOYSA-N
DB00989	HMDB0015124	Rivastigmine	XSVMFMHYUFZWBK-NSHDSACASA-N
DB00990	HMDB0015125	Exemestane	BFYIZQONLCFLEV-DAELLWKTSA-N
DB00991	HMDB0015126	Oxaprozin	OFPXSFXSNFPTHF-UHFFFAOYSA-N
DB00992	HMDB0015127	Methyl aminolevulinate	YUUAYBAIHCDHHD-UHFFFAOYSA-N
DB00993	HMDB0015128	Azathioprine	LMEKQMALGUDUQG-UHFFFAOYSA-N
DB00995	HMDB0004138	Auranofin	AUJRCFUBUPVWSZ-XTZHGVARSA-M
DB00995	HMDB0015130	Auranofin	AUJRCFUBUPVWSZ-XTZHGVARSA-M
DB00996	HMDB0005015	Gabapentin	UGJMXCAKCUNAIE-UHFFFAOYSA-N
DB00997	HMDB0014588	Doxorubicin	AOJJSUZBOXZQNB-TZSSRYMLSA-N
DB00997	HMDB0015132	Doxorubicin	AOJJSUZBOXZQNB-TZSSRYMLSA-N
DB00998	HMDB0015133	Frovatriptan	XPSQPHWEGNHMSK-SECBINFHSA-N
DB00999	HMDB0001928	Hydrochlorothiazide	JZUFKLXOESDKRF-UHFFFAOYSA-N
DB01000	HMDB0015135	Cyclacillin	HGBLNBBNRORJKI-WCABBAIRSA-N
DB01001	HMDB0001937	Salbutamol	NDAUXUAQIAJITI-UHFFFAOYSA-N
DB01002	HMDB0014442	Levobupivacaine	LEBVLXFERQHONN-INIZCTEOSA-N
DB01002	HMDB0015137	Levobupivacaine	LEBVLXFERQHONN-INIZCTEOSA-N
DB01003	HMDB0015138	Cromoglicic acid	IMZMKUWMOSJXDT-UHFFFAOYSA-N
DB01004	HMDB0015139	Ganciclovir	IRSCQMHQWWYFCW-UHFFFAOYSA-N
DB01005	HMDB0015140	Hydroxyurea	VSNHCAURESNICA-UHFFFAOYSA-N
DB01006	HMDB0015141	Letrozole	HPJKCIUCZWXJDR-UHFFFAOYSA-N
DB01007	HMDB0015142	Tioconazole	QXHHHPZILQDDPS-UHFFFAOYSA-N
DB01008	HMDB0015143	Busulfan	COVZYZSDYWQREU-UHFFFAOYSA-N
DB01009	HMDB0015144	Ketoprofen	DKYWVDODHFEZIM-UHFFFAOYSA-N
DB01009	HMDB0041873	Ketoprofen	DKYWVDODHFEZIM-UHFFFAOYSA-N
DB01010	HMDB0015145	Edrophonium	VWLHWLSRQJQWRG-UHFFFAOYSA-O
DB01011	HMDB0015146	Metyrapone	FJLBFSROUSIWMA-UHFFFAOYSA-N
DB01012	HMDB0015147	Cinacalcet	VDHAWDNDOKGFTD-MRXNPFEDSA-N
DB01014	HMDB0015149	Balsalazide	IPOKCKJONYRRHP-FMQUCBEESA-N
DB01015	HMDB0015150	Sulfamethoxazole	JLKIGFTWXXRPMT-UHFFFAOYSA-N
DB01016	HMDB0015151	Glyburide	ZNNLBTZKUZBEKO-UHFFFAOYSA-N
DB01017	HMDB0015152	Minocycline	DYKFCLLONBREIL-KVUCHLLUSA-N
DB01018	HMDB0015153	Guanfacine	INJOMKTZOLKMBF-UHFFFAOYSA-N
DB01019	HMDB0015154	Bethanechol	NZUPCNDJBJXXRF-UHFFFAOYSA-O
DB01020	HMDB0015155	Isosorbide mononitrate	YWXYYJSYQOXTPL-SLPGGIOYSA-N
DB01021	HMDB0015156	Trichlormethiazide	LMJSLTNSBFUCMU-UHFFFAOYSA-N
DB01022	HMDB0003555	Phylloquinone	MBWXNTAXLNYFJB-NKFFZRIASA-N
DB01022	HMDB0004198	Phylloquinone	MBWXNTAXLNYFJB-NKFFZRIASA-N
DB01022	HMDB0015157	Phylloquinone	MBWXNTAXLNYFJB-NKFFZRIASA-N
DB01023	HMDB0015158	Felodipine	RZTAMFZIAATZDJ-UHFFFAOYSA-N
DB01024	HMDB0015159	Mycophenolic acid	HPNSFSBZBAHARI-RUDMXATFSA-N
DB01025	HMDB0015160	Amlexanox	SGRYPYWGNKJSDL-UHFFFAOYSA-N
DB01026	HMDB0012242	Ketoconazole	XMAYWYJOQHXEEK-UHFFFAOYSA-N
DB01028	HMDB0015162	Methoxyflurane	RFKMCNOHBTXSMU-UHFFFAOYSA-N
DB01029	HMDB0015163	Irbesartan	YOSHYTLCDANDAN-UHFFFAOYSA-N
DB01030	HMDB0015164	Topotecan	UCFGDBYHRUNTLO-QHCPKHFHSA-N
DB01031	HMDB0015165	Ethinamate	GXRZIMHKGDIBEW-UHFFFAOYSA-N
DB01032	HMDB0015166	Probenecid	DBABZHXKTCFAPX-UHFFFAOYSA-N
DB01033	HMDB0015167	Mercaptopurine	GLVAUDGFNGKCSF-UHFFFAOYSA-N
DB01034	HMDB0015168	Cerulenin	GVEZIHKRYBHEFX-NQQPLRFYSA-N
DB01035	HMDB0015169	Procainamide	REQCZEXYDRLIBE-UHFFFAOYSA-N
DB01036	HMDB0015170	Tolterodine	OOGJQPCLVADCPB-HXUWFJFHSA-N
DB01037	HMDB0015171	Selegiline	MEZLKOACVSPNER-GFCCVEGCSA-N
DB01039	HMDB0015173	Fenofibrate	YMTINGFKWWXKFG-UHFFFAOYSA-N
DB01041	HMDB0015175	Thalidomide	UEJJHQNACJXSKW-UHFFFAOYSA-N
DB01042	HMDB0015176	Melphalan	SGDBTWWWUNNDEQ-LBPRGKRZSA-N
DB01043	HMDB0015177	Memantine	BUGYDGFZZOZRHP-UHFFFAOYSA-N
DB01044	HMDB0015178	Gatifloxacin	XUBOMFCQGDBHNK-UHFFFAOYSA-N
DB01045	HMDB0015179	Rifampicin	JQXXHWHPUNPDRT-WLSIYKJHSA-N
DB01046	HMDB0015180	Lubiprostone	WGFOBBZOWHGYQH-MXHNKVEKSA-N
DB01047	HMDB0015181	Fluocinonide	WJOHZNCJWYWUJD-IUGZLZTKSA-N
DB01048	HMDB0015182	Abacavir	MCGSCOLBFJQGHM-SCZZXKLOSA-N
DB01050	HMDB0001925	Ibuprofen	HEFNNWSXXWATRW-UHFFFAOYSA-N
DB01051	HMDB0015185	Novobiocin	YJQPYGGHQPGBLI-KGSXXDOSSA-N
DB01053	HMDB0015186	Benzylpenicillin	JGSARLDLIJGVTE-MBNYWOFBSA-N
DB01054	HMDB0015187	Nitrendipine	PVHUJELLJLJGLN-UHFFFAOYSA-N
DB01055	HMDB0015188	Mimosine	WZNJWVWKTVETCG-YFKPBYRVSA-N
DB01056	HMDB0015189	Tocainide	BUJAGSGYPOAWEI-UHFFFAOYSA-N
DB01057	HMDB0015190	Echothiophate	BJOLKYGKSZKIGU-UHFFFAOYSA-N
DB01058	HMDB0015191	Praziquantel	FSVJFNAIGNNGKK-UHFFFAOYSA-N
DB01059	HMDB0015192	Norfloxacin	OGJPXUAPXNRGGI-UHFFFAOYSA-N
DB01060	HMDB0015193	Amoxicillin	LSQZJLSUYDQPKJ-NJBDSQKTSA-N
DB01061	HMDB0015194	Azlocillin	JTWOMNBEOCYFNV-NFFDBFGFSA-N
DB01062	HMDB0015195	Oxybutynin	XIQVNETUBQGFHX-UHFFFAOYSA-N
DB01063	HMDB0015196	Acetophenazine	WNTYBHLDCKXEOT-UHFFFAOYSA-N
DB01064	HMDB0015197	Isoprenaline	JWZZKOKVBUJMES-UHFFFAOYSA-N
DB01065	HMDB0001389	Melatonin	DRLFMBDRBRZALE-UHFFFAOYSA-N
DB01066	HMDB0015199	Cefditoren	KMIPKYQIOVAHOP-YLGJWRNMSA-N
DB01067	HMDB0015200	Glipizide	ZJJXGWJIGJFDTL-UHFFFAOYSA-N
DB01068	HMDB0015201	Clonazepam	DGBIGWXXNGSACT-UHFFFAOYSA-N
DB01069	HMDB0015202	Promethazine	PWWVAXIEGOYWEE-UHFFFAOYSA-N
DB01070	HMDB0015203	Dihydrotachysterol	ILYCWAKSDCYMBB-OPCMSESCSA-N
DB01071	HMDB0015204	Mequitazine	HOKDBMAJZXIPGC-UHFFFAOYSA-N
DB01072	HMDB0015205	Atazanavir	AXRYRYVKAWYZBR-GASGPIRDSA-N
DB01074	HMDB0015207	Perhexiline	CYXKNKQEMFBLER-UHFFFAOYSA-N
DB01075	HMDB0001927	Diphenhydramine	ZZVUWRFHKOJYTH-UHFFFAOYSA-N
DB01076	HMDB0005006	Atorvastatin	XUKUURHRXDUEBC-KAYWLYCHSA-N
DB01077	HMDB0015210	Etidronic acid	DBVJJBKOTRCVKF-UHFFFAOYSA-N
DB01078	HMDB0015211	Deslanoside	OBATZBGFDSVCJD-LALPQLPRSA-N
DB01080	HMDB0015212	Vigabatrin	PJDFLNIOAUIZSL-UHFFFAOYSA-N
DB01081	HMDB0015213	Diphenoxylate	HYPPXZBJBPSRLK-UHFFFAOYSA-N
DB01082	HMDB0015214	Streptomycin	UCSJYZPVAKXKNQ-HZYVHMACSA-N
DB01083	HMDB0015215	Orlistat	AHLBNYSZXLDEJQ-FWEHEUNISA-N
DB01084	HMDB0015216	Emedastine	KBUZBQVCBVDWKX-UHFFFAOYSA-N
DB01085	HMDB0015217	Pilocarpine	QCHFTSOMWOSFHM-WPRPVWTQSA-N
DB01086	HMDB0004992	Benzocaine	BLFLLBZGZJTVJG-UHFFFAOYSA-N
DB01087	HMDB0015219	Primaquine	INDBQLZJXZLFIT-UHFFFAOYSA-N
DB01089	HMDB0015221	Deserpidine	CVBMAZKKCSYWQR-WCGOZPBSSA-N
DB01090	HMDB0015222	Pentolinium	XSBSKEQEUFOSDD-UHFFFAOYSA-N
DB01091	HMDB0015223	Butenafine	ABJKWBDEJIDSJZ-UHFFFAOYSA-N
DB01092	HMDB0015224	Ouabain	LPMXVESGRSUGHW-HBYQJFLCSA-N
DB01092	HMDB0031448	Ouabain	LPMXVESGRSUGHW-HBYQJFLCSA-N
DB01093	HMDB0002151	Dimethyl sulfoxide	IAZDPXIOMUYVGZ-UHFFFAOYSA-N
DB01094	HMDB0005782	Hesperetin	AIONOLUJZLIMTK-AWEZNQCLSA-N
DB01094	HMDB0030746	Hesperetin	AIONOLUJZLIMTK-AWEZNQCLSA-N
DB01095	HMDB0015227	Fluvastatin	FJLGEFLZQAZZCD-JUFISIKESA-N
DB01096	HMDB0015228	Oxamniquine	XCGYUJZMCCFSRP-UHFFFAOYSA-N
DB01097	HMDB0015229	Leflunomide	VHOGYURTWQBHIL-UHFFFAOYSA-N
DB01098	HMDB0015230	Rosuvastatin	BPRHUIZQVSMCRT-VEUZHWNKSA-N
DB01099	HMDB0015231	Flucytosine	XRECTZIEBJDKEO-UHFFFAOYSA-N
DB01100	HMDB0015232	Pimozide	YVUQSNJEYSNKRX-UHFFFAOYSA-N
DB01101	HMDB0015233	Capecitabine	GAGWJHPBXLXJQN-UORFTKCHSA-N
DB01102	HMDB0015234	Arbutamine	IIRWWTKISYTTBL-SFHVURJKSA-N
DB01103	HMDB0015235	Quinacrine	GPKJTRJOBQGKQK-UHFFFAOYSA-N
DB01104	HMDB0005010	Sertraline	VGKDLMBJGBXTGI-SJCJKPOMSA-N
DB01105	HMDB0015237	Sibutramine	UNAANXDKBXWMLN-UHFFFAOYSA-N
DB01106	HMDB0015238	Levocabastine	ZCGOMHNNNFPNMX-KYTRFIICSA-N
DB01107	HMDB0015239	Methyprylon	SIDLZWOQUZRBRU-UHFFFAOYSA-N
DB01108	HMDB0015240	Trilostane	KVJXBPDAXMEYOA-CXANFOAXSA-N
DB01110	HMDB0015242	Miconazole	BYBLEWFAAKGYCD-UHFFFAOYSA-N
DB01111	HMDB0015243	Colistimethate	BSSIRFLGSWHWDE-UHFFFAOYSA-I
DB01112	HMDB0015244	Cefuroxime	JFPVXVDWJQMJEE-IZRZKJBUSA-N
DB01113	HMDB0015245	Papaverine	XQYZDYMELSJDRZ-UHFFFAOYSA-N
DB01114	HMDB0001944	Chlorpheniramine	SOYKEARSMXGVTM-UHFFFAOYSA-N
DB01114	HMDB0240218	Chlorpheniramine	SOYKEARSMXGVTM-UHFFFAOYSA-N
DB01115	HMDB0015247	Nifedipine	HYIMSNHJOBLJNT-UHFFFAOYSA-N
DB01116	HMDB0015248	Trimethaphan	CHQOEHPMXSHGCL-UHFFFAOYSA-N
DB01117	HMDB0015249	Atovaquone	KUCQYCKVKVOKAY-CTYIDZIISA-N
DB01118	HMDB0015250	Amiodarone	IYIKLHRQXLHMJQ-UHFFFAOYSA-N
DB01119	HMDB0015251	Diazoxide	GDLBFKVLRPITMI-UHFFFAOYSA-N
DB01120	HMDB0015252	Gliclazide	BOVGTQGAOIONJV-UHFFFAOYSA-N
DB01121	HMDB0015253	Phenacemide	XPFRXWCVYUEORT-UHFFFAOYSA-N
DB01122	HMDB0015254	Ambenonium	OMHBPUNFVFNHJK-UHFFFAOYSA-P
DB01123	HMDB0015255	Proflavine	WDVSHHCDHLJJJR-UHFFFAOYSA-N
DB01124	HMDB0015256	Tolbutamide	JLRGJRBPOGGCBT-UHFFFAOYSA-N
DB01125	HMDB0015257	Anisindione	XRCFXMGQEVUZFC-UHFFFAOYSA-N
DB01126	HMDB0015258	Dutasteride	JWJOTENAMICLJG-QWBYCMEYSA-N
DB01127	HMDB0015259	Econazole	LEZWWPYKPKIXLL-UHFFFAOYSA-N
DB01128	HMDB0015260	Bicalutamide	LKJPYSCBVHEWIU-UHFFFAOYSA-N
DB01129	HMDB0005026	Rabeprazole	YREYEVIYCVEVJK-UHFFFAOYSA-N
DB01130	HMDB0015262	Prednicarbate	FNPXMHRZILFCKX-KAJVQRHHSA-N
DB01131	HMDB0015263	Proguanil	SSOLNOMRVKKSON-UHFFFAOYSA-N
DB01132	HMDB0015264	Pioglitazone	HYAFETHFCAUJAY-UHFFFAOYSA-N
DB01133	HMDB0015265	Tiludronic acid	DKJJVAGXPKPDRL-UHFFFAOYSA-N
DB01135	HMDB0015266	Doxacurium	GBLRQXKSCRCLBZ-UHFFFAOYSA-N
DB01136	HMDB0015267	Carvedilol	OGHNVEJMJSYVRP-UHFFFAOYSA-N
DB01137	HMDB0001929	Levofloxacin	GSDSWSVVBLHKDQ-JTQLQIEISA-N
DB01137	HMDB0015296	Levofloxacin	GSDSWSVVBLHKDQ-JTQLQIEISA-N
DB01138	HMDB0015269	Sulfinpyrazone	MBGGBVCUIVRRBF-UHFFFAOYSA-N
DB01139	HMDB0015270	Cefapirin	UQLLWWBDSUHNEB-CZUORRHYSA-N
DB01140	HMDB0015271	Cefadroxil	BOEGTKLJZSQCCD-UEKVPHQBSA-N
DB01141	HMDB0015272	Micafungin	PIEUQSKUWLMALL-YABMTYFHSA-N
DB01142	HMDB0015273	Doxepin	ODQWQRRAPPTVAG-UHFFFAOYSA-N
DB01143	HMDB0015274	Amifostine	JKOQGQFVAUAYPM-UHFFFAOYSA-N
DB01144	HMDB0015275	Diclofenamide	GJQPMPFPNINLKP-UHFFFAOYSA-N
DB01145	HMDB0015276	Sulfoxone	NEDPPCHNEOMTJV-UHFFFAOYSA-N
DB01146	HMDB0015277	Diphenylpyraline	OWQUZNMMYNAXSL-UHFFFAOYSA-N
DB01147	HMDB0015278	Cloxacillin	LQOLIRLGBULYKD-JKIFEVAISA-N
DB01148	HMDB0015279	Flavoxate	SPIUTQOUKAMGCX-UHFFFAOYSA-N
DB01149	HMDB0015280	Nefazodone	VRBKIVRKKCLPHA-UHFFFAOYSA-N
DB01150	HMDB0015281	Cefprozil	WDLWHQDACQUCJR-ZAMMOSSLSA-N
DB01151	HMDB0015282	Desipramine	HCYAFALTSJYZDH-UHFFFAOYSA-N
DB01153	HMDB0015284	Sertaconazole	JLGKQTAYUIMGRK-UHFFFAOYSA-N
DB01154	HMDB0015285	Thiamylal	XLOMZPUITCYLMJ-UHFFFAOYSA-N
DB01155	HMDB0015286	Gemifloxacin	ZRCVYEYHRGVLOC-HYARGMPZSA-N
DB01156	HMDB0001510	Bupropion	SNPPWIUOZRMYNY-UHFFFAOYSA-N
DB01157	HMDB0015288	Trimetrexate	NOYPYLRCIDNJJB-UHFFFAOYSA-N
DB01158	HMDB0015289	Bretylium	AAQOQKQBGPPFNS-UHFFFAOYSA-N
DB01159	HMDB0015290	Halothane	BCQZXOMGPXTTIC-UHFFFAOYSA-N
DB01160	HMDB0001139	Dinoprost tromethamine	IYGXEHDCSOYNKY-RZHHZEQLSA-N
DB01160	HMDB0001483	Dinoprost tromethamine	IYGXEHDCSOYNKY-RZHHZEQLSA-N
DB01160	HMDB0002115	Dinoprost tromethamine	IYGXEHDCSOYNKY-RZHHZEQLSA-N
DB01160	HMDB0005083	Dinoprost tromethamine	IYGXEHDCSOYNKY-RZHHZEQLSA-N
DB01160	HMDB0010199	Dinoprost tromethamine	IYGXEHDCSOYNKY-RZHHZEQLSA-N
DB01160	HMDB0011137	Dinoprost tromethamine	IYGXEHDCSOYNKY-RZHHZEQLSA-N
DB01160	HMDB0240288	Dinoprost tromethamine	IYGXEHDCSOYNKY-RZHHZEQLSA-N
DB01161	HMDB0015292	Chloroprocaine	VDANGULDQQJODZ-UHFFFAOYSA-N
DB01162	HMDB0015293	Terazosin	VCKUSRYTPJJLNI-UHFFFAOYSA-N
DB01163	HMDB0015294	Amdinocillin	BWWVAEOLVKTZFQ-ISVUSNJMSA-N
DB01164	HMDB0000464	Calcium chloride	UXVMQQNJUSDDNG-UHFFFAOYSA-L
DB01164	HMDB0000492	Calcium chloride	UXVMQQNJUSDDNG-UHFFFAOYSA-L
DB01164	HMDB0002306	Calcium chloride	UXVMQQNJUSDDNG-UHFFFAOYSA-L
DB01165	HMDB0001929	Ofloxacin	GSDSWSVVBLHKDQ-UHFFFAOYSA-N
DB01165	HMDB0015296	Ofloxacin	GSDSWSVVBLHKDQ-UHFFFAOYSA-N
DB01166	HMDB0015297	Cilostazol	RRGUKTPIGVIEKM-UHFFFAOYSA-N
DB01167	HMDB0015298	Itraconazole	VHVPQPYKVGDNFY-ZPGVKDDISA-N
DB01168	HMDB0015299	Procarbazine	CPTBDICYNRMXFX-UHFFFAOYSA-N
DB01170	HMDB0015301	Guanethidine	ACGDKVXYNVEAGU-UHFFFAOYSA-N
DB01171	HMDB0015302	Moclobemide	YHXISWVBGDMDLQ-UHFFFAOYSA-N
DB01172	HMDB0015303	Kanamycin	SBUJHOSQTJFQJX-NOAMYHISSA-N
DB01173	HMDB0015304	Orphenadrine	QVYRGXJJSLMXQH-UHFFFAOYSA-N
DB01174	HMDB0015305	Phenobarbital	DDBREPKUVSBGFI-UHFFFAOYSA-N
DB01175	HMDB0005028	Escitalopram	WSEQXVZVJXJVFP-FQEVSTJZSA-N
DB01175	HMDB0005038	Escitalopram	WSEQXVZVJXJVFP-FQEVSTJZSA-N
DB01176	HMDB0015307	Cyclizine	UVKZSORBKUEBAZ-UHFFFAOYSA-N
DB01177	HMDB0015308	Idarubicin	XDXDZDZNSLXDNA-TZNDIEGXSA-N
DB01178	HMDB0015309	Chlormezanone	WEQAYVWKMWHEJO-UHFFFAOYSA-N
DB01179	HMDB0015310	Podofilox	YJGVMLPVUAXIQN-XVVDYKMHSA-N
DB01179	HMDB0031452	Podofilox	YJGVMLPVUAXIQN-XVVDYKMHSA-N
DB01180	HMDB0015311	Rescinnamine	SZLZWPPUNLXJEA-QEGASFHISA-N
DB01181	HMDB0015312	Ifosfamide	HOMGKSMUEGBAAB-UHFFFAOYSA-N
DB01182	HMDB0015313	Propafenone	JWHAUXFOSRPERK-UHFFFAOYSA-N
DB01183	HMDB0015314	Naloxone	UZHSEJADLWPNLE-GRGSLBFTSA-N
DB01184	HMDB0015315	Domperidone	FGXWKSZFVQUSTL-UHFFFAOYSA-N
DB01185	HMDB0015316	Fluoxymesterone	YLRFCQOZQXIBAB-RBZZARIASA-N
DB01186	HMDB0015317	Pergolide	YEHCICAEULNIGD-MZMPZRCHSA-N
DB01187	HMDB0015318	Iophendylate	IWRUDYQZPTVTPA-UHFFFAOYSA-N
DB01188	HMDB0015319	Ciclopirox	SCKYRAXSEDYPSA-UHFFFAOYSA-N
DB01189	HMDB0015320	Desflurane	DPYMFVXJLLWWEU-UHFFFAOYSA-N
DB01190	HMDB0015321	Clindamycin	KDLRVYVGXIQJDK-NOWPCOIGSA-N
DB01191	HMDB0015322	Dexfenfluramine	DBGIVFWFUFKIQN-VIFPVBQESA-N
DB01192	HMDB0015323	Oxymorphone	UQCNKQCJZOAFTQ-ISWURRPUSA-N
DB01193	HMDB0015324	Acebutolol	GOEMGAFJFRBGGG-UHFFFAOYSA-N
DB01194	HMDB0015325	Brinzolamide	HCRKCZRJWPKOAR-JTQLQIEISA-N
DB01195	HMDB0015326	Flecainide	DJBNUMBKLMJRSA-UHFFFAOYSA-N
DB01196	HMDB0015327	Estramustine	FRPJXPJMRWBBIH-RBRWEJTLSA-N
DB01197	HMDB0015328	Captopril	FAKRSMQSSFJEIM-RQJHMYQMSA-N
DB01198	HMDB0014546	Zopiclone	GBBSUAFBMRNDJC-UHFFFAOYSA-N
DB01198	HMDB0015329	Zopiclone	GBBSUAFBMRNDJC-UHFFFAOYSA-N
DB01199	HMDB0015330	Tubocurarine	JFJZZMVDLULRGK-URLMMPGGSA-O
DB01200	HMDB0015331	Bromocriptine	OZVBMTJYIDMWIL-AYFBDAFISA-N
DB01201	HMDB0015332	Rifapentine	WDZCUPBHRAEYDL-GZAUEHORSA-N
DB01202	HMDB0015333	Levetiracetam	HPHUVLMMVZITSG-LURJTMIESA-N
DB01203	HMDB0015334	Nadolol	VWPOSFSPZNDTMJ-UCWKZMIHSA-N
DB01204	HMDB0015335	Mitoxantrone	KKZJGLLVHKMTCM-UHFFFAOYSA-N
DB01205	HMDB0015336	Flumazenil	OFBIFZUFASYYRE-UHFFFAOYSA-N
DB01206	HMDB0015337	Lomustine	GQYIWUVLTXOXAJ-UHFFFAOYSA-N
DB01207	HMDB0015338	Ridogrel	GLLPUTYLZIKEGF-HAVVHWLPSA-N
DB01208	HMDB0015339	Sparfloxacin	DZZWHBIBMUVIIW-DTORHVGOSA-N
DB01209	HMDB0015340	Dezocine	VTMVHDZWSFQSQP-VBNZEHGJSA-N
DB01210	HMDB0015341	Levobunolol	IXHBTMCLRNMKHZ-LBPRGKRZSA-N
DB01211	HMDB0015342	Clarithromycin	AGOYDEPGAOXOCK-KCBOHYOISA-N
DB01212	HMDB0015343	Ceftriaxone	VAAUVRVFOQPIGI-SPQHTLEESA-N
DB01213	HMDB0015344	Fomepizole	RIKMMFOAQPJVMX-UHFFFAOYSA-N
DB01214	HMDB0015345	Metipranolol	BQIPXWYNLPYNHW-UHFFFAOYSA-N
DB01215	HMDB0015346	Estazolam	CDCHDCWJMGXXRH-UHFFFAOYSA-N
DB01216	HMDB0001984	Finasteride	DBEPLOCGEIEOCV-WSBQPABSSA-N
DB01217	HMDB0015348	Anastrozole	YBBLVLTVTVSKRW-UHFFFAOYSA-N
DB01218	HMDB0015349	Halofantrine	FOHHNHSLJDZUGQ-UHFFFAOYSA-N
DB01219	HMDB0015350	Dantrolene	OZOMQRBLCMDCEG-VIZOYTHASA-N
DB01220	HMDB0015351	Rifaximin	NZCRJKRKKOLAOJ-XRCRFVBUSA-N
DB01221	HMDB0015352	Ketamine	YQEZLKZALYSWHR-UHFFFAOYSA-N
DB01222	HMDB0015353	Budesonide	VOVIALXJUBGFJZ-KWVAZRHASA-N
DB01223	HMDB0001889	Aminophylline	FQPFAHBPWDRTLU-UHFFFAOYSA-N
DB01223	HMDB0031225	Aminophylline	FQPFAHBPWDRTLU-UHFFFAOYSA-N
DB01224	HMDB0005021	Quetiapine	URKOMYMAXPYINW-UHFFFAOYSA-N
DB01226	HMDB0015357	Mivacurium	ILVYCEVXHALBSC-OTBYEXOQSA-N
DB01227	HMDB0015358	Levacetylmethadol	XBMIVRRWGCYBTQ-AVRDEDQJSA-N
DB01227	HMDB0015502	Levacetylmethadol	XBMIVRRWGCYBTQ-AVRDEDQJSA-N
DB01228	HMDB0015359	Encainide	PJWPNDMDCLXCOM-UHFFFAOYSA-N
DB01229	HMDB0015360	Paclitaxel	RCINICONZNJXQF-MZXODVADSA-N
DB01231	HMDB0015361	Diphenidol	OGAKLTJNUQRZJU-UHFFFAOYSA-N
DB01232	HMDB0015362	Saquinavir	QWAXKHKRTORLEM-UGJKXSETSA-N
DB01233	HMDB0015363	Metoclopramide	TTWJBBZEZQICBI-UHFFFAOYSA-N
DB01234	HMDB0014586	Dexamethasone	UREBDLICKHMUKA-CXSFZGCWSA-N
DB01234	HMDB0015364	Dexamethasone	UREBDLICKHMUKA-CXSFZGCWSA-N
DB01235	HMDB0000181	Levodopa	WTDRDQBEARUVNC-LURJTMIESA-N
DB01235	HMDB0000609	Levodopa	WTDRDQBEARUVNC-LURJTMIESA-N
DB01236	HMDB0015366	Sevoflurane	DFEYYRMXOJXZRJ-UHFFFAOYSA-N
DB01237	HMDB0015367	Bromodiphenhydramine	NUNIWXHYABYXKF-UHFFFAOYSA-N
DB01238	HMDB0005042	Aripiprazole	CEUORZQYGODEFX-UHFFFAOYSA-N
DB01239	HMDB0015369	Chlorprothixene	WSPOMRSOLSGNFJ-AUWJEWJLSA-N
DB01240	HMDB0001335	Epoprostenol	KAQKFAOMNZTLHT-OZUDYXHBSA-N
DB01241	HMDB0015371	Gemfibrozil	HEMJJKBWTPKOJG-UHFFFAOYSA-N
DB01242	HMDB0015372	Clomipramine	GDLIGKIOYRNHDA-UHFFFAOYSA-N
DB01243	HMDB0015373	Chloroxine	WDFKMLRRRCGAKS-UHFFFAOYSA-N
DB01244	HMDB0015374	Bepridil	UIEATEWHFDRYRU-UHFFFAOYSA-N
