drugbank_id	drugcentral_id	name	inchi_key
DB01035	2270	Procainamide	REQCZEXYDRLIBE-UHFFFAOYSA-N
DB01036	2705	Tolterodine	OOGJQPCLVADCPB-HXUWFJFHSA-N
DB01037	2429	Selegiline	MEZLKOACVSPNER-GFCCVEGCSA-N
DB01038	516	Carphenazine	XZSMZRXAEFNJCU-UHFFFAOYSA-N
DB01039	1152	Fenofibrate	YMTINGFKWWXKFG-UHFFFAOYSA-N
DB01041	2616	Thalidomide	UEJJHQNACJXSKW-UHFFFAOYSA-N
DB01042	1678	Melphalan	SGDBTWWWUNNDEQ-LBPRGKRZSA-N
DB01043	1679	Memantine	BUGYDGFZZOZRHP-UHFFFAOYSA-N
DB01044	1280	Gatifloxacin	XUBOMFCQGDBHNK-UHFFFAOYSA-N
DB01045	2377	Rifampicin	JQXXHWHPUNPDRT-WLSIYKJHSA-N
DB01046	4123	Lubiprostone	WGFOBBZOWHGYQH-MXHNKVEKSA-N
DB01047	1205	Fluocinonide	WJOHZNCJWYWUJD-IUGZLZTKSA-N
DB01048	34	Abacavir	MCGSCOLBFJQGHM-SCZZXKLOSA-N
DB01050	1407	Ibuprofen	HEFNNWSXXWATRW-UHFFFAOYSA-N
DB01050	3851	Ibuprofen	HEFNNWSXXWATRW-UHFFFAOYSA-N
DB01051	1974	Novobiocin	YJQPYGGHQPGBLI-KGSXXDOSSA-N
DB01053	2082	Benzylpenicillin	JGSARLDLIJGVTE-MBNYWOFBSA-N
DB01054	1947	Nitrendipine	PVHUJELLJLJGLN-UHFFFAOYSA-N
DB01054	6	Nitrendipine	PVHUJELLJLJGLN-UHFFFAOYSA-N
DB01055	1811	Mimosine	WZNJWVWKTVETCG-YFKPBYRVSA-N
DB01056	2686	Tocainide	BUJAGSGYPOAWEI-UHFFFAOYSA-N
DB01057	982	Echothiophate	BJOLKYGKSZKIGU-UHFFFAOYSA-N
DB01058	2241	Praziquantel	FSVJFNAIGNNGKK-UHFFFAOYSA-N
DB01059	1967	Norfloxacin	OGJPXUAPXNRGGI-UHFFFAOYSA-N
DB01060	192	Amoxicillin	LSQZJLSUYDQPKJ-NJBDSQKTSA-N
DB01061	277	Azlocillin	JTWOMNBEOCYFNV-NFFDBFGFSA-N
DB01062	2028	Oxybutynin	XIQVNETUBQGFHX-UHFFFAOYSA-N
DB01063	59	Acetophenazine	WNTYBHLDCKXEOT-UHFFFAOYSA-N
DB01064	1499	Isoprenaline	JWZZKOKVBUJMES-UHFFFAOYSA-N
DB01064	2388	Isoprenaline	JWZZKOKVBUJMES-UHFFFAOYSA-N
DB01065	1672	Melatonin	DRLFMBDRBRZALE-UHFFFAOYSA-N
DB01067	1301	Glipizide	ZJJXGWJIGJFDTL-UHFFFAOYSA-N
DB01068	703	Clonazepam	DGBIGWXXNGSACT-UHFFFAOYSA-N
DB01069	2286	Promethazine	PWWVAXIEGOYWEE-UHFFFAOYSA-N
DB01070	2841	Dihydrotachysterol	ILYCWAKSDCYMBB-OPCMSESCSA-N
DB01071	1707	Mequitazine	HOKDBMAJZXIPGC-UHFFFAOYSA-N
DB01072	254	Atazanavir	AXRYRYVKAWYZBR-GASGPIRDSA-N
DB01074	2106	Perhexiline	CYXKNKQEMFBLER-UHFFFAOYSA-N
DB01075	916	Diphenhydramine	ZZVUWRFHKOJYTH-UHFFFAOYSA-N
DB01076	257	Atorvastatin	XUKUURHRXDUEBC-KAYWLYCHSA-N
DB01077	1098	Etidronic acid	DBVJJBKOTRCVKF-UHFFFAOYSA-N
DB01078	813	Deslanoside	OBATZBGFDSVCJD-LALPQLPRSA-N
DB01079	2579	Tegaserod	IKBKZGMPCYNSLU-RGVLZGJSSA-N
DB01080	2819	Vigabatrin	PJDFLNIOAUIZSL-UHFFFAOYSA-N
DB01081	918	Diphenoxylate	HYPPXZBJBPSRLK-UHFFFAOYSA-N
DB01082	2481	Streptomycin	UCSJYZPVAKXKNQ-HZYVHMACSA-N
DB01083	1996	Orlistat	AHLBNYSZXLDEJQ-FWEHEUNISA-N
DB01084	999	Emedastine	KBUZBQVCBVDWKX-UHFFFAOYSA-N
DB01085	2166	Pilocarpine	QCHFTSOMWOSFHM-WPRPVWTQSA-N
DB01086	323	Benzocaine	BLFLLBZGZJTVJG-UHFFFAOYSA-N
DB01087	2266	Primaquine	INDBQLZJXZLFIT-UHFFFAOYSA-N
DB01088	1422	Iloprost	HIFJCPQKFCZDDL-ACWOEMLNSA-N
DB01089	810	Deserpidine	CVBMAZKKCSYWQR-WCGOZPBSSA-N
DB01090	2096	Pentolinium	XSBSKEQEUFOSDD-UHFFFAOYSA-N
DB01091	444	Butenafine	ABJKWBDEJIDSJZ-UHFFFAOYSA-N
DB01092	2004	Ouabain	LPMXVESGRSUGHW-HBYQJFLCSA-N
DB01093	906	Dimethyl sulfoxide	IAZDPXIOMUYVGZ-UHFFFAOYSA-N
DB01094	1362	Hesperetin	AIONOLUJZLIMTK-AWEZNQCLSA-N
DB01095	1229	Fluvastatin	FJLGEFLZQAZZCD-JUFISIKESA-N
DB01096	2009	Oxamniquine	XCGYUJZMCCFSRP-UHFFFAOYSA-N
DB01097	1552	Leflunomide	VHOGYURTWQBHIL-UHFFFAOYSA-N
DB01098	2406	Rosuvastatin	BPRHUIZQVSMCRT-VEUZHWNKSA-N
DB01099	1188	Flucytosine	XRECTZIEBJDKEO-UHFFFAOYSA-N
DB01100	2172	Pimozide	YVUQSNJEYSNKRX-UHFFFAOYSA-N
DB01101	480	Capecitabine	GAGWJHPBXLXJQN-UORFTKCHSA-N
DB01102	237	Arbutamine	IIRWWTKISYTTBL-SFHVURJKSA-N
DB01103	2338	Quinacrine	GPKJTRJOBQGKQK-UHFFFAOYSA-N
DB01104	2436	Sertraline	VGKDLMBJGBXTGI-SJCJKPOMSA-N
DB01105	2440	Sibutramine	UNAANXDKBXWMLN-UHFFFAOYSA-N
DB01106	1564	Levocabastine	ZCGOMHNNNFPNMX-KYTRFIICSA-N
DB01107	1774	Methyprylon	SIDLZWOQUZRBRU-UHFFFAOYSA-N
DB01108	2746	Trilostane	KVJXBPDAXMEYOA-CXANFOAXSA-N
DB01110	1800	Miconazole	BYBLEWFAAKGYCD-UHFFFAOYSA-N
DB01112	565	Cefuroxime	JFPVXVDWJQMJEE-IZRZKJBUSA-N
DB01113	2056	Papaverine	XQYZDYMELSJDRZ-UHFFFAOYSA-N
DB01114	4411	Chlorpheniramine	SOYKEARSMXGVTM-UHFFFAOYSA-N
DB01114	616	Chlorpheniramine	SOYKEARSMXGVTM-UHFFFAOYSA-N
DB01115	1922	Nifedipine	HYIMSNHJOBLJNT-UHFFFAOYSA-N
DB01116	2752	Trimethaphan	CHQOEHPMXSHGCL-UHFFFAOYSA-N
DB01117	258	Atovaquone	KUCQYCKVKVOKAY-CTYIDZIISA-N
DB01118	176	Amiodarone	IYIKLHRQXLHMJQ-UHFFFAOYSA-N
DB01119	854	Diazoxide	GDLBFKVLRPITMI-UHFFFAOYSA-N
DB01120	1299	Gliclazide	BOVGTQGAOIONJV-UHFFFAOYSA-N
DB01121	2114	Phenacemide	XPFRXWCVYUEORT-UHFFFAOYSA-N
DB01122	146	Ambenonium	OMHBPUNFVFNHJK-UHFFFAOYSA-P
DB01123	2277	Proflavine	WDVSHHCDHLJJJR-UHFFFAOYSA-N
DB01124	2696	Tolbutamide	JLRGJRBPOGGCBT-UHFFFAOYSA-N
DB01125	222	Anisindione	XRCFXMGQEVUZFC-UHFFFAOYSA-N
DB01126	973	Dutasteride	JWJOTENAMICLJG-QWBYCMEYSA-N
DB01127	983	Econazole	LEZWWPYKPKIXLL-UHFFFAOYSA-N
DB01128	367	Bicalutamide	LKJPYSCBVHEWIU-UHFFFAOYSA-N
DB01129	2350	Rabeprazole	YREYEVIYCVEVJK-UHFFFAOYSA-N
DB01129	4867	Rabeprazole	YREYEVIYCVEVJK-UHFFFAOYSA-N
DB01130	2243	Prednicarbate	FNPXMHRZILFCKX-KAJVQRHHSA-N
DB01131	2282	Proguanil	SSOLNOMRVKKSON-UHFFFAOYSA-N
DB01132	2179	Pioglitazone	HYAFETHFCAUJAY-UHFFFAOYSA-N
DB01133	2666	Tiludronic acid	DKJJVAGXPKPDRL-UHFFFAOYSA-N
DB01134	822	Desoxycorticosterone pivalate	VVOIQBFMTVCINR-WWMZEODYSA-N
DB01135	2974	Doxacurium	GBLRQXKSCRCLBZ-UHFFFAOYSA-N
DB01136	522	Carvedilol	OGHNVEJMJSYVRP-UHFFFAOYSA-N
DB01137	1569	Levofloxacin	GSDSWSVVBLHKDQ-JTQLQIEISA-N
DB01137	1981	Levofloxacin	GSDSWSVVBLHKDQ-JTQLQIEISA-N
DB01138	2528	Sulfinpyrazone	MBGGBVCUIVRRBF-UHFFFAOYSA-N
DB01139	575	Cefapirin	UQLLWWBDSUHNEB-CZUORRHYSA-N
DB01140	526	Cefadroxil	BOEGTKLJZSQCCD-UEKVPHQBSA-N
DB01141	1798	Micafungin	PIEUQSKUWLMALL-YABMTYFHSA-N
DB01142	956	Doxepin	ODQWQRRAPPTVAG-UHFFFAOYSA-N
DB01143	156	Amifostine	JKOQGQFVAUAYPM-UHFFFAOYSA-N
DB01144	864	Diclofenamide	GJQPMPFPNINLKP-UHFFFAOYSA-N
DB01145	2533	Sulfoxone	NEDPPCHNEOMTJV-UHFFFAOYSA-N
DB01146	920	Diphenylpyraline	OWQUZNMMYNAXSL-UHFFFAOYSA-N
DB01147	720	Cloxacillin	LQOLIRLGBULYKD-JKIFEVAISA-N
DB01148	1175	Flavoxate	SPIUTQOUKAMGCX-UHFFFAOYSA-N
DB01149	1890	Nefazodone	VRBKIVRKKCLPHA-UHFFFAOYSA-N
DB01150	556	Cefprozil	WDLWHQDACQUCJR-ZAMMOSSLSA-N
DB01151	812	Desipramine	HCYAFALTSJYZDH-UHFFFAOYSA-N
DB01153	2434	Sertaconazole	JLGKQTAYUIMGRK-UHFFFAOYSA-N
DB01154	2626	Thiamylal	XLOMZPUITCYLMJ-UHFFFAOYSA-N
DB01155	1286	Gemifloxacin	ZRCVYEYHRGVLOC-HYARGMPZSA-N
DB01156	435	Bupropion	SNPPWIUOZRMYNY-UHFFFAOYSA-N
DB01157	2757	Trimetrexate	NOYPYLRCIDNJJB-UHFFFAOYSA-N
DB01158	394	Bretylium	AAQOQKQBGPPFNS-UHFFFAOYSA-N
DB01159	1356	Halothane	BCQZXOMGPXTTIC-UHFFFAOYSA-N
DB01160	2771	Dinoprost tromethamine	IYGXEHDCSOYNKY-RZHHZEQLSA-N
DB01160	912	Dinoprost tromethamine	IYGXEHDCSOYNKY-RZHHZEQLSA-N
DB01161	605	Chloroprocaine	VDANGULDQQJODZ-UHFFFAOYSA-N
DB01162	3584	Terazosin	VCKUSRYTPJJLNI-UHFFFAOYSA-N
DB01163	1648	Amdinocillin	BWWVAEOLVKTZFQ-ISVUSNJMSA-N
DB01164	4568	Calcium chloride	UXVMQQNJUSDDNG-UHFFFAOYSA-L
DB01165	1569	Ofloxacin	GSDSWSVVBLHKDQ-UHFFFAOYSA-N
DB01165	1981	Ofloxacin	GSDSWSVVBLHKDQ-UHFFFAOYSA-N
DB01166	644	Cilostazol	RRGUKTPIGVIEKM-UHFFFAOYSA-N
DB01167	1513	Itraconazole	VHVPQPYKVGDNFY-ZPGVKDDISA-N
DB01168	2272	Procarbazine	CPTBDICYNRMXFX-UHFFFAOYSA-N
DB01169	244	Arsenic trioxide	IKWTVSLWAPBBKU-UHFFFAOYSA-N
DB01170	1342	Guanethidine	ACGDKVXYNVEAGU-UHFFFAOYSA-N
DB01171	1825	Moclobemide	YHXISWVBGDMDLQ-UHFFFAOYSA-N
DB01172	1519	Kanamycin	SBUJHOSQTJFQJX-NOAMYHISSA-N
DB01173	1999	Orphenadrine	QVYRGXJJSLMXQH-UHFFFAOYSA-N
DB01174	2134	Phenobarbital	DDBREPKUVSBGFI-UHFFFAOYSA-N
DB01175	1053	Escitalopram	WSEQXVZVJXJVFP-FQEVSTJZSA-N
DB01175	663	Escitalopram	WSEQXVZVJXJVFP-FQEVSTJZSA-N
DB01176	749	Cyclizine	UVKZSORBKUEBAZ-UHFFFAOYSA-N
DB01177	1414	Idarubicin	XDXDZDZNSLXDNA-TZNDIEGXSA-N
DB01178	603	Chlormezanone	WEQAYVWKMWHEJO-UHFFFAOYSA-N
DB01179	3481	Podofilox	YJGVMLPVUAXIQN-XVVDYKMHSA-N
DB01180	2369	Rescinnamine	SZLZWPPUNLXJEA-QEGASFHISA-N
DB01181	1421	Ifosfamide	HOMGKSMUEGBAAB-UHFFFAOYSA-N
DB01182	2291	Propafenone	JWHAUXFOSRPERK-UHFFFAOYSA-N
DB01183	1878	Naloxone	UZHSEJADLWPNLE-GRGSLBFTSA-N
DB01184	945	Domperidone	FGXWKSZFVQUSTL-UHFFFAOYSA-N
DB01185	1210	Fluoxymesterone	YLRFCQOZQXIBAB-RBZZARIASA-N
DB01186	2105	Pergolide	YEHCICAEULNIGD-MZMPZRCHSA-N
DB01188	636	Ciclopirox	SCKYRAXSEDYPSA-UHFFFAOYSA-N
DB01189	811	Desflurane	DPYMFVXJLLWWEU-UHFFFAOYSA-N
DB01190	678	Clindamycin	KDLRVYVGXIQJDK-NOWPCOIGSA-N
DB01191	1150	Dexfenfluramine	DBGIVFWFUFKIQN-VIFPVBQESA-N
DB01191	832	Dexfenfluramine	DBGIVFWFUFKIQN-VIFPVBQESA-N
DB01192	2034	Oxymorphone	UQCNKQCJZOAFTQ-ISWURRPUSA-N
DB01193	40	Acebutolol	GOEMGAFJFRBGGG-UHFFFAOYSA-N
DB01194	396	Brinzolamide	HCRKCZRJWPKOAR-JTQLQIEISA-N
DB01195	1176	Flecainide	DJBNUMBKLMJRSA-UHFFFAOYSA-N
DB01196	1065	Estramustine	FRPJXPJMRWBBIH-RBRWEJTLSA-N
DB01197	484	Captopril	FAKRSMQSSFJEIM-RQJHMYQMSA-N
DB01198	1068	Zopiclone	GBBSUAFBMRNDJC-UHFFFAOYSA-N
DB01198	2873	Zopiclone	GBBSUAFBMRNDJC-UHFFFAOYSA-N
DB01199	2781	Tubocurarine	JFJZZMVDLULRGK-URLMMPGGSA-O
DB01200	403	Bromocriptine	OZVBMTJYIDMWIL-AYFBDAFISA-N
DB01201	2378	Rifapentine	WDZCUPBHRAEYDL-GZAUEHORSA-N
DB01202	1563	Levetiracetam	HPHUVLMMVZITSG-LURJTMIESA-N
DB01203	1865	Nadolol	VWPOSFSPZNDTMJ-UCWKZMIHSA-N
DB01204	1821	Mitoxantrone	KKZJGLLVHKMTCM-UHFFFAOYSA-N
DB01205	1195	Flumazenil	OFBIFZUFASYYRE-UHFFFAOYSA-N
DB01206	1596	Lomustine	GQYIWUVLTXOXAJ-UHFFFAOYSA-N
DB01208	2466	Sparfloxacin	DZZWHBIBMUVIIW-DTORHVGOSA-N
DB01209	847	Dezocine	VTMVHDZWSFQSQP-VBNZEHGJSA-N
DB01210	431	Levobunolol	IXHBTMCLRNMKHZ-LBPRGKRZSA-N
DB01211	668	Clarithromycin	AGOYDEPGAOXOCK-KCBOHYOISA-N
DB01212	564	Ceftriaxone	VAAUVRVFOQPIGI-SPQHTLEESA-N
DB01213	1233	Fomepizole	RIKMMFOAQPJVMX-UHFFFAOYSA-N
DB01214	1779	Metipranolol	BQIPXWYNLPYNHW-UHFFFAOYSA-N
DB01215	1056	Estazolam	CDCHDCWJMGXXRH-UHFFFAOYSA-N
DB01216	1171	Finasteride	DBEPLOCGEIEOCV-WSBQPABSSA-N
DB01217	210	Anastrozole	YBBLVLTVTVSKRW-UHFFFAOYSA-N
DB01218	1350	Halofantrine	FOHHNHSLJDZUGQ-UHFFFAOYSA-N
DB01219	780	Dantrolene	OZOMQRBLCMDCEG-VIZOYTHASA-N
DB01220	2379	Rifaximin	NZCRJKRKKOLAOJ-XRCRFVBUSA-N
DB01221	1523	Ketamine	YQEZLKZALYSWHR-UHFFFAOYSA-N
DB01221	4468	Ketamine	YQEZLKZALYSWHR-UHFFFAOYSA-N
DB01222	419	Budesonide	VOVIALXJUBGFJZ-KWVAZRHASA-N
DB01223	2620	Aminophylline	FQPFAHBPWDRTLU-UHFFFAOYSA-N
DB01224	2337	Quetiapine	URKOMYMAXPYINW-UHFFFAOYSA-N
DB01226	1822	Mivacurium	ILVYCEVXHALBSC-OTBYEXOQSA-N
DB01227	1571	Levacetylmethadol	XBMIVRRWGCYBTQ-AVRDEDQJSA-N
DB01227	1729	Levacetylmethadol	XBMIVRRWGCYBTQ-AVRDEDQJSA-N
DB01228	1007	Encainide	PJWPNDMDCLXCOM-UHFFFAOYSA-N
DB01229	2044	Paclitaxel	RCINICONZNJXQF-MZXODVADSA-N
DB01230	2075	Pemoline	NRNCYVBFPDDJNE-UHFFFAOYSA-N
DB01231	313	Diphenidol	OGAKLTJNUQRZJU-UHFFFAOYSA-N
DB01232	2422	Saquinavir	QWAXKHKRTORLEM-UGJKXSETSA-N
DB01233	1782	Metoclopramide	TTWJBBZEZQICBI-UHFFFAOYSA-N
DB01234	348	Dexamethasone	UREBDLICKHMUKA-CXSFZGCWSA-N
DB01234	824	Dexamethasone	UREBDLICKHMUKA-CXSFZGCWSA-N
DB01235	1567	Levodopa	WTDRDQBEARUVNC-LURJTMIESA-N
DB01236	2439	Sevoflurane	DFEYYRMXOJXZRJ-UHFFFAOYSA-N
DB01237	404	Bromodiphenhydramine	NUNIWXHYABYXKF-UHFFFAOYSA-N
DB01238	242	Aripiprazole	CEUORZQYGODEFX-UHFFFAOYSA-N
DB01239	623	Chlorprothixene	WSPOMRSOLSGNFJ-AUWJEWJLSA-N
DB01240	1034	Epoprostenol	KAQKFAOMNZTLHT-OZUDYXHBSA-N
DB01241	1285	Gemfibrozil	HEMJJKBWTPKOJG-UHFFFAOYSA-N
DB01242	701	Clomipramine	GDLIGKIOYRNHDA-UHFFFAOYSA-N
DB01243	611	Chloroxine	WDFKMLRRRCGAKS-UHFFFAOYSA-N
DB01244	342	Bepridil	UIEATEWHFDRYRU-UHFFFAOYSA-N
DB01245	789	Decamethonium	MTCUAOILFDZKCO-UHFFFAOYSA-N
DB01246	2749	Alimemazine	ZZHLYYDVIOPZBE-UHFFFAOYSA-N
DB01247	1490	Isocarboxazid	XKFPYPQQHFEXRZ-UHFFFAOYSA-N
DB01248	939	Docetaxel	ZDZOTLJHXYCWBA-VCVYQWHSSA-N
DB01249	3302	Iodixanol	NBQNWMBBSKPBAY-UHFFFAOYSA-N
DB01250	1988	Olsalazine	QQBDLJCYGRGAKP-FOCLMDBBSA-N
DB01251	1302	Gliquidone	LLJFMFZYVVLQKT-UHFFFAOYSA-N
DB01252	1818	Mitiglinide	WPGGHFDDFPHPOB-BBWFWOEESA-N
DB01253	1042	Ergometrine	WVVSZNPYNCNODU-XTQGRXLLSA-N
DB01254	785	Dasatinib	ZBNZXTGUTAYRHI-UHFFFAOYSA-N
DB01255	4135	Lisdexamfetamine	VOBHXZCDAVEXEY-JSGCOSHPSA-N
DB01256	2371	Retapamulin	STZYTFJPGGDRJD-NHUWBDDWSA-N
DB01259	1548	Lapatinib	BCFGMOOMADDAQU-UHFFFAOYSA-N
DB01260	3135	Desonide	WBGKWQHBNHJJPZ-LECWWXJVSA-N
DB01261	2448	Sitagliptin	MFFMDFFZMYYVKS-SECBINFHSA-N
DB01262	790	Decitabine	XAUDJQYHKZQPEU-KVQBGUIXSA-N
DB01263	3483	Posaconazole	RAGOYPUPXAKGKH-XAKZXMRKSA-N
DB01264	4143	Darunavir	CJBJHOAVZSMMDJ-HEXNFIEUSA-N
DB01265	4220	Telbivudine	IQFYYKKMVGJFEH-CSMHCCOUSA-N
DB01267	4137	Paliperidone	PMXMIIMHBWHSKN-UHFFFAOYSA-N
DB01268	2544	Sunitinib	WINHZLLDWRZWRT-ATVHPVEESA-N
DB01273	2808	Varenicline	JQSHBVHOMNKWFT-DTORHVGOSA-N
DB01274	1239	Arformoterol	BPZSYCZIITTYBL-YJYMSZOUSA-N
DB01274	4943	Arformoterol	BPZSYCZIITTYBL-YJYMSZOUSA-N
DB01275	1384	Hydralazine	RPTUSVTUFVMDQK-UHFFFAOYSA-N
DB01278	2236	Pramlintide	TZIRZGBAFTZREM-MKAGXXMWSA-N
DB01280	1892	Nelarabine	IXOXBSCIXZEQEQ-UHTZMRCNSA-N
DB01282	495	Carbetocin	NSTRIRCPWQHTIA-DTRKZRJBSA-N
DB01283	1618	Lumiracoxib	KHPKQFYUPIUARC-UHFFFAOYSA-N
DB01284	4516	Tetracosactide	ZOEFCCMDUURGSE-SQKVDDBVSA-N
DB01288	1155	Fenoterol	LSLYOANBFKQKPT-UHFFFAOYSA-N
DB01289	1305	Glisoxepide	ZKUDBRCEOBOWLF-UHFFFAOYSA-N
DB01291	2199	Pirbuterol	VQDBNKDJNJQRDG-UHFFFAOYSA-N
DB01294	2416	Bismuth subsalicylate	ZREIPSZUJIFJNP-UHFFFAOYSA-K
DB01294	4257	Bismuth subsalicylate	ZREIPSZUJIFJNP-UHFFFAOYSA-K
DB01295	360	Bevantolol	HXLAFSUPPDYFEO-UHFFFAOYSA-N
DB01296	1307	Glucosamine	MSWZFWKMSRAUBD-IVMDWMLBSA-N
DB01297	3486	Practolol	DURULFYMVIFBIR-UHFFFAOYSA-N
DB01298	2499	Sulfacytine	SIBQAECNSSQUOD-UHFFFAOYSA-N
DB01299	2503	Sulfadoxine	PJSFRIWCGOHTNF-UHFFFAOYSA-N
DB01301	2399	Rolitetracycline	HMEYVGGHISAPJR-IAHYZSEUSA-N
DB01303	3097	Oxtriphylline	RLANKEDHRWMNRO-UHFFFAOYSA-M
DB01303	4635	Oxtriphylline	RLANKEDHRWMNRO-UHFFFAOYSA-M
DB01319	1240	Fosamprenavir	MLBVMOWEQCZNCC-OEMFJLHTSA-N
DB01320	1247	Fosphenytoin	XWLUWCNOOVRFPX-UHFFFAOYSA-N
DB01321	1518	Josamycin	XJSFLOJWULLJQS-NGVXBBESSA-N
DB01324	2228	Polythiazide	CYLWJCABXYDINA-UHFFFAOYSA-N
DB01325	2343	Quinethazone	AGMMTXLNIQSRCG-UHFFFAOYSA-N
DB01326	527	Cefamandole	OLVCFLKTBJRLHI-AXAPSJFSSA-N
DB01327	530	Cefazolin	MLYYVTUWGNIJIB-BXKDBHETSA-N
DB01328	542	Cefonicid	DYAIAHUQIPBDIP-AXAPSJFSSA-N
DB01329	543	Cefoperazone	GCFBRXLSHGKWDP-XCGNWRKASA-N
DB01330	547	Cefotetan	SRZNHPXWXCNNDU-IXOPCIAXSA-N
DB01331	550	Cefoxitin	WZOZEZRFJCJXNZ-ZBFHGGJFSA-N
DB01332	563	Ceftizoxime	NNULBSISHYWZJU-LLKWHZGFSA-N
DB01333	576	Cefradine	RDLPVSKMFDYCOR-UEKVPHQBSA-N
DB01336	908	Metocurine	JFXBEKISTKFVAB-AJQTZOPKSA-N
DB01337	2052	Pancuronium	GVEAYVLWDAFXET-XGHATYIMSA-N
DB01338	2183	Pipecuronium	OWWLUIWOFHMHOQ-XGHATYIMSA-N
DB01339	2811	Vecuronium	BGSZAXLLHYERSY-XQIGCQGXSA-N
DB01340	641	Cilazapril	HHHKFGXWKKUNCY-FHWLQOOXSA-N
DB01346	2134	Quinidine barbiturate	YHRUERMOPBDCFD-UHFFFAOYSA-N
DB01346	2346	Quinidine barbiturate	YHRUERMOPBDCFD-UHFFFAOYSA-N
DB01346	4523	Quinidine barbiturate	YHRUERMOPBDCFD-UHFFFAOYSA-N
DB01348	2474	Spirapril	HRWCVUIFMSZDJS-SZMVWBNQSA-N
DB01349	3839	Tasosartan	ADXGNEYLLLSOAR-UHFFFAOYSA-N
DB01351	184	Amobarbital	VIROVYVQCGLCII-UHFFFAOYSA-N
DB01352	232	Aprobarbital	UORJNBVJVRLXMQ-UHFFFAOYSA-N
DB01353	449	Butobarbital	STDBAQMTJLUMFW-UHFFFAOYSA-N
DB01354	1360	Heptabarbital	PAZQYDJGLKSCSI-UHFFFAOYSA-N
DB01355	1369	Hexobarbital	UYXAWHWODHRRMR-UHFFFAOYSA-N
DB01357	1714	Mestranol	IMSSROKUHAOUJS-MJCUULBUSA-N
DB01359	2078	Penbutolol	KQXKVJAGOJTNJS-HNNXBMFYSA-N
DB01362	1461	Iohexol	NTHXOOBQLCIOLC-UHFFFAOYSA-N
DB01364	1024	Ephedrine	KWGRBVOPPLSCSI-WPRPVWTQSA-N
DB01364	2326	Ephedrine	KWGRBVOPPLSCSI-WPRPVWTQSA-N
DB01365	1694	Mephentermine	RXQCGGRTAILOIN-UHFFFAOYSA-N
DB01366	2273	Procaterol	FKNXQNWAXFXVNW-BLLLJJGKSA-N
DB01367	3521	Rasagiline	RUOKEQAAGRXIBM-GFCCVEGCSA-N
DB01369	2349	Quinupristin	WTHRRGMBUAHGNI-LCYNINFDSA-N
DB01375	4611	Aluminium monostearate	UGMCXQCYOVCMTB-UHFFFAOYSA-K
DB01380	734	Cortisone acetate	ITRJWOMZKQRYTA-RFZYENFJSA-N
DB01382	1321	Glymidine	QFWPJPIVLCBXFJ-UHFFFAOYSA-N
DB01388	1797	Mibefradil	HBNPJJILLOYFJU-VMPREFPWSA-N
DB01392	3659	Yohimbine	BLGXFZZNTVWLAY-SCYLSFHTSA-N
DB01393	362	Bezafibrate	IIBYAHWJQTYFKB-UHFFFAOYSA-N
DB01394	726	Colchicine	IAKHMKGGTNLKSZ-UHFFFAOYSA-N
DB01395	968	Drospirenone	METQSPRSQINEEU-HXCATZOESA-N
DB01396	881	Digitoxin	WDJUZGPOPHTGOT-XUDUSOBPSA-N
DB01397	2416	Magnesium salicylate	MQHWFIOJQSCFNM-UHFFFAOYSA-L
DB01399	2420	Salsalate	WVYADZUPLLSGPU-UHFFFAOYSA-N
DB01400	1897	Neostigmine	ALWKGYPQUAPLQC-UHFFFAOYSA-N
DB01401	2416	Choline magnesium trisalicylate	FQCQGOZEWWPOKI-UHFFFAOYSA-K
DB01401	3097	Choline magnesium trisalicylate	FQCQGOZEWWPOKI-UHFFFAOYSA-K
DB01401	4635	Choline magnesium trisalicylate	FQCQGOZEWWPOKI-UHFFFAOYSA-K
DB01403	1752	Methotrimeprazine	VRQVVMDWGGWHTJ-CQSZACIVSA-N
DB01405	2584	Temafloxacin	QKDHBVNJCZBTMR-UHFFFAOYSA-N
DB01406	779	Danazol	POZRVZJJTULAOH-LHZXLZLDSA-N
DB01407	673	Clenbuterol	STJMRWALKKWQGH-UHFFFAOYSA-N
DB01408	285	Bambuterol	ANZXOIAKUNOVQU-UHFFFAOYSA-N
DB01409	2677	Tiotropium	LERNTVKEWCAPOY-DZZGSBJMSA-N
DB01410	633	Ciclesonide	LUKZNWIVRBCLON-GXOBDPJESA-N
DB01411	2237	Pranlukast	NBQKINXMPLXUET-UHFFFAOYSA-N
DB01412	2618	Theobromine	YAPQBXQYLJRXSA-UHFFFAOYSA-N
DB01413	535	Cefepime	HVFLCNVBZFFHBT-ZKDACBOMSA-N
DB01414	524	Cefacetrile	RRYMAQUWDLIUPV-BXKDBHETSA-N
DB01415	562	Ceftibuten	UNJFKXSSGBWRBZ-BJCIPQKHSA-N
DB01418	48	Acenocoumarol	VABCILAOYCMVPS-UHFFFAOYSA-N
DB01419	3677	Antrafenine	NWGGKKGAFZIVBJ-UHFFFAOYSA-N
DB01420	4146	Testosterone propionate	PDMMFKSKQVNJMI-BLQWBTBKSA-N
DB01421	2067	Paromomycin	UOZODPSAJZTQNH-LSWIJEOBSA-N
DB01422	1954	Nitroxoline	RJIWZDNTCBHXAL-UHFFFAOYSA-N
DB01423	2479	Stepronin	JNYSEDHQJCOWQU-UHFFFAOYSA-N
