drugbank_id	selleck_id	name	inchi_key
DB00631	Clofarabine	Clofarabine	WDDPHFBMKLOVOX-AYQXTPAHSA-N
DB00632	Docosanol(Abreva)	Docosanol	NOPFSRXAKWQILS-UHFFFAOYSA-N
DB00633	dexmedetomidine	Dexmedetomidine	CUHVIMMYOGQXCV-NSHDSACASA-N
DB00633	dexmedetomidine-hcl-precedex	Dexmedetomidine	CUHVIMMYOGQXCV-NSHDSACASA-N
DB00633	medetomidine-hcl	Dexmedetomidine	CUHVIMMYOGQXCV-NSHDSACASA-N
DB00634	sulfacetamide-sodium	Sulfacetamide	SKIVFJLNDNKQPD-UHFFFAOYSA-N
DB00635	Prednisone	Prednisone	XOFYZVNMUHMLCC-ZPOLXVRWSA-N
DB00636	Clofibrate(Atromid-S)	Clofibrate	KNHUKKLJHYUCFP-UHFFFAOYSA-N
DB00639	butoconazole-nitrate	Butoconazole	SWLMUYACZKCSHZ-UHFFFAOYSA-N
DB00640	Adenosine(Adenocard)	Adenosine	OIRDTQYFTABQOQ-KQYNXXCUSA-N
DB00640	Vidarabine(Vira-A)	Adenosine	OIRDTQYFTABQOQ-KQYNXXCUSA-N
DB00641	Simvastatin(Zocor)	Simvastatin	RYMZZMVNJRMUDD-HGQWONQESA-N
DB00642	Pemetrexed-disodium	Pemetrexed	WBXPDJSOTKVWSJ-ZDUSSCGKSA-N
DB00645	dyclonine-hydrochloride	Dyclonine	BZEWSEKUUPWQDQ-UHFFFAOYSA-N
DB00646	Nystatin(Mycostatin)	Nystatin	VQOXZBDYSJBXMA-RKEBNKJGSA-N
DB00648	Mitotane(Lysodren)	Mitotane	JWBOIMRXGHLCPP-UHFFFAOYSA-N
DB00649	Stavudine	Stavudine	XNKLLVCARDGLGL-JGVFFNPUSA-N
DB00650	Leucovorin-Calcium	Leucovorin	VVIAGPKUTFNRDU-ABLWVSNPSA-N
DB00650	calcium-levofolinate-calcium-folinate	Leucovorin	VVIAGPKUTFNRDU-ABLWVSNPSA-N
DB00651	Dyphylline(Dilor)	Dyphylline	KSCFJBIXMNOVSH-UHFFFAOYSA-N
DB00655	Estrone	Estrone	DNXHEGUUPJUMQT-CBZIJGRNSA-N
DB00656	trazodone-hydrochloride-desyrel	Trazodone	PHLBKPHSAVXXEF-UHFFFAOYSA-N
DB00668	L-Adrenaline-Epinephrine	Epinephrine	UCTWMZQNUQWSLP-VIFPVBQESA-N
DB00668	dl-adrenaline	Epinephrine	UCTWMZQNUQWSLP-VIFPVBQESA-N
DB00669	Sumatriptan-succinate	Sumatriptan	KQKPFRSPSRPDEB-UHFFFAOYSA-N
DB00672	chlorpropamide	Chlorpropamide	RKWGIWYCVPQPMF-UHFFFAOYSA-N
DB00673	Aprepitant	Aprepitant	ATALOFNDEOCMKK-OITMNORJSA-N
DB00674	Galanthamine-hydrobromide	Galantamine	ASUTZQLVASHGKV-JDFRZJQESA-N
DB00675	Tamoxifen-Citrate(Nolvadex)	Tamoxifen	NKANXQFJJICGDU-QPLCGJKRSA-N
DB00678	losartan-potassium	Losartan	PSIFNNKUMBGKDQ-UHFFFAOYSA-N
DB00681	Amphotericin-B(Abelcet)	Amphotericin B	APKFDSVGJQXUKY-INPOYWNPSA-N
DB00684	Tobramycin(free-base)	Tobramycin	NLVFBUXFDBBNBW-PBSUHMDJSA-N
DB00688	Mycophenolate-mofetil-(CellCept)	Mycophenolate mofetil	RTGDFNSFWBGLEC-SYZQJQIISA-N
DB00691	moexipril-hydrochloride	Moexipril	UWWDHYUMIORJTA-HSQYWUDLSA-N
DB00692	phentolamine-mesilate	Phentolamine	MRBDMNSDAVCSSF-UHFFFAOYSA-N
DB00694	daunorubicin-hcl-daunomycin-hcl	Daunorubicin	STQGQHZAVUOBTE-VGBVRHCVSA-N
DB00695	Furosemide(Lasix)	Furosemide	ZZUFCTLCJUWOSV-UHFFFAOYSA-N
DB00697	Tizanidine-hydrochloride	Tizanidine	XFYDIVBRZNQMJC-UHFFFAOYSA-N
DB00700	Eplerenone(Inspra)	Eplerenone	JUKPWJGBANNWMW-VWBFHTRKSA-N
DB00701	Amprenavir-(Agenerase)	Amprenavir	YMARZQAQMVYCKC-OEMFJLHTSA-N
DB00703	methazolamide	Methazolamide	FLOSMHQXBMRNHR-UHFFFAOYSA-N
DB00709	Lamivudine(Epivir)	Lamivudine	JTEGQNOMFQHVDC-NKWVEPMBSA-N
DB00710	ibandronate-sodium	Ibandronate	MPBVHIBUJCELCL-UHFFFAOYSA-N
DB00712	Flurbiprofen(Ansaid)	Flurbiprofen	SYTBZMRGLBWNTM-UHFFFAOYSA-N
DB00713	Oxacillin-sodium-monohydrate	Oxacillin	UWYHMGVUTGAWSP-JKIFEVAISA-N
DB00715	paroxetine-hcl	Paroxetine	AHOUBRCZNHFOSL-YOEHRIQHSA-N
DB00717	norethindrone-norethisterone	Norethisterone	VIKNJXKGJWUCNN-XGXHKTLJSA-N
DB00718	Adefovir-Dipivoxil(Preveon)	Adefovir dipivoxil	WOZSCQDILHKSGG-UHFFFAOYSA-N
DB00719	azatadine-dimaleate	Azatadine	SEBMTIQKRHYNIT-UHFFFAOYSA-N
DB00721	procaine-novocaine-hcl	Procaine	MFDFERRIHVXMIY-UHFFFAOYSA-N
DB00722	lisinopril-zestril	Lisinopril	RLAWWYSOJDYHDC-BZSNNMDCSA-N
DB00724	Imiquimod	Imiquimod	DOUYETYNHWVLEO-UHFFFAOYSA-N
DB00725	homatropine-methylbromide	Homatropine methylbromide	FUFVKLQESJNNAN-UHFFFAOYSA-M
DB00728	Rocuronium-bromide	Rocuronium	YXRDKMPIGHSVRX-OOJCLDBCSA-N
DB00730	Thiabendazole	Thiabendazole	WJCNZQLZVWNLKY-UHFFFAOYSA-N
DB00731	Nateglinide(Starlix)	Nateglinide	OELFLUMRDSZNSF-BRWVUGGUSA-N
DB00732	atracurium-besylate	Atracurium besylate	XXZSQOVSEBAPGS-UHFFFAOYSA-L
DB00732	cisatracurium-besylate-nimbex	Atracurium besylate	XXZSQOVSEBAPGS-UHFFFAOYSA-L
DB00734	Risperidone(Risperdal)	Risperidone	RAPZEAPATHNIPO-UHFFFAOYSA-N
DB00735	naftifine-hydrochloride	Naftifine	OZGNYLLQHRPOBR-DHZHZOJOSA-N
DB00736	Omeprazole	Esomeprazole	SUBDBMMJDZJVOS-DEOSSOPVSA-N
DB00737	meclizine-dihydrochloride	Meclizine	OCJYIGYOJCODJL-UHFFFAOYSA-N
DB00738	pentamidine	Pentamidine	XDRYMKDFEDOLFX-UHFFFAOYSA-N
DB00740	Riluzole(Rilutek)	Riluzole	FTALBRSUTCGOEG-UHFFFAOYSA-N
DB00741	Hydrocortisone	Hydrocortisone	JYGXADMDTFJGBT-VWUMJDOOSA-N
DB00742	D-Mannitol(Osmitrol)	Mannitol	FBPFZTCFMRRESA-KVTDHHQDSA-N
DB00742	Sorbitol(Glucitol)	Mannitol	FBPFZTCFMRRESA-KVTDHHQDSA-N
DB00744	Zileuton	Zileuton	MWLSOWXNZPKENC-UHFFFAOYSA-N
DB00747	Scopolamine-hydrobromide	Scopolamine	STECJAGHUSJQJN-FWXGHANASA-N
DB00749	Etodolac	Etodolac	NNYBQONXHNTVIJ-UHFFFAOYSA-N
DB00750	Prilocaine	Prilocaine	MVFGUOIZUNYYSO-UHFFFAOYSA-N
DB00755	Isotretinoin	Tretinoin	SHGAZHPCJJPHSC-YCNIQYBTSA-N
DB00755	Tretinoin(Aberela)	Tretinoin	SHGAZHPCJJPHSC-YCNIQYBTSA-N
DB00758	Clopidogrel-bisulfate	Clopidogrel	GKTWGGQPFAXNFI-HNNXBMFYSA-N
DB00759	tetracycline-hydrochloride	Tetracycline	OFVLGDICTFRJMM-WESIUVDSSA-N
DB00760	Meropenem	Meropenem	DMJNNHOOLUXYBV-PQTSNVLCSA-N
DB00762	Irinotecan	Irinotecan	UWKQSNNFCGGAFS-XIFFEERXSA-N
DB00762	Irinotecan-Hcl-Trihydrate-Campto	Irinotecan	UWKQSNNFCGGAFS-XIFFEERXSA-N
DB00763	Methimazole(Tapazole)	Methimazole	PMRYVIKBURPHAH-UHFFFAOYSA-N
DB00768	Olopatadine-hydrochloride(Opatanol)	Olopatadine	JBIMVDZLSHOPLA-LSCVHKIXSA-N
DB00770	Alprostadil(Caverject)	Alprostadil	GMVPRGQOIOIIMI-DWKJAMRDSA-N
DB00773	Etopophos	Etoposide	VJJPUSNTGOMMGY-MRVIYFEKSA-N
DB00776	Oxcarbazepine	Oxcarbazepine	CTRLABGOLIVAIY-UHFFFAOYSA-N
DB00778	Roxithromycin(Roxl-150)	Roxithromycin	RXZBMPWDPOLZGW-XMRMVWPWSA-N
DB00779	Nalidixic-acid(NegGram)	Nalidixic acid	MHWLWQUZZRMNGJ-UHFFFAOYSA-N
DB00783	Estradiol	Estradiol	VOXZDWNPVJITMN-ZBRFXRBCSA-N
DB00784	mefenamic-acid	Mefenamic acid	HYYBABOKPJLUIN-UHFFFAOYSA-N
DB00786	marimastat	Marimastat	OCSMOTCMPXTDND-OUAUKWLOSA-N
DB00787	Acyclovir(Aciclovir)	Acyclovir	MKUXAQIIEYXACX-UHFFFAOYSA-N
DB00790	Perindopril-Erbumine(Aceon)	Perindopril	IPVQLZZIHOAWMC-QXKUPLGCSA-N
DB00792	tripelennamine-hydrochloride	Tripelennamine	UFLGIAIHIAPJJC-UHFFFAOYSA-N
DB00794	Primidone(Mysoline)	Primidone	DQMZLTXERSFNPB-UHFFFAOYSA-N
DB00795	Sulfasalazine(Azulfidine)	Sulfasalazine	NCEXYHBECQHGNR-QZQOTICOSA-N
DB00796	Candesartan-cilexetil-Atacand	Candesartan cilexetil	GHOSNRCGJFBJIB-UHFFFAOYSA-N
DB00797	tolazoline-hcl	Tolazoline	JIVZKJJQOZQXQB-UHFFFAOYSA-N
DB00798	Gentamycin-sulfate(Gentacycol)	Gentamicin	CEAZRRDELHUEMR-UHFFFAOYSA-N
DB00799	Tazarotene(Avage)	Tazarotene	OGQICQVSFDPSEI-UHFFFAOYSA-N
DB00800	fenoldopam-corlopam	Fenoldopam	TVURRHSHRRELCG-UHFFFAOYSA-N
DB00807	proparacaine-hcl	Proparacaine	KCLANYCVBBTKTO-UHFFFAOYSA-N
DB00808	Indapamide(Lozol)	Indapamide	NDDAHWYSQHTHNT-UHFFFAOYSA-N
DB00809	tropicamide	Tropicamide	BGDKAVGWHJFAGW-UHFFFAOYSA-N
DB00810	Biperiden-hydrochloride	Biperiden	YSXKPIUOCJLQIE-UHFFFAOYSA-N
DB00811	Ribavirin(Copegus)	Ribavirin	IWUCXVSUMQZMFG-AFCXAGJDSA-N
DB00812	Phenylbutazone(Butazolidin)	Phenylbutazone	VYMDGNCVAMGZFE-UHFFFAOYSA-N
DB00814	Meloxicam(Mobic)	Meloxicam	ZRVUJXDFFKFLMG-UHFFFAOYSA-N
DB00820	Tadalafil(Cialis)	Tadalafil	WOXKDUGGOYFFRN-IIBYNOLFSA-N
DB00821	carprofen	Carprofen	PUXBGTOOZJQSKH-UHFFFAOYSA-N
DB00822	Disulfiram(Antabuse)	Disulfiram	AUZONCFQVSMFAP-UHFFFAOYSA-N
DB00823	ethynodiol-diacetate	Ethynodiol diacetate	ONKUMRGIYFNPJW-KIEAKMPYSA-N
DB00826	Natamycin(Pimaricin)	Natamycin	NCXMLFZGDNKEPB-FFPOYIOWSA-N
DB00831	trifluoperazine-dihydrochloride	Trifluoperazine	ZEWQUBUPAILYHI-UHFFFAOYSA-N
DB00833	Cefaclor-(Ceclor)	Cefaclor	QYIYFLOTGYLRGG-GPCCPHFNSA-N
DB00834	Mifepristone(Mifeprex)	Mifepristone	VKHAHZOOUSRJNA-GCNJZUOMSA-N
DB00835	brompheniramine	Brompheniramine	ZDIGNSYAACHWNL-UHFFFAOYSA-N
DB00836	Loperamide-hydrochloride	Loperamide	RDOIQAHITMMDAJ-UHFFFAOYSA-N
DB00843	Donepezil-hydrochloride(Aricept)	Donepezil	ADEBPBSSDYVVLD-UHFFFAOYSA-N
DB00845	clofazimine	Clofazimine	WDQPAMHFFCXSNU-BGABXYSRSA-N
DB00848	Levamisole-Hydrochloride(Ergamisol)	Levamisole	HLFSDGLLUJUHTE-SNVBAGLBSA-N
DB00851	Dacarbazine	Dacarbazine	FDKXTQMXEQVLRF-ZHACJKMWSA-N
DB00853	Methazolastone	Temozolomide	BPEGJWRSRHCHSN-UHFFFAOYSA-N
DB00855	5-Aminolevulinic-acid-hydrochloride	Aminolevulinic acid	ZGXJTSGNIOSYLO-UHFFFAOYSA-N
DB00857	Terbinafine(Lamisil)	Terbinafine	DOMXUEMWDBAQBQ-WEVVVXLNSA-N
DB00857	Terbinafine-hydrochloride(Zabel)	Terbinafine	DOMXUEMWDBAQBQ-WEVVVXLNSA-N
DB00859	Penicillamine(Cuprimine)	Penicillamine	VVNCNSJFMMFHPL-VKHMYHEASA-N
DB00860	Prednisolone(Hydroretrocortine)	Prednisolone	OIGNJSKKLXVSLS-VWUMJDOOSA-N
DB00862	Vardenafil(Vivanza)	Vardenafil	SECKRCOLJRRGGV-UHFFFAOYSA-N
DB00863	Ranitidine-hydrochloride(Zantac)	Ranitidine	VMXUWOKSQNHOCA-UHFFFAOYSA-N
DB00864	FK-506-(Tacrolimus)	Tacrolimus	QJJXYPPXXYFBGM-LFZNUXCKSA-N
DB00867	Ritodrine-hydrochloride-Yutopar	Ritodrine	IOVGROKTTNBUGK-SJCJKPOMSA-N
DB00869	Dorzolamide-HCL	Dorzolamide	IAVUPMFITXYVAF-XPUUQOCRSA-N
DB00870	Suprofen(Profenal)	Suprofen	MDKGKXOCJGEUJW-UHFFFAOYSA-N
DB00871	terbutaline-sulfate	Terbutaline	XWTYSIMOBUGWOL-UHFFFAOYSA-N
DB00872	conivaptan-hcl-vaprisol	Conivaptan	IKENVDNFQMCRTR-UHFFFAOYSA-N
DB00874	Guaifenesin(Guaiphenesin)	Guaifenesin	HSRJKNPTNIJEKV-UHFFFAOYSA-N
DB00877	Rapamycin	Sirolimus	QFJCIRLUMZQUOT-HPLJOQBZSA-N
DB00879	Emtricitabine	Emtricitabine	XQSPYNMVSIKCOC-NTSWFWBYSA-N
DB00880	Chlorothiazide(Diuril)	Chlorothiazide	JBMKAUGHUNFTOL-UHFFFAOYSA-N
DB00881	quinapril-hydrochloride-accupril	Quinapril	JSDRRTOADPPCHY-HSQYWUDLSA-N
DB00882	Clomifene-citrate-Serophene	Clomifene	GKIRPKYJQBWNGO-UHFFFAOYSA-N
DB00884	Risedronate-sodium	Risedronic acid	IIDJRNMFWXDHID-UHFFFAOYSA-N
DB00884	risedronic-acid-actonel	Risedronic acid	IIDJRNMFWXDHID-UHFFFAOYSA-N
DB00887	Bumetanide	Bumetanide	MAEIEVLCKWDQJH-UHFFFAOYSA-N
DB00889	Granisetron-Hydrochloride	Granisetron	MFWNKCLOYSRHCJ-BTTYYORXSA-N
DB00891	Sulfapyridine(Dagenan)	Sulfapyridine	GECHUMIMRBOMGK-UHFFFAOYSA-N
DB00900	Didanosine(Videx)	Didanosine	BXZVVICBKDXVGW-NKWVEPMBSA-N
DB00904	Ondansetron-hydrochloride	Ondansetron	FELGMEQIXOGIFQ-UHFFFAOYSA-N
DB00904	ondansetron-zofran	Ondansetron	FELGMEQIXOGIFQ-UHFFFAOYSA-N
DB00905	Bimatoprost	Bimatoprost	AQOKCDNYWBIDND-FTOWTWDKSA-N
DB00909	Zonisamide	Zonisamide	UBQNRHZMVUUOMG-UHFFFAOYSA-N
DB00911	tinidazole	Tinidazole	HJLSLZFTEKNLFI-UHFFFAOYSA-N
DB00912	Repaglinide	Repaglinide	FAEKWTJYAYMJKF-QHCPKHFHSA-N
DB00914	Phenformin-hydrochloride	Phenformin	ICFJFFQQTFMIBG-UHFFFAOYSA-N
DB00916	Metronidazole(Flagyl)	Metronidazole	VAOCPAMSLUNLGC-UHFFFAOYSA-N
DB00917	prostaglandin-e2-cervidil	Dinoprostone	XEYBRNLFEZDVAW-ARSRFYASSA-N
DB00918	almotriptan-malate-axert	Almotriptan	WKEMJKQOLOHJLZ-UHFFFAOYSA-N
DB00919	Spectinomycin--hydrochloride	Spectinomycin	UNFWWIHTNXNPBV-WXKVUWSESA-N
DB00920	ketotifen-fumarate-zaditor	Ketotifen	ZCVMWBYGMWKGHF-UHFFFAOYSA-N
DB00922	levosimendan	Levosimendan	WHXMKTBCFHIYNQ-SECBINFHSA-N
DB00925	Phenoxybenzamine-hydrochloride	Phenoxybenzamine	QZVCTJOXCFMACW-UHFFFAOYSA-N
DB00927	famotidine-pepcid	Famotidine	XUFQPHANEAPEMJ-UHFFFAOYSA-N
DB00928	Azacitidine(Vidaza)	Azacitidine	NMUSYJAQQFHJEW-KVTDHHQDSA-N
DB00931	Methacycline-hydrochloride-Physiomycine	Metacycline	MHIGBKBJSQVXNH-IWVLMIASSA-N
DB00934	Maprotiline-hydrochloride	Maprotiline	QSLMDECMDJKHMQ-UHFFFAOYSA-N
DB00935	Oxymetazoline-hydrochloride	Oxymetazoline	WYWIFABBXFUGLM-UHFFFAOYSA-N
DB00943	Zalcitabine	Zalcitabine	WREGKURFCTUGRC-POYBYMJQSA-N
DB00945	aspirin-acetylsalicylic-acid	Acetylsalicylic acid	BSYNRYMUTXBXSQ-UHFFFAOYSA-N
DB00947	Fulvestrant	Fulvestrant	VWUXBMIQPBEWFH-WCCTWKNTSA-N
DB00948	mezlocillin-sodium	Mezlocillin	YPBATNHYBCGSSN-VWPFQQQWSA-N
DB00949	Felbamate	Felbamate	WKGXYQFOCVYPAC-UHFFFAOYSA-N
DB00950	fexofenadine-hcl	Fexofenadine	RWTNPBWLLIMQHL-UHFFFAOYSA-N
DB00951	Isoniazid(Tubizid)	Isoniazid	QRXWMOHMRWLFEY-UHFFFAOYSA-N
DB00952	Naratriptan(Amerge)	Naratriptan	AMKVXSZCKVJAGH-UHFFFAOYSA-N
DB00953	Rizatriptan-Benzoate(Maxalt)	Rizatriptan	ULFRLSNUDGIQQP-UHFFFAOYSA-N
DB00955	netilmicin-sulfate	Netilmicin	CIDUJQMULVCIBT-MQDUPKMGSA-N
DB00958	Carboplatin	Carboplatin	OLESAACUTLOWQZ-UHFFFAOYSA-L
DB00959	Methylprednisolone	Methylprednisolone	VHRSUDSXCMQTMA-PJHHCJLFSA-N
DB00961	mepivacaine-hydrochloride	Mepivacaine	INWLQCZOYSRPNW-UHFFFAOYSA-N
DB00966	Telmisartan(Micardis)	Telmisartan	RMMXLENWKUUMAY-UHFFFAOYSA-N
DB00967	desloratadine	Desloratadine	JAUOIFJMECXRGI-UHFFFAOYSA-N
DB00968	Methyldopa(Aldomet)	Methyldopa	CJCSPKMFHVPWAR-JTQLQIEISA-N
DB00972	Azelastine-hydrochloride-Astelin	Azelastine	MBUVEWMHONZEQD-UHFFFAOYSA-N
DB00973	Ezetimibe(Zetia)	Ezetimibe	OLNTVTPDXPETLC-XPWALMASSA-N
DB00975	Dipyridamole(Permole,-Persantine)	Dipyridamole	IZEKFCXSFNUWAM-UHFFFAOYSA-N
DB00976	telithromycin-ketek	Telithromycin	LJVAJPDWBABPEJ-PNUFFHFMSA-N
DB00977	Ethinyl-Estradiol	Ethinylestradiol	BFPYWIDHMRZLRN-SLHNCBLASA-N
DB00978	Lomefloxacin-hydrochloride-Maxaquin	Lomefloxacin	ZEKZLJVOYLTDKK-UHFFFAOYSA-N
DB00980	Ramelteon	Ramelteon	YLXDSYKOBKBWJQ-LBPRGKRZSA-N
DB00982	Isotretinoin	Isotretinoin	SHGAZHPCJJPHSC-XFYACQKRSA-N
DB00982	Tretinoin(Aberela)	Isotretinoin	SHGAZHPCJJPHSC-XFYACQKRSA-N
DB00983	formoterol-hemifumarate	Formoterol	BPZSYCZIITTYBL-UHFFFAOYSA-N
DB00987	Cytarabine(Cytosar-U)	Cytarabine	UHDGCWIWMRVCDJ-CCXZUQQUSA-N
DB00987	cytidine	Cytarabine	UHDGCWIWMRVCDJ-CCXZUQQUSA-N
DB00989	rivastigmine-tartrate-exelon	Rivastigmine	XSVMFMHYUFZWBK-NSHDSACASA-N
DB00990	Exemestane	Exemestane	BFYIZQONLCFLEV-DAELLWKTSA-N
DB00993	Azathioprine(Azasan)	Azathioprine	LMEKQMALGUDUQG-UHFFFAOYSA-N
DB00996	Gabapentin(Neurontin)	Gabapentin	UGJMXCAKCUNAIE-UHFFFAOYSA-N
DB00999	Hydrochlorothiazide	Hydrochlorothiazide	JZUFKLXOESDKRF-UHFFFAOYSA-N
DB01002	Bupivacaine-hydrochloride(Marcain)	Levobupivacaine	LEBVLXFERQHONN-INIZCTEOSA-N
DB01002	lvobupivacaine-hcl	Levobupivacaine	LEBVLXFERQHONN-INIZCTEOSA-N
DB01003	disodium-Cromoglycate	Cromoglicic acid	IMZMKUWMOSJXDT-UHFFFAOYSA-N
DB01004	ganciclovir	Ganciclovir	IRSCQMHQWWYFCW-UHFFFAOYSA-N
DB01005	Hydroxyurea(Cytodrox)	Hydroxyurea	VSNHCAURESNICA-UHFFFAOYSA-N
DB01006	Letrozole	Letrozole	HPJKCIUCZWXJDR-UHFFFAOYSA-N
DB01007	tioconazole	Tioconazole	QXHHHPZILQDDPS-UHFFFAOYSA-N
DB01008	Busulfan(Busulfex)	Busulfan	COVZYZSDYWQREU-UHFFFAOYSA-N
DB01009	Ketoprofen(Actron)	Ketoprofen	DKYWVDODHFEZIM-UHFFFAOYSA-N
DB01012	Cinacalcet-hydrochloride	Cinacalcet	VDHAWDNDOKGFTD-MRXNPFEDSA-N
DB01013	clobetasol-propionate	Clobetasol propionate	CBGUOGMQLZIXBE-XGQKBEPLSA-N
DB01015	Sulfamethoxazole	Sulfamethoxazole	JLKIGFTWXXRPMT-UHFFFAOYSA-N
DB01016	Glyburide(Diabeta)	Glyburide	ZNNLBTZKUZBEKO-UHFFFAOYSA-N
DB01019	Carbamyl-beta-methylcholine-chloride(Bethanechol-chloride)	Bethanechol	NZUPCNDJBJXXRF-UHFFFAOYSA-O
DB01021	Trichlormethiazide(Achletin)	Trichlormethiazide	LMJSLTNSBFUCMU-UHFFFAOYSA-N
DB01023	Felodipine(Plendil)	Felodipine	RZTAMFZIAATZDJ-UHFFFAOYSA-N
DB01024	Mycophenolic-acid(Mycophenolate)	Mycophenolic acid	HPNSFSBZBAHARI-RUDMXATFSA-N
DB01026	Ketoconazole	Ketoconazole	XMAYWYJOQHXEEK-UHFFFAOYSA-N
DB01029	Irbesartan(Avapro)	Irbesartan	YOSHYTLCDANDAN-UHFFFAOYSA-N
DB01030	Topotecan-Hydrochloride	Topotecan	UCFGDBYHRUNTLO-QHCPKHFHSA-N
DB01032	probenecid-benemid	Probenecid	DBABZHXKTCFAPX-UHFFFAOYSA-N
DB01033	Mercaptopurine	Mercaptopurine	GLVAUDGFNGKCSF-UHFFFAOYSA-N
DB01036	Tolterodine-tartrate-Detrol-LA	Tolterodine	OOGJQPCLVADCPB-HXUWFJFHSA-N
DB01039	Fenofibrate(Tricor)	Fenofibrate	YMTINGFKWWXKFG-UHFFFAOYSA-N
DB01041	Thalidomide	Thalidomide	UEJJHQNACJXSKW-UHFFFAOYSA-N
DB01043	memantine-hydrochloride-namenda	Memantine	BUGYDGFZZOZRHP-UHFFFAOYSA-N
DB01044	Gatifloxacin	Gatifloxacin	XUBOMFCQGDBHNK-UHFFFAOYSA-N
DB01045	Rifampin(Rifadin)	Rifampicin	JQXXHWHPUNPDRT-WLSIYKJHSA-N
DB01046	Lubiprostone(Amitiza)	Lubiprostone	WGFOBBZOWHGYQH-MXHNKVEKSA-N
DB01047	Fluocinonide(Vanos)	Fluocinonide	WJOHZNCJWYWUJD-IUGZLZTKSA-N
DB01048	abacavir-sulfate	Abacavir	MCGSCOLBFJQGHM-SCZZXKLOSA-N
DB01050	Ibuprofen(Advil)	Ibuprofen	HEFNNWSXXWATRW-UHFFFAOYSA-N
DB01051	Novobiocin-sodium(Albamycin)	Novobiocin	YJQPYGGHQPGBLI-KGSXXDOSSA-N
DB01054	Nitrendipine	Nitrendipine	PVHUJELLJLJGLN-UHFFFAOYSA-N
DB01058	Praziquantel(Biltricide)	Praziquantel	FSVJFNAIGNNGKK-UHFFFAOYSA-N
DB01059	Norfloxacin(Norxacin)	Norfloxacin	OGJPXUAPXNRGGI-UHFFFAOYSA-N
DB01060	amoxicillin-(amox)	Amoxicillin	LSQZJLSUYDQPKJ-NJBDSQKTSA-N
DB01060	amoxicillin-amoxycillin	Amoxicillin	LSQZJLSUYDQPKJ-NJBDSQKTSA-N
DB01061	azlocillin-sodium-salt	Azlocillin	JTWOMNBEOCYFNV-NFFDBFGFSA-N
DB01062	Oxybutynin(Ditropan)	Oxybutynin	XIQVNETUBQGFHX-UHFFFAOYSA-N
DB01062	oxybutynin-chloride	Oxybutynin	XIQVNETUBQGFHX-UHFFFAOYSA-N
DB01064	Isoprenaline-hydrochloride	Isoprenaline	JWZZKOKVBUJMES-UHFFFAOYSA-N
DB01065	Melatonin	Melatonin	DRLFMBDRBRZALE-UHFFFAOYSA-N
DB01067	Glipizide(Glucotrol)	Glipizide	ZJJXGWJIGJFDTL-UHFFFAOYSA-N
DB01072	Atazanavir	Atazanavir	AXRYRYVKAWYZBR-GASGPIRDSA-N
DB01073	Fludarabine(Fludara)	Fludarabine	HBUBKKRHXORPQB-FJFJXFQQSA-N
DB01077	etidronate-didronel	Etidronic acid	DBVJJBKOTRCVKF-UHFFFAOYSA-N
DB01082	streptomycin-sulfate	Streptomycin	UCSJYZPVAKXKNQ-HZYVHMACSA-N
DB01083	Orlistat(Alli)	Orlistat	AHLBNYSZXLDEJQ-FWEHEUNISA-N
DB01087	primaquine-diphosphate	Primaquine	INDBQLZJXZLFIT-UHFFFAOYSA-N
DB01091	butenafine-hydrochloride	Butenafine	ABJKWBDEJIDSJZ-UHFFFAOYSA-N
DB01092	ouabain	Ouabain	LPMXVESGRSUGHW-HBYQJFLCSA-N
DB01094	Hesperetin	Hesperetin	AIONOLUJZLIMTK-AWEZNQCLSA-N
DB01095	Fluvastatin-Sodium(Lescol)	Fluvastatin	FJLGEFLZQAZZCD-JUFISIKESA-N
DB01097	Leflunomide	Leflunomide	VHOGYURTWQBHIL-UHFFFAOYSA-N
DB01098	Rosuvastatin-calcium(Crestor)	Rosuvastatin	BPRHUIZQVSMCRT-VEUZHWNKSA-N
DB01099	Flucytosine(Ancobon)	Flucytosine	XRECTZIEBJDKEO-UHFFFAOYSA-N
DB01101	Capecitabine(Xeloda)	Capecitabine	GAGWJHPBXLXJQN-UORFTKCHSA-N
DB01104	sertraline-hcl	Sertraline	VGKDLMBJGBXTGI-SJCJKPOMSA-N
DB01108	Trilostane	Trilostane	KVJXBPDAXMEYOA-CXANFOAXSA-N
DB01110	Miconazole-Monistat	Miconazole	BYBLEWFAAKGYCD-UHFFFAOYSA-N
DB01110	Miconazole-nitrate	Miconazole	BYBLEWFAAKGYCD-UHFFFAOYSA-N
DB01114	Chlorpheniramine-maleate	Chlorpheniramine	SOYKEARSMXGVTM-UHFFFAOYSA-N
DB01115	Nifedipine(Adalat)	Nifedipine	HYIMSNHJOBLJNT-UHFFFAOYSA-N
DB01117	atovaquone-atavaquone	Atovaquone	KUCQYCKVKVOKAY-CTYIDZIISA-N
DB01118	amiodarone-hcl	Amiodarone	IYIKLHRQXLHMJQ-UHFFFAOYSA-N
DB01120	gliclazide-diamicron	Gliclazide	BOVGTQGAOIONJV-UHFFFAOYSA-N
DB01124	tolbutamide	Tolbutamide	JLRGJRBPOGGCBT-UHFFFAOYSA-N
DB01126	Dutasteride	Dutasteride	JWJOTENAMICLJG-QWBYCMEYSA-N
DB01127	Econazole-nitrate-Spectazole	Econazole	LEZWWPYKPKIXLL-UHFFFAOYSA-N
