drugbank_id	name	inchi_key
DB02934	9-(6-deoxy-alpha-l-talofuranosyl)-6-methylpurine	XJZDIUOABWMPLZ-DSBXBFMBSA-N
DB02935	diglyme	SBZXBUIDTXKZTM-UHFFFAOYSA-N
DB02936	4-(1-benzyl-3-carbamoylmethyl-2-methyl-1h-indol-5-yloxy)-butyric acid	STENXUCYNKOBHJ-UHFFFAOYSA-N
DB02937	gamma-arsono-beta, gamma-methyleneadenosine-5'-diphosphate	KHQOAQLQNLUEQN-IOSLPCCCSA-N
DB02938	heptanoic acid	MNWFXJYAOYHMED-UHFFFAOYSA-N
DB02940	(4s)-2-[(1e)-1-aminoprop-1-enyl]-4,5-dihydro-1,3-thiazole-4-carboxylic acid	FDEYZMSECWCRCN-DWFCDSDJSA-N
DB02941	3-(1-aminoethyl)nonanedioic acid	NHQUUILSXUJSSP-IUCAKERBSA-N
DB02942	inositol 1,3-bisphosphate	PUVHMWJJTITUGO-FICORBCRSA-N
DB02943	n-(4-aminobutanoyl)-s-(4-methoxybenzyl)-l-cysteinylglycine	OMOPDEZZBQHMGS-AWEZNQCLSA-N
DB02945	alpha-l-iduronic acid	AEMOLEFTQBMNLQ-VCSGLWQLSA-N
DB02946	carpropamide	RXDMAYSSBPYBFW-RULNRJAQSA-N
DB02947	2-fluoro-2'-deoxyadenosine	ZWPYUXAXLRFWQC-KVQBGUIXSA-N
DB02948	fosmidomycin	GJXWDTUCERCKIX-UHFFFAOYSA-N
DB02949	2-acetyl-protoporphyrin ix	JCECKEHNPXVLGS-SJHVGCKASA-N
DB02950	hymenialdisine	QPCBNXNDVYOBIP-WHFBIAKZSA-N
DB02951	3-hydroxypyruvic acid	HHDDCCUIIUWNGJ-UHFFFAOYSA-N
DB02952	alpha-aminoisobutyric acid	FUOOLUPWFVMBKG-UHFFFAOYSA-N
DB02953	2-thiomethyl-3-phenylpropanoic acid	ZUEBVBPVXLQMQR-SECBINFHSA-N
DB02954	(carboxyhydroxyamino)ethanoic acid	LJSQPIOQKDFEKE-UHFFFAOYSA-N
DB02955	ricinoleic acid	WBHHMMIMDMUBKC-QJWNTBNXSA-N
DB02956	pentasulfide-sulfur	FBNHIFPJXGPDIP-UHFFFAOYSA-L
DB02957	orotidine-5'-monophosphate	KYOBSHFOBAOFBF-XVFCMESISA-N
DB02958	selenomethionine selenoxide	KGXZPWNBFWCDRF-YGVKFDHGSA-N
DB02959	oxitriptan	LDCYZAJDBXYCGN-VIFPVBQESA-N
DB02960	1-carboxyethylaminomethyl-4-aminomethylbenzene	IHQRRZIPLZXOKB-UHFFFAOYSA-O
DB02961	rhamnose	PNNNRSAQSRJVSB-BXKVDMCESA-N
DB02962	benzimidazole	HYZJCKYKOHLVJF-UHFFFAOYSA-N
DB02963	(5-chloropyrazolo[1,5-a]pyrimidin-7-yl)-(4-methanesulfonylphenyl)amine	LVNXHNRYPADEAD-UHFFFAOYSA-N
DB02964	8,9,10-trihydroxy-7-hydroxymethyl-2-thioxo-6-oxa-1,3-diaza-spiro[4.5]decan-4-one	OEWLGQKSTDZKFN-WWHASAIZSA-N
DB02965	ndelta-(n'-sulphodiaminophosphinyl)-l-ornithine	MDGVOXPIIICZEK-FOIQGAMDSA-N
DB02966	fluoro-willardiine	DBWPFHJYSTVBCZ-BYPYZUCNSA-N
DB02967	n-ethylmaleimide	HDFGOPSGAURCEO-UHFFFAOYSA-N
DB02968	penicillin g acyl-serine	USNINKBPBVKHHZ-CYUUQNCZSA-L
DB02969	4-methyl-5-hydroxyethylthiazole	BKAWJIRCKVUVED-UHFFFAOYSA-N
DB02970	2-propyl-aniline	WKURVXXDGMYSDP-UHFFFAOYSA-N
DB02971	2-amino-4-(2-amino-ethoxy)-butyric acid	FDDYPVBIHWFLOI-YFKPBYRVSA-N
DB02972	1-benzyl-(r)-propylamine	IOLQWLOHKZENDW-JTQLQIEISA-N
DB02973	4-(5-bromo-2-oxo-2h-indol-3-ylazo)-benzenesulfonamide	BWTHJLODYBOEIY-VHEBQXMUSA-N
DB02974	4-(4-chlorophenyl)imidazole	DVKIFCXVRCGAEE-UHFFFAOYSA-N
DB02975	ge-2270a	JMDULECOHIXMNX-MZHFYNGJSA-N
DB02976	uridine-5'-diphosphate-2-deoxy-2-fluorogalactose	NGTCPFGWXMBZEP-KBQKSTHMSA-N
DB02977	pnu177836	WVFJFYADATXBBE-JIFQQKSFSA-N
DB02978	beta-hydroxyleucine	ZAYJDMWJYCTABM-WHFBIAKZSA-N
DB02979	n1,n14-bis((s-methyl)isothioureido)tetradecane	IOKDMHHZKWLWKO-UHFFFAOYSA-N
DB02980	thymidine-5'-(dithio)phosphate	KMPXQZWMYQHTNT-XLPZGREQSA-N
DB02981	vitamin b6 complexed with 2-amino-hexanoic acid	NHVFCSUYJRWFNW-LBPRGKRZSA-N
DB02982	bombykol	CIVIWCVVOFNUST-SCFJQAPRSA-N
DB02983	para-mercury-benzenesulfonic acid	KQAOIKIZSJJTII-UHFFFAOYSA-N
DB02984	4-[3-methylsulfanylanilino]-6,7-dimethoxyquinazoline	FUSDVOSGGMBSMK-UHFFFAOYSA-N
DB02985	8-iodo-guanine	SXGFECRAKVVEJT-UHFFFAOYSA-N
DB02986	n-(2-thienylmethyl)-2,5-thiophenedisulfonamide	STOTVDLYLKWVJB-UHFFFAOYSA-N
DB02987	cysteine-s-acetamide	VFKYKPOTSJWPIU-VKHMYHEASA-N
DB02988	imino-tryptophan	LKYWXXAVLLVJAS-XFXZXTDPSA-N
DB02989	cra_10972	RTSLVPMQUZXPBZ-UHFFFAOYSA-N
DB02990	c16-fatty-acyl-substrate-mimic	GDVZALUOXPTSHD-UHFFFAOYSA-N
DB02991	s-ethyl-n-[4-(trifluoromethyl)phenyl]isothiourea	LCMOXIFARISMOH-UHFFFAOYSA-N
DB02992	1-deoxy-6-o-phosphono-1-[(phosphonomethyl)amino]-l-threo-hexitol	YAEYOLVKVWEHNB-DBRKOABJSA-N
DB02993	8-methyl-9-oxoguanine	NEKSCFHMQPOHBF-UHFFFAOYSA-N
DB02994	cacodylic acid	OGGXGZAMXPVRFZ-UHFFFAOYSA-N
DB02995	cyclohexylammonium ion	PAFZNILMFXTMIY-UHFFFAOYSA-O
DB02996	2-(thiomethylene)-4-methylpentanoic acid	GCTDRFXPPSVRRP-ZCFIWIBFSA-N
DB02998	metribolone	CCCIJQPRIXGQOE-XWSJACJDSA-N
DB02999	quisqualate	ASNFTDCKZKHJSW-REOHCLBHSA-N
DB03000	s-9-(2-hydroxypropyl)adenine	MJZYTEBKXLVLMY-YFKPBYRVSA-N
DB03001	peridinin	UYRDHEJRPVSJFM-VSWVFQEASA-N
DB03002	p-iodophenol	VSMDINRNYYEDRN-UHFFFAOYSA-N
DB03003	glutathione sulfonic acid	QGWRMTHFAZVWAM-WDSKDSINSA-N
DB03004	(2s)-2-amino-6-[[(3r,4r)-1-[(1s)-1-carboxy-2-[(s)-methylsulfinyl]ethyl]-2-oxo-4-sulfanylazetidin-3-yl]amino]-6-oxohexanoic acid	UFLVUEXXBDLOEJ-QUNHDKFLSA-N
DB03005	3,8-diamino-6-phenyl-5-[6-[1-[2-[(1,2,3,4-tetrahydro-9-acridinyl)amino]ethyl]-1h-1,2,3-triazol-5-yl]hexyl]-phenanthridinium	ISUOMOOYAOQQPZ-UHFFFAOYSA-O
DB03006	arsanilic acid	XKNKHVGWJDPIRJ-UHFFFAOYSA-N
DB03007	9r,13r-opda	PMTMAFAPLCGXGK-HZPDHXFCSA-N
DB03008	5-fluoro-beta-l-gulosyl fluoride	MGHYRMVVRYCAON-NURPGYHYSA-N
DB03009	2-{[2-oxo-2-(1-piperidinyl)ethyl]sulfanyl}-6-(trifluoromethyl)-4(1h)-pyrimidinone	UDBHGUOSOKOIAX-UHFFFAOYSA-N
DB03010	patupilone	QXRSDHAAWVKZLJ-PVYNADRNSA-N
DB03011	adenosine-5'-(dithio)phosphate	RPDDEEQJNPPYRG-CPTYKQRNSA-N
DB03012	phenylalanine-n-sulfonamide	PHGMHLLGXKQIDY-QMMMGPOBSA-N
DB03013	n-acetyl-beta-d-glucosaminyl-(1->4)-n-acetyl-beta-d-glucosamine	CDOJPCSDOXYJJF-KSKNGZLJSA-N
DB03015	6-hydroxy-1,6-dihydro purine nucleoside	WGRXVKRHIMUTPD-YOHZANMFSA-O
DB03016	cra_1801	FQCDQFDJHSXQKY-UHFFFAOYSA-N
DB03017	lauric acid	POULHZVOKOAJMA-UHFFFAOYSA-N
DB03018	3,4-dimethylaniline	DOLQYFPDPKPQSS-UHFFFAOYSA-N
DB03019	4-(2,5-dichloro-thiophen-3-yl)-pyrimidin-2-ylamine	PAPYICJQRHSQGK-UHFFFAOYSA-N
DB03020	5-beta-d-ribofuranosylnicotinamide adenine dinucleotide	UINNILASBHZOTM-KMXXXSRASA-N
DB03021	ulapualide a	DIOFXPZEAVIPDB-GSMFZUCRSA-N
DB03022	3-[2,6,8-trioxo-9-[(2r,3s,4r)-2,3,4,5-tetrahydroxypentyl]-3h-purin-7-yl]propyl dihydrogen phosphate	KPHFGOGGKPGLTM-BHNWBGBOSA-N
DB03023	1-tert-butyl-3-(4-chloro-phenyl)-1h-pyrazolo[3,4-d]pyrimidin-4-ylamine	PBBRWFOVCUAONR-UHFFFAOYSA-O
DB03024	2-methyl-3-(2-aminothiazolo)propanal	KFMAJVLZSDMFBV-YFKPBYRVSA-N
DB03025	(s)-oct-1-en-3-ol	VSMOENVRRABVKN-MRVPVSSYSA-N
DB03026	phosphoglycolohydroxamic acid	BAXHHWZKQZIJID-UHFFFAOYSA-N
DB03028	1h-benoximidazole-2-carboxylic acid	RHXSYTACTOMVLJ-UHFFFAOYSA-N
DB03030	4-(2-thienyl)-1-(4-methylbenzyl)-1h-imidazole	UMOFOLLUKPBVQG-UHFFFAOYSA-N
DB03031	adamantane-1-carboxylic acid-5-dimethylamino-naphthalene-1-sulfonylamino-octyl-amide	FZFMMSSQQXCBGM-HTNXFJBJSA-N
DB03032	s-octylglutathione	MJWCZWAVSJZQNL-KBPBESRZSA-N
DB03033	4-methoxybenzenesulfinate	YVZWQPOTHRMEQW-UHFFFAOYSA-M
DB03034	d-levofloxacin	GSDSWSVVBLHKDQ-SNVBAGLBSA-N
DB03035	1,8-di-hydroxy-4-nitro-anthraquinone	RIYCICFDXLNQPV-UHFFFAOYSA-N
DB03037	oxidized acetyl dithranol	IKFRFGXQHSBCQM-UHFFFAOYSA-N
DB03038	ly341770	MXAFDBCLWLMXSI-ZDUSSCGKSA-N
DB03039	4-(aminosulfonyl)-n-[(2,5-difluorophenyl)methyl]-benzamide	KEGUALXMKQVDIO-UHFFFAOYSA-N
DB03040	nitrilotriacetic acid	MGFYIUFZLHCRTH-UHFFFAOYSA-N
DB03041	udp-alpha-d-glucuronic acid	HDYANYHVCAPMJV-LXQIFKJMSA-N
DB03042	5-phosphoarabinonic acid	HNECGPFIYSOYHF-JJYYJPOSSA-N
DB03043	(s)-2-amino-3-(6h-selenolo[2,3-b]-pyrrol-4-yl)-propionic acid	MXAFHQSEFHIRDF-ZETCQYMHSA-N
DB03044	1-(5-tert-butyl-2-p-tolyl-2h-pyrazol-3-yl)-3-[4-(2-morpholin-4-yl-ethoxy)-naphthalen-1-yl]-urea	MVCOAUNKQVWQHZ-UHFFFAOYSA-N
DB03045	pantothenyl-aminoethanol-acetate pivalic acid	MILJVOHYMMUVQM-AWEZNQCLSA-N
DB03046	7-methoxy-8-[1-(methylsulfonyl)-1h-pyrazol-4-yl]naphthalene-2-carboximidamide	KQUXAFOLFXHVQN-UHFFFAOYSA-N
DB03047	l-alpha-phosphatidyl-beta-oleoyl-gamma-palmitoyl-phosphatidylethanolamine	MABRTXOVHMDVAT-AAEGOEIASA-N
DB03048	6-carboxymethyluracil	NQAUNZZEYKWTHM-UHFFFAOYSA-N
DB03049	s-selanyl cysteine	KRUPEGHZMWTFPP-REOHCLBHSA-N
DB03051	tetrahydrofuran-2-carboxylic acid	UJJLJRQIPMGXEZ-SCSAIBSYSA-N
DB03052	dazoxiben	XQGZSYKGWHUSDH-UHFFFAOYSA-N
DB03053	1-aminocyclopropylphosphonate	WKCJTSHOKDLADL-UHFFFAOYSA-M
DB03054	bromoform	DIKBFYAXUHHXCS-UHFFFAOYSA-N
DB03056	4-piperidino-piperidine	QDVBKXJMLILLLB-UHFFFAOYSA-N
DB03057	malonaldehyde	WSMYVTOQOOLQHP-UHFFFAOYSA-N
DB03058	2-aminobenzyl alcohol	VYFOAVADNIHPTR-UHFFFAOYSA-N
DB03059	acetoacetyl-coa	OJFDKHTZOUZBOS-CITAKDKDSA-N
DB03060	sri-9662	WNDJHUNKXPAREB-PLNGDYQASA-N
DB03061	(r)-n-(1-methyl-hexyl)-formamide	GFVRKPKAQHTAQK-QMMMGPOBSA-N
DB03062	(1-methyl-1h-imidazol-2-yl)-(3-methyl-4-{3-[(pyridin-3-ylmethyl)-amino]-propoxy}-benzofuran-2-yl)-methanone	VZBQJKIOAOUYJL-UHFFFAOYSA-N
DB03063	n-[(2s,3s)-4-[2-[(5s)-3a,4,5,6,7,7a-hexahydro-1,3-benzodioxol-5-yl]ethyl-[3-(1,3-dioxoisoindol-2-yl)propanoyl]amino]-3-hydroxy-1-phenylbutan-2-yl]-3,5-dimethoxy-4-phenylmethoxybenzamide	PJQGNNQTZMYXOB-HAMMGQCISA-N
DB03064	3-decyl-2,5-dioxo-4-hydroxy-3-pyrroline	LXIDJQZEXUQBGG-UHFFFAOYSA-N
DB03065	7-nitroindazole-2-carboxamidine	GFYAZUABYOOPCN-UHFFFAOYSA-N
DB03066	d-lactic acid	JVTAAEKCZFNVCJ-UWTATZPHSA-N
DB03067	4-{2,4-bis[(3-nitrobenzoyl)amino]phenoxy}phthalic acid	VFYAZSTYKPFSFL-UHFFFAOYSA-N
DB03068	zebularine	RPQZTTQVRYEKCR-WCTZXXKLSA-N
DB03069	cytidine-5'-diphospho-beta-d-xylose	NWSKPSPTJOAICE-OCIMBMBZSA-N
DB03070	selenazole-4-carboxyamide-adenine dinucleotide	SKNBJMQZTZPCPF-QZTLEVGFSA-N
DB03071	4-methylidene-5-one	GYCBVEGTLQBIBF-BYPYZUCNSA-N
DB03072	2-{3-[4-(4-fluorophenyl)-3,6-dihydro-1(2h)-pyridinyl]propyl}-8-methyl-4(3h)-quinazolinone	LOFDUAJQRUYHBR-UHFFFAOYSA-N
DB03073	3-methoxybenzamide	VKPLPDIMEREJJF-UHFFFAOYSA-N
DB03074	7-cyano-7-deazaguanine	FMKSMYDYKXQYRV-UHFFFAOYSA-N
DB03075	(diphosphono)aminophosphonic acid	PELPUMGXMYVGSQ-UHFFFAOYSA-N
DB03076	3-[[(3r,4s,5s,6r)-7-benzyl-4,5-dihydroxy-1,1-dioxo-3,6-bis(phenoxymethyl)-1,2,7-thiadiazepan-2-yl]methyl]-n-methylbenzamide	CGBDAHCDSVOMCF-FYZVQMPESA-N
DB03077	3-amino-4-{3-[2-(2-propoxy-ethoxy)-ethoxy]-propylamino}-cyclobut-3-ene-1,2-dione	ZUVPNXOKAPTNLU-UHFFFAOYSA-N
DB03078	pasbn	PWDTUFYQEUEVQD-UHFFFAOYSA-N
DB03079	alpha-ribazole-5'-phosphate derivative	YPYFPLLZCVEYCS-KKOKHZNYSA-N
DB03081	[n-[n-(4-methoxy-2,3,6-trimethylphenylsulfonyl)-l-aspartyl]-d-(4-amidino-phenylalanyl)]-piperidine	ZOXOKTJHZSUHRJ-XZOQPEGZSA-N
DB03082	6-[(z)-amino(imino)methyl]-n-[4-(aminomethyl)phenyl]-4-(pyrimidin-2-ylamino)-2-naphthamide	CSWQJKHBMACTGB-UHFFFAOYSA-N
DB03083	ic261	JBJYTZXCZDNOJW-JLHYYAGUSA-N
DB03084	cyclopropyl-{4-[5-(3,4-dichlorophenyl)-2-[(1-methyl)-piperidin]-4-yl-3-propyl-3h-imidazol-4-yl]-pyrimidin-2-yl}amine	XCTKFTOEAKJMII-UHFFFAOYSA-N
DB03085	glycolic acid	AEMRFAOFKBGASW-UHFFFAOYSA-N
DB03086	n'-(2s,3r)-3-amino-4-cyclohexyl-2-hydroxy-butano-n-(4-methylphenyl)hydrazide	IQMLIGOOOFEBAH-CVEARBPZSA-N
DB03087	2-(sec-butyl)thiazole	MHJSWOZJMPIGJQ-ZCFIWIBFSA-N
DB03088	pidolic acid	ODHCTXKNWHHXJC-VKHMYHEASA-N
DB03090	ethylaminobenzylmethylcarbonyl group	XGTNRXVUBSVMCM-CABCVRRESA-N
DB03091	4-amido-4-carbamoyl-butyric acid	AEFLONBTGZFSGQ-VKHMYHEASA-N
DB03092	5-hydroxymethyl-chonduritol	PJPGMULJEYSZBS-VZFHVOOUSA-N
DB03093	8-(2,5-dimethoxy-benzyl)-2-fluoro-9h-purin-6-ylamine	MWHAHELTVGJGFJ-UHFFFAOYSA-N
DB03094	3,5-dihydro-5-methylidene-4h-imidazol-4-on	MOTCYKZNVUEYFO-VPLCAKHXSA-N
DB03095	tetramethylammonium ion	QEMXHQIAXOOASZ-UHFFFAOYSA-N
DB03096	n-aminoethylmorpholine	RWIVICVCHVMHMU-UHFFFAOYSA-N
DB03097	pmp-hydroxyisoxazole, pyridoxamine-5-phosphate-hydroxyisoxazole	PXWFNGNWQUPGPJ-UHFFFAOYSA-N
DB03098	[methylseleno]acetate	UOULLTHLSZQUIN-UHFFFAOYSA-M
DB03099	5-amino 6-nitro uracil	CLOSWQFGCBFNCK-UHFFFAOYSA-N
DB03100	6-nitroindazole	ORZRMRUXSPNQQL-UHFFFAOYSA-N
DB03101	ribose-1-phosphate	YXJDFQJKERBOBM-TXICZTDVSA-N
DB03102	2-(oxalyl-amino)-4,7-dihydro-5h-thieno[2,3-c]pyran-3-carboxylic acid	SNNOZMNTPOIDSI-UHFFFAOYSA-N
DB03103	thymidine-5'- diphosphate	UJLXYODCHAELLY-XLPZGREQSA-N
DB03104	2-[4-[(z)-2-acetamido-3-oxo-3-[[(3s)-2-oxo-1-[(4-phenylphenyl)methyl]azepan-3-yl]amino]prop-1-enyl]-2-formylphenyl]acetic acid	NKMPOVPTYDXGEC-MNRBYUMSSA-N
DB03105	5-hydroxy norvaline	CZWARROQQFCFJB-BYPYZUCNSA-N
DB03106	scyllo-inositol	CDAISMWEOUEBRE-CDRYSYESSA-N
DB03107	beta-alanine	UCMIRNVEIXFBKS-UHFFFAOYSA-N
DB03108	4-phospho-d-erythronic acid	ZCZXOHUILRHRQJ-PWNYCUMCSA-N
DB03109	2-acetylamino-2-deoxy-b-d-allopyranose	OVRNDRQMDRJTHS-UIAUGNHASA-N
DB03110	2-chlorophenol	ISPYQTSUDJAMAB-UHFFFAOYSA-N
DB03111	glucosamine 1-phosphate	YMJBYRVFGYXULK-QZABAPFNSA-N
DB03112	6-(2-oxo-hexahydro-thieno[3,4-d]imidazol-4-yl)-hexanoic acid	CUIOUBJXOZHWNJ-NRPADANISA-N
DB03113	3-fluoro-2-(phosphonooxy)propanoic acid	BNOCDEBUFVJMQI-REOHCLBHSA-N
DB03114	pas219	YBEVTZVQKMYQPM-UHFFFAOYSA-N
DB03115	5-bromo-n-[(2s)-2,3-dihydroxypropoxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide	XXSSGBYXSKOLAM-QMMMGPOBSA-N
DB03116	5-(1-carboxy-1-phosphonooxy-ethoxyl)-shikimate-3-phosphate	QUQKBSPZUVNKIF-JQCUSGDOSA-N
DB03117	2-carboxypropyl-coenzyme a	YLEVKEKTOJAHCY-UQCJFRAESA-N
DB03118	(2z)-1-(5-chloro-1h-indol-3-yl)-3-hydroxy-3-(1h-tetrazol-5-yl)-2-propen-1-one	LKVXXMOMTRBUQI-WCIBSUBMSA-N
DB03120	para-toluene sulfonate	JOXIMZWYDAKGHI-UHFFFAOYSA-N
DB03121	(1-benzyl-5-methoxy-2-methyl-1h-indol-3-yl)acetic acid	ZEKCBTQHDTUHRJ-UHFFFAOYSA-N
DB03124	5-[4-(1-carboxymethyl-2-oxo-propylcarbamoyl)-benzylsulfamoyl]-2-hydroxy-benzoic acid	LBAHOXPDTNUYCX-INIZCTEOSA-N
DB03125	2,4-diamino-5-(3,4,5-trimethoxy-benzyl)-pyrimidin-1-ium	IEDVJHCEMCRBQM-UHFFFAOYSA-O
DB03126	mant-adp	QPKUEBLEGWBRHC-BFHYXJOUSA-N
DB03127	benzamidine	PXXJHWLDUBFPOL-UHFFFAOYSA-O
DB03128	acetylcholine	OIPILFWXSMYKGL-UHFFFAOYSA-N
DB03129	diamino-n-[3-(1,3,2-dioxaborolan-2-yloxy)propyl]methaniminium	QHANCKHXGBJANE-UHFFFAOYSA-O
DB03130	s-p-nitrobenzyloxycarbonylglutathione	QYFGPQQSJQOGEO-TVJRNMROSA-N
DB03132	3-(2-benzothiazolylthio)-1-propanesulfonic acid	XBNHRNFODJOFRU-UHFFFAOYSA-N
DB03133	2-(beta-d-glucopyranosyl)-5-methyl-1,2,3-benzimidazole	XIJZORUYQZBFJK-UJPOAAIJSA-N
DB03134	2-aminopimelic acid	JUQLUIFNNFIIKC-YFKPBYRVSA-N
DB03135	[2(formyl-hydroxy-amino)-ethyl]-phosphonic acid	NBAIGNUEKZLOMI-UHFFFAOYSA-N
DB03136	4-iodobenzo[b]thiophene-2-carboxamidine	YERQOXAYAFWFEJ-UHFFFAOYSA-O
DB03137	8-(2,5-dimethoxy-benzyl)-2-fluoro-9-pent-9h-purin-6-ylamine	RMOYVWKKOKERSW-UHFFFAOYSA-N
DB03138	perchlorate	VLTRZXGMWDSKGL-UHFFFAOYSA-M
DB03139	6-[5-(2-oxo-hexahydro-thieno[3,4-d]imidazol-4-yl)-pentanoylamino]-hexanoic acid	CMUGHZFPFWNUQT-HUBLWGQQSA-N
DB03140	4-carboxyphenylboronic acid	SIAVMDKGVRXFAX-UHFFFAOYSA-N
DB03141	3-{[(5r,6r)-5-benzyl-6-hydroxy-2,4-bis(4-hydroxybenzyl)-3-oxo-1,2,4-triazepan-1-yl]sulfonyl}benzonitril	UYUWNNRWESUYOB-FIRIVFDPSA-N
DB03142	alpha-l-arabinose	HMFHBZSHGGEWLO-QMKXCQHVSA-N
DB03143	nonan-1-ol	ZWRUINPWMLAQRD-UHFFFAOYSA-N
DB03144	n(5)-[(hydroxyamino)(imino)methyl]-l-ornithine	FQWRAVYMZULPNK-BYPYZUCNSA-N
DB03145	4-methyl-5-hydroxyethylthiazole phosphate	OCYMERZCMYJQQO-UHFFFAOYSA-N
DB03146	2-deazo-6-thiophosphate guanosine-5'-monophosphate	NYBPOGVUIOPXHI-KQYNXXCUSA-O
DB03147	flavin adenine dinucleotide	VWWQXMAJTJZDQX-UYBVJOGSSA-N
DB03148	phosphomethylphosphonic acid adenosyl ester	OLCWZBFDIYXLAA-IOSLPCCCSA-N
DB03150	2',3'-dideoxythymidine-5'-monophosphate	WVNRRNJFRREKAR-JGVFFNPUSA-N
DB03151	mu4-sulfido-quadro-tetracopper	IGIWMDIIFLPFOP-UHFFFAOYSA-N
DB03152	b-2-octylglucoside	BVHPDIWLWHHJPD-RKQHYHRCSA-N
DB03153	3h-pyrazolo[4,3-d]pyrimidin-7-ol	OGCXIHWGXUQTCQ-UHFFFAOYSA-N
DB03154	{[7-(difluoro-phosphono-methyl)-naphthalen-2-yl]-difluoro-methyl}-phosphonic acid	VHKBLEYUHBIBNR-UHFFFAOYSA-N
DB03155	2'-fluoro-2'-deoxyuridine 3'-monophosphate	IFIXUMAFUNKIAA-XVFCMESISA-N
DB03156	beta-d-glucuronic acid	AEMOLEFTQBMNLQ-QIUUJYRFSA-N
DB03157	n,o-didansyl-l-tyrosine	LUBOPDUYHWABFG-NDEPHWFRSA-N
DB03158	d-myo-inositol-1,4-bisphosphate	PELZSPZCXGTUMR-RTPHHQFDSA-N
DB03159	cra_8696	GAVRMVQHHVMXFD-UHFFFAOYSA-N
DB03160	n-pyridoxyl-7-keto-8-aminopelargonic acid-5'-monophosphate	YXEXNGWPUWJMIT-NSHDSACASA-N
DB03161	thymidine-5'-diphospho-beta-d-xylose	AJUADKZRQSBUAK-KDGZBOQCSA-N
DB03162	4-oxo-4,5-dihydro-1,2,5-thiadiazole-3-carboxylic acid	FVZITYNLUYJDOE-UHFFFAOYSA-N
DB03163	2-oxopropyl-com	CRNXHFXAXBWIRH-UHFFFAOYSA-N
DB03164	6-amino-1-methyl-7h-purin-1-ium	DYGBIJOMQSXREB-UHFFFAOYSA-O
DB03165	2-dimethylamino-ethyl-diphosphate	QGKJQRINUQGSJM-UHFFFAOYSA-N
DB03166	acetic acid	QTBSBXVTEAMEQO-UHFFFAOYSA-N
DB03167	pentabromophenol	SVHOVVJFOWGYJO-UHFFFAOYSA-N
DB03168	nicotinamide adenine dinucleotide cyclohexanone	HTFHWJHTWKCYLR-RINXRSLZSA-N
DB03169	(s)-hmg-coa	CABVTRNMFUVUDM-VRHQGPGLSA-I
DB03170	dephospho coenzyme a	KDTSHFARGAKYJN-IBOSZNHHSA-N
DB03171	indole-3-propanol phosphate	NKEZSFZOUIIZFL-UHFFFAOYSA-N
DB03172	tubercidin	HDZZVAMISRMYHH-KCGFPETGSA-N
DB03173	cra_10433	CFSQPEBVGUSQII-UHFFFAOYSA-N
DB03174	phosphonoacetaldehyde	YEMKIGUKNDOZEG-UHFFFAOYSA-N
DB03175	propyl alcohol	BDERNNFJNOPAEC-UHFFFAOYSA-N
DB03176	kb-141	OZYQIQVPUZANTM-UHFFFAOYSA-N
DB03177	5-methylbenzimidazole	RWXZXCZBMQPOBF-UHFFFAOYSA-N
DB03178	guanosine-2',3'-cyclophosphorothioate	QZEROIIFJLCOOE-FHIGPPGSSA-N
DB03179	sinapoyl coenzyme a	HJGDVDUGXUSOGA-ADTMLPBESA-N
DB03180	4,5-dimethyl-1,2-phenylenediamine	XSZYBMMYQCYIPC-UHFFFAOYSA-N
DB03181	2-[4-(4-hydroxy-3-isopropyl-phenoxy)-3,5-dimethyl-phenyl]-2h-[1,2,4]triazine-3,5-dione	RXQAVKWRCZYGMV-UHFFFAOYSA-N
DB03182	alpha-fluoro-carboxymethyldethia coenzyme a complex	JYRBBNPCUSRRNJ-BHVPBDGNSA-N
DB03183	1-(4-aminophenyl)-3,5-dimethyl-1h-pyrazole-4-carboxylic acid ethyl ester	FIEYZIRYXYDMSK-UHFFFAOYSA-N
DB03184	5-amino-3-methyl-pyrrolidine-2-carboxylic acid	ZELPFFKOULVLMW-UOWFLXDJSA-N
DB03185	1-beta-ribofuranosyl-1,3-diazepinone	MEPCJRCEYSZBDO-FNCVBFRFSA-N
DB03186	adenylate-3'-phosphate-[[2'-deoxy-uridine-5'-phosphate]-3'-phosphate]	JIAJERGOUFOENU-LNAOLWRRSA-N
DB03187	6-(hydroxyethyldithio)-8-(aminomethylthio)octanoic acid	BFRWEULQQALYNZ-JTQLQIEISA-N
DB03189	cu-cyclam	LXENXYBNGDTDRA-UHFFFAOYSA-N
DB03190	n-octanoyl-b-d-fructofuranosyl-a-d-glucopyranoside,sucrose monocaproylate	AWSYOWHJNGZJGU-OASARBKBSA-N
DB03191	3-oxiran-2ylalanine	HKPCHCJYQVJLIZ-IMJSIDKUSA-N
DB03192	(r)-3-hydroxydecanoyl-coa	HIVSMYZAMUNFKZ-PDQACDDGSA-N
DB03193	stearic acid	QIQXTHQIDYTFRH-UHFFFAOYSA-N
DB03194	beta-l-methyl-fucose	OHWCAVRRXKJCRB-XUVCUMPTSA-N
DB03195	phosphoric acid mono-[3-fluoro-5-(5-methyl-2,4-dioxo-3,4-dihydro-2h-pyrimidin-1-yl)-tetrahyro-furan-2-ylmethyl] ester	GGCAVPJXJISBOA-XLPZGREQSA-N
