drugbank_id	mcule_id	name	inchi_key
DB00992	MCULE-7356254100	Methyl aminolevulinate	YUUAYBAIHCDHHD-UHFFFAOYSA-N
DB00992	MCULE-8571939531	Methyl aminolevulinate	YUUAYBAIHCDHHD-UHFFFAOYSA-N
DB00993	MCULE-8637589610	Azathioprine	LMEKQMALGUDUQG-UHFFFAOYSA-N
DB00995	MCULE-3879834235	Auranofin	AUJRCFUBUPVWSZ-XTZHGVARSA-M
DB00995	MCULE-8238948554	Auranofin	AUJRCFUBUPVWSZ-XTZHGVARSA-M
DB00995	MCULE-9384101687	Auranofin	AUJRCFUBUPVWSZ-XTZHGVARSA-M
DB00996	MCULE-5392848565	Gabapentin	UGJMXCAKCUNAIE-UHFFFAOYSA-N
DB00997	MCULE-1987806380	Doxorubicin	AOJJSUZBOXZQNB-TZSSRYMLSA-N
DB00997	MCULE-4188577717	Doxorubicin	AOJJSUZBOXZQNB-TZSSRYMLSA-N
DB00999	MCULE-6585933943	Hydrochlorothiazide	JZUFKLXOESDKRF-UHFFFAOYSA-N
DB01001	MCULE-4493408325	Salbutamol	NDAUXUAQIAJITI-UHFFFAOYSA-N
DB01001	MCULE-4869583923	Salbutamol	NDAUXUAQIAJITI-UHFFFAOYSA-N
DB01001	MCULE-7261473820	Salbutamol	NDAUXUAQIAJITI-UHFFFAOYSA-N
DB01002	MCULE-2286784276	Levobupivacaine	LEBVLXFERQHONN-INIZCTEOSA-N
DB01002	MCULE-5414144502	Levobupivacaine	LEBVLXFERQHONN-INIZCTEOSA-N
DB01003	MCULE-4994762451	Cromoglicic acid	IMZMKUWMOSJXDT-UHFFFAOYSA-N
DB01003	MCULE-8432777058	Cromoglicic acid	IMZMKUWMOSJXDT-UHFFFAOYSA-N
DB01004	MCULE-9512761592	Ganciclovir	IRSCQMHQWWYFCW-UHFFFAOYSA-N
DB01005	MCULE-9465284053	Hydroxyurea	VSNHCAURESNICA-UHFFFAOYSA-N
DB01008	MCULE-1840882522	Busulfan	COVZYZSDYWQREU-UHFFFAOYSA-N
DB01009	MCULE-3996598662	Ketoprofen	DKYWVDODHFEZIM-UHFFFAOYSA-N
DB01009	MCULE-9740144074	Ketoprofen	DKYWVDODHFEZIM-UHFFFAOYSA-N
DB01010	MCULE-3821322707	Edrophonium	VWLHWLSRQJQWRG-UHFFFAOYSA-O
DB01010	MCULE-5963849469	Edrophonium	VWLHWLSRQJQWRG-UHFFFAOYSA-O
DB01011	MCULE-7018205003	Metyrapone	FJLBFSROUSIWMA-UHFFFAOYSA-N
DB01013	MCULE-6352927484	Clobetasol propionate	CBGUOGMQLZIXBE-XGQKBEPLSA-N
DB01013	MCULE-8866135651	Clobetasol propionate	CBGUOGMQLZIXBE-XGQKBEPLSA-N
DB01015	MCULE-1450176600	Sulfamethoxazole	JLKIGFTWXXRPMT-UHFFFAOYSA-N
DB01016	MCULE-2351642942	Glyburide	ZNNLBTZKUZBEKO-UHFFFAOYSA-N
DB01017	MCULE-1476296733	Minocycline	DYKFCLLONBREIL-KVUCHLLUSA-N
DB01019	MCULE-3425585639	Bethanechol	NZUPCNDJBJXXRF-UHFFFAOYSA-O
DB01019	MCULE-3788204552	Bethanechol	NZUPCNDJBJXXRF-UHFFFAOYSA-O
DB01019	MCULE-4959115853	Bethanechol	NZUPCNDJBJXXRF-UHFFFAOYSA-O
DB01020	MCULE-5942737739	Isosorbide mononitrate	YWXYYJSYQOXTPL-SLPGGIOYSA-N
DB01020	MCULE-9603689070	Isosorbide mononitrate	YWXYYJSYQOXTPL-SLPGGIOYSA-N
DB01020	MCULE-9822410440	Isosorbide mononitrate	YWXYYJSYQOXTPL-SLPGGIOYSA-N
DB01021	MCULE-5170594512	Trichlormethiazide	LMJSLTNSBFUCMU-UHFFFAOYSA-N
DB01021	MCULE-8687537496	Trichlormethiazide	LMJSLTNSBFUCMU-UHFFFAOYSA-N
DB01022	MCULE-4351783253	Phylloquinone	MBWXNTAXLNYFJB-NKFFZRIASA-N
DB01023	MCULE-1154856901	Felodipine	RZTAMFZIAATZDJ-UHFFFAOYSA-N
DB01023	MCULE-1247765254	Felodipine	RZTAMFZIAATZDJ-UHFFFAOYSA-N
DB01023	MCULE-4186849928	Felodipine	RZTAMFZIAATZDJ-UHFFFAOYSA-N
DB01023	MCULE-8253440089	Felodipine	RZTAMFZIAATZDJ-UHFFFAOYSA-N
DB01024	MCULE-1286782468	Mycophenolic acid	HPNSFSBZBAHARI-RUDMXATFSA-N
DB01024	MCULE-1991681277	Mycophenolic acid	HPNSFSBZBAHARI-RUDMXATFSA-N
DB01026	MCULE-2726394491	Ketoconazole	XMAYWYJOQHXEEK-UHFFFAOYSA-N
DB01026	MCULE-3604723919	Ketoconazole	XMAYWYJOQHXEEK-UHFFFAOYSA-N
DB01026	MCULE-7223272511	Ketoconazole	XMAYWYJOQHXEEK-UHFFFAOYSA-N
DB01028	MCULE-6052691210	Methoxyflurane	RFKMCNOHBTXSMU-UHFFFAOYSA-N
DB01029	MCULE-9617953373	Irbesartan	YOSHYTLCDANDAN-UHFFFAOYSA-N
DB01032	MCULE-8664946016	Probenecid	DBABZHXKTCFAPX-UHFFFAOYSA-N
DB01033	MCULE-4811219863	Mercaptopurine	GLVAUDGFNGKCSF-UHFFFAOYSA-N
DB01035	MCULE-2863739556	Procainamide	REQCZEXYDRLIBE-UHFFFAOYSA-N
DB01035	MCULE-9088516243	Procainamide	REQCZEXYDRLIBE-UHFFFAOYSA-N
DB01035	MCULE-9726613752	Procainamide	REQCZEXYDRLIBE-UHFFFAOYSA-N
DB01036	MCULE-3832000905	Tolterodine	OOGJQPCLVADCPB-HXUWFJFHSA-N
DB01037	MCULE-2022038565	Selegiline	MEZLKOACVSPNER-GFCCVEGCSA-N
DB01037	MCULE-3188554308	Selegiline	MEZLKOACVSPNER-GFCCVEGCSA-N
DB01039	MCULE-9460650238	Fenofibrate	YMTINGFKWWXKFG-UHFFFAOYSA-N
DB01041	MCULE-6327754946	Thalidomide	UEJJHQNACJXSKW-UHFFFAOYSA-N
DB01042	MCULE-8007157187	Melphalan	SGDBTWWWUNNDEQ-LBPRGKRZSA-N
DB01042	MCULE-9133289696	Melphalan	SGDBTWWWUNNDEQ-LBPRGKRZSA-N
DB01043	MCULE-3726352671	Memantine	BUGYDGFZZOZRHP-UHFFFAOYSA-N
DB01043	MCULE-6635165082	Memantine	BUGYDGFZZOZRHP-UHFFFAOYSA-N
DB01044	MCULE-4557972261	Gatifloxacin	XUBOMFCQGDBHNK-UHFFFAOYSA-N
DB01045	MCULE-8210589684	Rifampicin	JQXXHWHPUNPDRT-WLSIYKJHSA-N
DB01047	MCULE-8687185486	Fluocinonide	WJOHZNCJWYWUJD-IUGZLZTKSA-N
DB01048	MCULE-1171822695	Abacavir	MCGSCOLBFJQGHM-SCZZXKLOSA-N
DB01050	MCULE-5291883887	Ibuprofen	HEFNNWSXXWATRW-UHFFFAOYSA-N
DB01050	MCULE-6401400613	Ibuprofen	HEFNNWSXXWATRW-UHFFFAOYSA-N
DB01050	MCULE-9475454445	Ibuprofen	HEFNNWSXXWATRW-UHFFFAOYSA-N
DB01051	MCULE-2350558007	Novobiocin	YJQPYGGHQPGBLI-KGSXXDOSSA-N
DB01051	MCULE-6200351849	Novobiocin	YJQPYGGHQPGBLI-KGSXXDOSSA-N
DB01051	MCULE-6376262785	Novobiocin	YJQPYGGHQPGBLI-KGSXXDOSSA-N
DB01051	MCULE-8626179110	Novobiocin	YJQPYGGHQPGBLI-KGSXXDOSSA-N
DB01051	MCULE-9752754481	Novobiocin	YJQPYGGHQPGBLI-KGSXXDOSSA-N
DB01053	MCULE-3899419884	Benzylpenicillin	JGSARLDLIJGVTE-MBNYWOFBSA-N
DB01053	MCULE-3955575945	Benzylpenicillin	JGSARLDLIJGVTE-MBNYWOFBSA-N
DB01053	MCULE-5712256399	Benzylpenicillin	JGSARLDLIJGVTE-MBNYWOFBSA-N
DB01053	MCULE-6846784607	Benzylpenicillin	JGSARLDLIJGVTE-MBNYWOFBSA-N
DB01053	MCULE-7644229995	Benzylpenicillin	JGSARLDLIJGVTE-MBNYWOFBSA-N
DB01053	MCULE-7708800117	Benzylpenicillin	JGSARLDLIJGVTE-MBNYWOFBSA-N
DB01054	MCULE-3680092622	Nitrendipine	PVHUJELLJLJGLN-UHFFFAOYSA-N
DB01055	MCULE-2226770282	Mimosine	WZNJWVWKTVETCG-YFKPBYRVSA-N
DB01055	MCULE-2886907026	Mimosine	WZNJWVWKTVETCG-YFKPBYRVSA-N
DB01055	MCULE-6953076060	Mimosine	WZNJWVWKTVETCG-YFKPBYRVSA-N
DB01056	MCULE-9641637435	Tocainide	BUJAGSGYPOAWEI-UHFFFAOYSA-N
DB01058	MCULE-1638759858	Praziquantel	FSVJFNAIGNNGKK-UHFFFAOYSA-N
DB01059	MCULE-1115657359	Norfloxacin	OGJPXUAPXNRGGI-UHFFFAOYSA-N
DB01060	MCULE-1530410000	Amoxicillin	LSQZJLSUYDQPKJ-NJBDSQKTSA-N
DB01060	MCULE-2071207718	Amoxicillin	LSQZJLSUYDQPKJ-NJBDSQKTSA-N
DB01060	MCULE-5710225015	Amoxicillin	LSQZJLSUYDQPKJ-NJBDSQKTSA-N
DB01060	MCULE-7444922250	Amoxicillin	LSQZJLSUYDQPKJ-NJBDSQKTSA-N
DB01061	MCULE-1214137894	Azlocillin	JTWOMNBEOCYFNV-NFFDBFGFSA-N
DB01061	MCULE-1684950378	Azlocillin	JTWOMNBEOCYFNV-NFFDBFGFSA-N
DB01061	MCULE-2091962530	Azlocillin	JTWOMNBEOCYFNV-NFFDBFGFSA-N
DB01061	MCULE-2342058265	Azlocillin	JTWOMNBEOCYFNV-NFFDBFGFSA-N
DB01061	MCULE-4649546620	Azlocillin	JTWOMNBEOCYFNV-NFFDBFGFSA-N
DB01061	MCULE-4928846663	Azlocillin	JTWOMNBEOCYFNV-NFFDBFGFSA-N
DB01061	MCULE-6816309237	Azlocillin	JTWOMNBEOCYFNV-NFFDBFGFSA-N
DB01061	MCULE-8324633768	Azlocillin	JTWOMNBEOCYFNV-NFFDBFGFSA-N
DB01061	MCULE-9464098701	Azlocillin	JTWOMNBEOCYFNV-NFFDBFGFSA-N
DB01061	MCULE-9728194261	Azlocillin	JTWOMNBEOCYFNV-NFFDBFGFSA-N
DB01062	MCULE-1144578267	Oxybutynin	XIQVNETUBQGFHX-UHFFFAOYSA-N
DB01062	MCULE-3407007074	Oxybutynin	XIQVNETUBQGFHX-UHFFFAOYSA-N
DB01062	MCULE-5193326065	Oxybutynin	XIQVNETUBQGFHX-UHFFFAOYSA-N
DB01064	MCULE-1456958404	Isoprenaline	JWZZKOKVBUJMES-UHFFFAOYSA-N
DB01064	MCULE-6061231962	Isoprenaline	JWZZKOKVBUJMES-UHFFFAOYSA-N
DB01065	MCULE-1497884152	Melatonin	DRLFMBDRBRZALE-UHFFFAOYSA-N
DB01067	MCULE-5142805548	Glipizide	ZJJXGWJIGJFDTL-UHFFFAOYSA-N
DB01069	MCULE-8146430046	Promethazine	PWWVAXIEGOYWEE-UHFFFAOYSA-N
DB01071	MCULE-1682781567	Mequitazine	HOKDBMAJZXIPGC-UHFFFAOYSA-N
DB01071	MCULE-5957865651	Mequitazine	HOKDBMAJZXIPGC-UHFFFAOYSA-N
DB01073	MCULE-2497721739	Fludarabine	HBUBKKRHXORPQB-FJFJXFQQSA-N
DB01074	MCULE-1263095324	Perhexiline	CYXKNKQEMFBLER-UHFFFAOYSA-N
DB01074	MCULE-5015565242	Perhexiline	CYXKNKQEMFBLER-UHFFFAOYSA-N
DB01075	MCULE-6260910826	Diphenhydramine	ZZVUWRFHKOJYTH-UHFFFAOYSA-N
DB01076	MCULE-2368532812	Atorvastatin	XUKUURHRXDUEBC-KAYWLYCHSA-N
DB01076	MCULE-7757497895	Atorvastatin	XUKUURHRXDUEBC-KAYWLYCHSA-N
DB01077	MCULE-3037955142	Etidronic acid	DBVJJBKOTRCVKF-UHFFFAOYSA-N
DB01078	MCULE-2646350158	Deslanoside	OBATZBGFDSVCJD-LALPQLPRSA-N
DB01082	MCULE-3713680681	Streptomycin	UCSJYZPVAKXKNQ-HZYVHMACSA-N
DB01082	MCULE-8102374631	Streptomycin	UCSJYZPVAKXKNQ-HZYVHMACSA-N
DB01082	MCULE-8464995680	Streptomycin	UCSJYZPVAKXKNQ-HZYVHMACSA-N
DB01085	MCULE-2634151840	Pilocarpine	QCHFTSOMWOSFHM-WPRPVWTQSA-N
DB01085	MCULE-3540263793	Pilocarpine	QCHFTSOMWOSFHM-WPRPVWTQSA-N
DB01085	MCULE-8737728813	Pilocarpine	QCHFTSOMWOSFHM-WPRPVWTQSA-N
DB01086	MCULE-6566052626	Benzocaine	BLFLLBZGZJTVJG-UHFFFAOYSA-N
DB01086	MCULE-7826053327	Benzocaine	BLFLLBZGZJTVJG-UHFFFAOYSA-N
DB01087	MCULE-1557087031	Primaquine	INDBQLZJXZLFIT-UHFFFAOYSA-N
DB01087	MCULE-4488548921	Primaquine	INDBQLZJXZLFIT-UHFFFAOYSA-N
DB01090	MCULE-6382957613	Pentolinium	XSBSKEQEUFOSDD-UHFFFAOYSA-N
DB01090	MCULE-6392147155	Pentolinium	XSBSKEQEUFOSDD-UHFFFAOYSA-N
DB01092	MCULE-3852377544	Ouabain	LPMXVESGRSUGHW-HBYQJFLCSA-N
DB01092	MCULE-5547786885	Ouabain	LPMXVESGRSUGHW-HBYQJFLCSA-N
DB01092	MCULE-7874559421	Ouabain	LPMXVESGRSUGHW-HBYQJFLCSA-N
DB01093	MCULE-2005841258	Dimethyl sulfoxide	IAZDPXIOMUYVGZ-UHFFFAOYSA-N
DB01094	MCULE-2236290715	Hesperetin	AIONOLUJZLIMTK-AWEZNQCLSA-N
DB01094	MCULE-9396529091	Hesperetin	AIONOLUJZLIMTK-AWEZNQCLSA-N
DB01095	MCULE-1980201542	Fluvastatin	FJLGEFLZQAZZCD-JUFISIKESA-N
DB01097	MCULE-9490869974	Leflunomide	VHOGYURTWQBHIL-UHFFFAOYSA-N
DB01098	MCULE-2701395578	Rosuvastatin	BPRHUIZQVSMCRT-VEUZHWNKSA-N
DB01098	MCULE-4059525919	Rosuvastatin	BPRHUIZQVSMCRT-VEUZHWNKSA-N
DB01098	MCULE-9636689950	Rosuvastatin	BPRHUIZQVSMCRT-VEUZHWNKSA-N
DB01099	MCULE-7094058995	Flucytosine	XRECTZIEBJDKEO-UHFFFAOYSA-N
DB01100	MCULE-9624510567	Pimozide	YVUQSNJEYSNKRX-UHFFFAOYSA-N
DB01101	MCULE-2851259722	Capecitabine	GAGWJHPBXLXJQN-UORFTKCHSA-N
DB01101	MCULE-5430397636	Capecitabine	GAGWJHPBXLXJQN-UORFTKCHSA-N
DB01103	MCULE-3049117865	Quinacrine	GPKJTRJOBQGKQK-UHFFFAOYSA-N
DB01103	MCULE-9567672915	Quinacrine	GPKJTRJOBQGKQK-UHFFFAOYSA-N
DB01104	MCULE-1681469163	Sertraline	VGKDLMBJGBXTGI-SJCJKPOMSA-N
DB01104	MCULE-2823496048	Sertraline	VGKDLMBJGBXTGI-SJCJKPOMSA-N
DB01104	MCULE-4360779618	Sertraline	VGKDLMBJGBXTGI-SJCJKPOMSA-N
DB01104	MCULE-4657412776	Sertraline	VGKDLMBJGBXTGI-SJCJKPOMSA-N
DB01104	MCULE-5029290493	Sertraline	VGKDLMBJGBXTGI-SJCJKPOMSA-N
DB01104	MCULE-8177480737	Sertraline	VGKDLMBJGBXTGI-SJCJKPOMSA-N
DB01105	MCULE-1680734124	Sibutramine	UNAANXDKBXWMLN-UHFFFAOYSA-N
DB01105	MCULE-6656338642	Sibutramine	UNAANXDKBXWMLN-UHFFFAOYSA-N
DB01105	MCULE-9154038750	Sibutramine	UNAANXDKBXWMLN-UHFFFAOYSA-N
DB01108	MCULE-8531625687	Trilostane	KVJXBPDAXMEYOA-CXANFOAXSA-N
DB01110	MCULE-2106181573	Miconazole	BYBLEWFAAKGYCD-UHFFFAOYSA-N
DB01110	MCULE-7996605731	Miconazole	BYBLEWFAAKGYCD-UHFFFAOYSA-N
DB01112	MCULE-1480239493	Cefuroxime	JFPVXVDWJQMJEE-IZRZKJBUSA-N
DB01112	MCULE-6049861630	Cefuroxime	JFPVXVDWJQMJEE-IZRZKJBUSA-N
DB01113	MCULE-2677621965	Papaverine	XQYZDYMELSJDRZ-UHFFFAOYSA-N
DB01113	MCULE-9598291893	Papaverine	XQYZDYMELSJDRZ-UHFFFAOYSA-N
DB01114	MCULE-2363896855	Chlorpheniramine	SOYKEARSMXGVTM-UHFFFAOYSA-N
DB01114	MCULE-4043344867	Chlorpheniramine	SOYKEARSMXGVTM-UHFFFAOYSA-N
DB01114	MCULE-4539366958	Chlorpheniramine	SOYKEARSMXGVTM-UHFFFAOYSA-N
DB01114	MCULE-4557204807	Chlorpheniramine	SOYKEARSMXGVTM-UHFFFAOYSA-N
DB01114	MCULE-5170688290	Chlorpheniramine	SOYKEARSMXGVTM-UHFFFAOYSA-N
DB01114	MCULE-5685341446	Chlorpheniramine	SOYKEARSMXGVTM-UHFFFAOYSA-N
DB01114	MCULE-5961645860	Chlorpheniramine	SOYKEARSMXGVTM-UHFFFAOYSA-N
DB01114	MCULE-9543056649	Chlorpheniramine	SOYKEARSMXGVTM-UHFFFAOYSA-N
DB01115	MCULE-7336870265	Nifedipine	HYIMSNHJOBLJNT-UHFFFAOYSA-N
DB01117	MCULE-7318126574	Atovaquone	KUCQYCKVKVOKAY-CTYIDZIISA-N
DB01118	MCULE-1243290270	Amiodarone	IYIKLHRQXLHMJQ-UHFFFAOYSA-N
DB01118	MCULE-4156227717	Amiodarone	IYIKLHRQXLHMJQ-UHFFFAOYSA-N
DB01119	MCULE-5031397425	Diazoxide	GDLBFKVLRPITMI-UHFFFAOYSA-N
DB01120	MCULE-3608068500	Gliclazide	BOVGTQGAOIONJV-UHFFFAOYSA-N
DB01120	MCULE-6919138834	Gliclazide	BOVGTQGAOIONJV-UHFFFAOYSA-N
DB01120	MCULE-7236488013	Gliclazide	BOVGTQGAOIONJV-UHFFFAOYSA-N
DB01120	MCULE-7993816491	Gliclazide	BOVGTQGAOIONJV-UHFFFAOYSA-N
DB01121	MCULE-7359277785	Phenacemide	XPFRXWCVYUEORT-UHFFFAOYSA-N
DB01123	MCULE-1568540590	Proflavine	WDVSHHCDHLJJJR-UHFFFAOYSA-N
DB01123	MCULE-4336227759	Proflavine	WDVSHHCDHLJJJR-UHFFFAOYSA-N
DB01123	MCULE-7040675519	Proflavine	WDVSHHCDHLJJJR-UHFFFAOYSA-N
DB01123	MCULE-9156937078	Proflavine	WDVSHHCDHLJJJR-UHFFFAOYSA-N
DB01123	MCULE-9362278105	Proflavine	WDVSHHCDHLJJJR-UHFFFAOYSA-N
DB01124	MCULE-9720356859	Tolbutamide	JLRGJRBPOGGCBT-UHFFFAOYSA-N
DB01125	MCULE-6278934749	Anisindione	XRCFXMGQEVUZFC-UHFFFAOYSA-N
DB01126	MCULE-1602474627	Dutasteride	JWJOTENAMICLJG-QWBYCMEYSA-N
DB01127	MCULE-5948201879	Econazole	LEZWWPYKPKIXLL-UHFFFAOYSA-N
DB01127	MCULE-6450156540	Econazole	LEZWWPYKPKIXLL-UHFFFAOYSA-N
DB01128	MCULE-1236485515	Bicalutamide	LKJPYSCBVHEWIU-UHFFFAOYSA-N
DB01129	MCULE-3512804408	Rabeprazole	YREYEVIYCVEVJK-UHFFFAOYSA-N
DB01129	MCULE-7848941080	Rabeprazole	YREYEVIYCVEVJK-UHFFFAOYSA-N
DB01132	MCULE-1259842295	Pioglitazone	HYAFETHFCAUJAY-UHFFFAOYSA-N
DB01132	MCULE-2346786634	Pioglitazone	HYAFETHFCAUJAY-UHFFFAOYSA-N
DB01132	MCULE-7926831797	Pioglitazone	HYAFETHFCAUJAY-UHFFFAOYSA-N
DB01134	MCULE-5613497776	Desoxycorticosterone pivalate	VVOIQBFMTVCINR-WWMZEODYSA-N
DB01134	MCULE-8140512979	Desoxycorticosterone pivalate	VVOIQBFMTVCINR-WWMZEODYSA-N
DB01136	MCULE-4556099140	Carvedilol	OGHNVEJMJSYVRP-UHFFFAOYSA-N
DB01136	MCULE-7944987271	Carvedilol	OGHNVEJMJSYVRP-UHFFFAOYSA-N
DB01137	MCULE-1927163841	Levofloxacin	GSDSWSVVBLHKDQ-JTQLQIEISA-N
DB01137	MCULE-2011834955	Levofloxacin	GSDSWSVVBLHKDQ-JTQLQIEISA-N
DB01137	MCULE-5746531107	Levofloxacin	GSDSWSVVBLHKDQ-JTQLQIEISA-N
DB01137	MCULE-6007235957	Levofloxacin	GSDSWSVVBLHKDQ-JTQLQIEISA-N
DB01138	MCULE-8521771467	Sulfinpyrazone	MBGGBVCUIVRRBF-UHFFFAOYSA-N
DB01140	MCULE-6475996520	Cefadroxil	BOEGTKLJZSQCCD-UEKVPHQBSA-N
DB01140	MCULE-6662086355	Cefadroxil	BOEGTKLJZSQCCD-UEKVPHQBSA-N
DB01142	MCULE-4730330659	Doxepin	ODQWQRRAPPTVAG-UHFFFAOYSA-N
DB01142	MCULE-6150481524	Doxepin	ODQWQRRAPPTVAG-UHFFFAOYSA-N
DB01144	MCULE-4570158631	Diclofenamide	GJQPMPFPNINLKP-UHFFFAOYSA-N
DB01146	MCULE-1496893365	Diphenylpyraline	OWQUZNMMYNAXSL-UHFFFAOYSA-N
DB01146	MCULE-1603191247	Diphenylpyraline	OWQUZNMMYNAXSL-UHFFFAOYSA-N
DB01147	MCULE-3089347064	Cloxacillin	LQOLIRLGBULYKD-JKIFEVAISA-N
DB01147	MCULE-7556215634	Cloxacillin	LQOLIRLGBULYKD-JKIFEVAISA-N
DB01147	MCULE-9045258287	Cloxacillin	LQOLIRLGBULYKD-JKIFEVAISA-N
DB01151	MCULE-1872169026	Desipramine	HCYAFALTSJYZDH-UHFFFAOYSA-N
DB01151	MCULE-5904286906	Desipramine	HCYAFALTSJYZDH-UHFFFAOYSA-N
DB01160	MCULE-7300085951	Dinoprost tromethamine	IYGXEHDCSOYNKY-RZHHZEQLSA-N
DB01162	MCULE-4030111564	Terazosin	VCKUSRYTPJJLNI-UHFFFAOYSA-N
DB01162	MCULE-4508839187	Terazosin	VCKUSRYTPJJLNI-UHFFFAOYSA-N
DB01164	MCULE-5396813937	Calcium chloride	UXVMQQNJUSDDNG-UHFFFAOYSA-L
DB01164	MCULE-7728164114	Calcium chloride	UXVMQQNJUSDDNG-UHFFFAOYSA-L
DB01165	MCULE-1927163841	Ofloxacin	GSDSWSVVBLHKDQ-UHFFFAOYSA-N
DB01165	MCULE-2011834955	Ofloxacin	GSDSWSVVBLHKDQ-UHFFFAOYSA-N
DB01165	MCULE-5746531107	Ofloxacin	GSDSWSVVBLHKDQ-UHFFFAOYSA-N
DB01165	MCULE-6007235957	Ofloxacin	GSDSWSVVBLHKDQ-UHFFFAOYSA-N
DB01166	MCULE-8893820969	Cilostazol	RRGUKTPIGVIEKM-UHFFFAOYSA-N
DB01167	MCULE-2446846552	Itraconazole	VHVPQPYKVGDNFY-ZPGVKDDISA-N
DB01168	MCULE-2203793025	Procarbazine	CPTBDICYNRMXFX-UHFFFAOYSA-N
DB01168	MCULE-9065058360	Procarbazine	CPTBDICYNRMXFX-UHFFFAOYSA-N
DB01170	MCULE-1014284503	Guanethidine	ACGDKVXYNVEAGU-UHFFFAOYSA-N
DB01170	MCULE-6728556467	Guanethidine	ACGDKVXYNVEAGU-UHFFFAOYSA-N
DB01171	MCULE-5300106938	Moclobemide	YHXISWVBGDMDLQ-UHFFFAOYSA-N
DB01171	MCULE-7066652223	Moclobemide	YHXISWVBGDMDLQ-UHFFFAOYSA-N
DB01172	MCULE-4595049157	Kanamycin	SBUJHOSQTJFQJX-NOAMYHISSA-N
DB01172	MCULE-9076051885	Kanamycin	SBUJHOSQTJFQJX-NOAMYHISSA-N
DB01172	MCULE-9729186272	Kanamycin	SBUJHOSQTJFQJX-NOAMYHISSA-N
DB01173	MCULE-1907411306	Orphenadrine	QVYRGXJJSLMXQH-UHFFFAOYSA-N
DB01173	MCULE-5864907407	Orphenadrine	QVYRGXJJSLMXQH-UHFFFAOYSA-N
DB01173	MCULE-7320950210	Orphenadrine	QVYRGXJJSLMXQH-UHFFFAOYSA-N
DB01174	MCULE-1782264021	Phenobarbital	DDBREPKUVSBGFI-UHFFFAOYSA-N
DB01175	MCULE-1202550254	Escitalopram	WSEQXVZVJXJVFP-FQEVSTJZSA-N
DB01175	MCULE-2438768682	Escitalopram	WSEQXVZVJXJVFP-FQEVSTJZSA-N
DB01175	MCULE-3600224873	Escitalopram	WSEQXVZVJXJVFP-FQEVSTJZSA-N
DB01175	MCULE-5882770916	Escitalopram	WSEQXVZVJXJVFP-FQEVSTJZSA-N
DB01175	MCULE-8566721168	Escitalopram	WSEQXVZVJXJVFP-FQEVSTJZSA-N
DB01175	MCULE-9546560466	Escitalopram	WSEQXVZVJXJVFP-FQEVSTJZSA-N
DB01176	MCULE-5937988027	Cyclizine	UVKZSORBKUEBAZ-UHFFFAOYSA-N
DB01178	MCULE-9476992128	Chlormezanone	WEQAYVWKMWHEJO-UHFFFAOYSA-N
DB01179	MCULE-7709153867	Podofilox	YJGVMLPVUAXIQN-XVVDYKMHSA-N
DB01179	MCULE-9617461427	Podofilox	YJGVMLPVUAXIQN-XVVDYKMHSA-N
DB01180	MCULE-5542552071	Rescinnamine	SZLZWPPUNLXJEA-QEGASFHISA-N
DB01181	MCULE-1480299331	Ifosfamide	HOMGKSMUEGBAAB-UHFFFAOYSA-N
DB01181	MCULE-3688586535	Ifosfamide	HOMGKSMUEGBAAB-UHFFFAOYSA-N
DB01182	MCULE-5193630487	Propafenone	JWHAUXFOSRPERK-UHFFFAOYSA-N
DB01182	MCULE-8776872379	Propafenone	JWHAUXFOSRPERK-UHFFFAOYSA-N
DB01183	MCULE-1335589007	Naloxone	UZHSEJADLWPNLE-GRGSLBFTSA-N
DB01183	MCULE-2955848756	Naloxone	UZHSEJADLWPNLE-GRGSLBFTSA-N
DB01183	MCULE-3907137148	Naloxone	UZHSEJADLWPNLE-GRGSLBFTSA-N
DB01183	MCULE-7328605584	Naloxone	UZHSEJADLWPNLE-GRGSLBFTSA-N
DB01183	MCULE-7816779766	Naloxone	UZHSEJADLWPNLE-GRGSLBFTSA-N
DB01184	MCULE-4430288884	Domperidone	FGXWKSZFVQUSTL-UHFFFAOYSA-N
DB01186	MCULE-3308032180	Pergolide	YEHCICAEULNIGD-MZMPZRCHSA-N
DB01186	MCULE-6015153098	Pergolide	YEHCICAEULNIGD-MZMPZRCHSA-N
DB01186	MCULE-6103242594	Pergolide	YEHCICAEULNIGD-MZMPZRCHSA-N
DB01188	MCULE-5224910295	Ciclopirox	SCKYRAXSEDYPSA-UHFFFAOYSA-N
DB01190	MCULE-4041325060	Clindamycin	KDLRVYVGXIQJDK-NOWPCOIGSA-N
DB01190	MCULE-6809905039	Clindamycin	KDLRVYVGXIQJDK-NOWPCOIGSA-N
DB01191	MCULE-1052472012	Dexfenfluramine	DBGIVFWFUFKIQN-VIFPVBQESA-N
DB01191	MCULE-2995742925	Dexfenfluramine	DBGIVFWFUFKIQN-VIFPVBQESA-N
DB01191	MCULE-5308858263	Dexfenfluramine	DBGIVFWFUFKIQN-VIFPVBQESA-N
DB01191	MCULE-9398907294	Dexfenfluramine	DBGIVFWFUFKIQN-VIFPVBQESA-N
DB01193	MCULE-6278379694	Acebutolol	GOEMGAFJFRBGGG-UHFFFAOYSA-N
DB01193	MCULE-8284913115	Acebutolol	GOEMGAFJFRBGGG-UHFFFAOYSA-N
